Gene,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
Os01g0930500,['not assigned.unknown'],LOC_Os01g70500,1.71817579613552,0.051553721361247,,2.76889250385182,0.000302811665565,Up,3.36757129501924,4.80E-06,Up,3.86619273591452,8.83E-08,Up
Os01g0930800,"['misc.gluco-, galacto- and mannosidases']",LOC_Os01g70520,-0.657512624555849,0.082992512089693,,-1.6724187929272,3.11E-07,Down,-1.76558244026308,4.44E-08,Down,-2.50165804998789,7.20E-15,Down
Os01g0931100,['not assigned.unknown'],LOC_Os01g70550,0.916303948599374,0.026564947499829,,2.89319387472509,2.43E-16,Up,2.64481749507612,6.29E-14,Up,1.95585331008721,4.83E-08,Up
Os01g0931300,['lipid metabolism.Phospholipid synthesis'],LOC_Os01g70570,-0.218279660442953,0.696512767997992,,1.25351757358266,0.001686676947581,Up,1.45476643127383,0.000169778618909,Up,0.979710020379368,0.016621668879304,
Os01g0933075,NA,None,-1.12068803987386,0.211853974718345,,-1.73402955829231,0.036947512428304,Down,-2.30022605375816,0.004609435319084,Down,-1.67801208216645,0.043339434970806,Down
Os01g0933200,['not assigned.unknown'],LOC_Os01g70710,-1.12661348350542,0.015564547308207,Down,-0.144753175283423,0.817013918025921,,0.945184926863128,0.034275116468547,,1.88932377555465,3.04E-06,Up
Os01g0933300,NA,None,0.529466048167675,0.41255596502967,,0.595832266712782,0.332479060379497,,0.988708221628264,0.066464274796713,,0.399122667347183,0.541072356578701,
Os01g0933500,['not assigned.unknown'],LOC_Os01g70730,-1.69346181572059,0.059912886458297,,-2.15962718251906,0.011492159875897,Down,-4.7736184100845,3.49E-05,Down,-2.34730200103888,0.006797397544274,Down
Os01g0933600,['not assigned.unknown'],LOC_Os01g70740,0.540300358856409,0.195312888418769,,-0.179713557135092,0.719836903087189,,-0.466059528566749,0.264685317060061,,-0.707267739409902,0.065567268349462,
Os01g0933900,['misc.glutathione S transferases'],LOC_Os01g70770,1.77778179017727,8.17E-08,Up,1.64632371747564,4.13E-07,Up,1.53114629601472,2.30E-06,Up,1.80249292296407,1.61E-08,Up
Os01g0934000,['protein.degradation.autophagy'],LOC_Os01g70780,0.052591250703386,0.889358487247578,,0.8429555386025,0.00040633025507,,1.27578713771623,1.30E-08,Up,1.55568625059913,1.86E-12,Up
Os01g0934200,['transport.metabolite transporters at the mitochondrial membrane'],LOC_Os01g70800,-0.04924436373754,0.932085013790205,,-0.508062296833899,0.251283239650263,,-0.480838400213994,0.274809590489152,,-0.298701660552612,0.528126097847,
Os01g0934350,NA,LOC_Os01g70820,1.57121150125642,0.037273534483745,Up,-0.282392703703906,0.789138914255338,,-0.47935296166575,0.623259073633306,,1.37344754464772,0.061797869167958,
Os01g0934400,['PS.lightreaction.photosystem II.PSII polypeptide subunits'],LOC_Os01g70820,1.19621251981374,0.057686472939436,,-0.796400905223883,0.232337579327459,,-0.386879542694231,0.611578699815946,,1.21309470181949,0.042686736243569,Up
Os01g0934500,NA,None,-0.687982657411852,0.092658668935901,,-0.549770037820485,0.17626032509785,,-0.323485551655623,0.461275893561628,,-0.336192225920452,0.436902791534068,
Os01g0935300,['not assigned.unknown'],LOC_Os01g70920,-1.10508799121964,0.165206178345342,,-0.291107128729652,0.738533486012187,,0.140333761043062,0.876860849267595,,-0.076111638741511,0.938484311086728,
Os01g0935400,['hormone metabolism.ethylene.synthesis-degradation'],LOC_Os01g70930,-1.51104868523617,0.129342656741317,,-0.826728043799173,0.40699460016816,,-1.51807944604397,0.09601966471689,,-1.89107797373577,0.047818329792674,Down
Os01g0935500,['transport.potassium'],LOC_Os01g70940,-1.64132379726684,1.95E-08,Down,0.04271025728991,0.923226662143004,,-0.103206860875124,0.80533238115957,,-0.21186592551148,0.558512986211905,
Os01g0935600,['not assigned.unknown'],LOC_Os01g70950,0.55651308930537,0.100486440236972,,0.542828355040502,0.101155805092163,,0.696730471240189,0.025579388965377,,0.676534821806095,0.030222314614436,
Os01g0935900,['not assigned.unknown'],LOC_Os01g70980,-0.04162611763765,0.895260403784701,,0.551444531452642,0.008207892440914,,0.689548167824357,0.000542677295531,,0.673374070592077,0.000757837572453,
Os01g0936100,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g71000,1.57938711938951,1.64E-10,Up,0.289850736766631,0.359599224017554,,0.70606456668897,0.007369913868772,,1.20756784133697,8.97E-07,Up
Os01g0936200,['lipid metabolism.lipid degradation.lipases'],LOC_Os01g71010,0.319069165152442,0.189063474536618,,1.22383120257462,2.08E-10,Up,1.34307653555296,1.36E-12,Up,1.60707619836092,9.14E-18,Up
Os01g0936800,['cell.vesicle transport'],LOC_Os01g71050,0.35991632821117,0.427168882555667,,-1.0149957849802,0.006808040346588,Down,-1.21743578472799,0.000790793108213,Down,-1.23636551379545,0.000650999449487,Down
Os01g0937100,['protein.degradation.aspartate protease'],LOC_Os01g71090,1.0717836903126,0.528911463704974,,-0.279052870397296,0.892500747040602,,-0.512166611491649,0.797193253195105,,-0.348533058453828,0.864038257565111,
Os01g0937200,['protein.degradation.aspartate protease'],LOC_Os01g71094,-0.372721450359181,0.577941146379303,,-1.23476466886936,0.029478951416045,Down,-1.22552277638205,0.025064527949339,Down,-1.44649916093059,0.01135685171829,Down
Os01g0937300,['not assigned.unknown'],LOC_Os01g71100,-0.424356850325093,0.160241299366257,,-0.709606473160174,0.008462692137111,,-1.14086085554493,8.46E-06,Down,-1.26943392662544,1.71E-06,Down
Os01g0937400,['stress.biotic.PR-proteins'],"LOC_Os01g71106, LOC_Os01g71114",-0.665722473785317,0.011174667705366,,-1.2633682680266,1.07E-07,Down,-1.280587608815,4.78E-08,Down,-1.39892987251698,2.88E-09,Down
Os01g0938100,['PS.lightreaction.photosystem II.PSII polypeptide subunits'],LOC_Os01g71190,-1.7542028778919,0.004946566198604,Down,-4.15741148085284,5.70E-13,Down,-5.41547378428434,6.19E-20,Down,-5.08851144466557,9.70E-18,Down
Os01g0938200,['RNA.RNA binding'],LOC_Os01g71200,0.293680412790112,0.646685965574472,,1.40493879573978,0.00307519972612,Up,0.928697139069777,0.065342825903305,,0.557107022672635,0.313889314892331,
Os01g0938400,['not assigned.unknown'],LOC_Os01g71210,-2.24116006184439,0.106609487263684,,-1.89851265049734,0.144570608446829,,-1.6559994828417,0.189348949600227,,-3.09824447136616,0.030518065596348,Down
Os01g0938600,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g71220,-1.61547700637743,0.002408276232904,Down,-0.869234695165458,0.117105949717613,,-1.04199779627164,0.04912800857923,Down,-0.729907615159497,0.192704110469493,
Os01g0938900,['protein.synthesis.elongation'],LOC_Os01g71230,-0.713978421626144,0.040130536446735,,0.131529763889662,0.769120599313404,,0.279821433711365,0.47626930494885,,0.241243228703765,0.541361081160059,
Os01g0939200,['not assigned.unknown'],LOC_Os01g71250,-0.509654333736924,0.43407565564601,,-0.788667770297769,0.183849011270646,,-1.35585827810352,0.013527470070892,Down,-1.14480488930139,0.045638629506949,Down
Os01g0939600,['lipid metabolism.glyceral metabolism.Glycerol-3-phosphate dehydrogenase (NAD+)'],LOC_Os01g71280,-0.146546412298009,0.880672564954132,,0.248018437581819,0.783729912875704,,-0.092455315083863,0.923423568418582,,-0.468616368122095,0.569363560006013,
Os01g0939700,['not assigned.unknown'],LOC_Os01g71300,-0.221096919171099,0.555656321821614,,-0.191536781150266,0.614749861563269,,0.111269558939908,0.786353639407332,,-0.422164718458613,0.191497233540953,
Os01g0940000,['hormone metabolism.cytokinin.synthesis-degradation'],LOC_Os01g71310,1.06985805113017,0.001270581718483,Up,1.1770191444081,0.000201968725809,Up,1.82741147643381,1.09E-09,Up,2.40228455256793,2.87E-16,Up
Os01g0940100,['major CHO metabolism.degradation.sucrose.hexokinase'],LOC_Os01g71320,1.78574059803606,0.00020718843069,Up,-2.13599725081898,1.36E-05,Down,-2.56755930487906,1.19E-07,Down,-2.28132120485999,3.15E-06,Down
Os01g0940600,['not assigned.unknown'],LOC_Os01g71330,-1.90541430771873,1.29E-05,Down,-2.22688119958919,1.48E-07,Down,-3.03355837159456,7.48E-12,Down,-2.68671361452224,2.66E-09,Down
Os01g0940700,"['misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase']",LOC_Os01g71340,-0.256280016136027,0.819599507611012,,-0.133925724947037,0.91173174805909,,1.51431577071833,0.066176601679636,,3.37473687046243,4.01E-06,Up
Os01g0940800,"['misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase']",LOC_Os01g71350,-0.157422528603256,0.887405587046562,,-0.221931083119124,0.836014483247363,,0.170637773722863,0.877296727618215,,0.474182204230476,0.613487861208749,
Os01g0942900,['not assigned.unknown'],LOC_Os01g71540,0.217487168371692,0.729779402688225,,0.934460230240215,0.047408621800657,,1.24851907100929,0.004579384659197,Up,0.881441026205625,0.060594255706011,
Os01g0943800,['not assigned.unknown'],LOC_Os01g71590,0.459742775132689,0.293206607246721,,0.606561393760706,0.127229664126906,,0.936522781634681,0.008613095401586,,0.775149225260154,0.037768268890551,
Os01g0944000,['not assigned.unknown'],LOC_Os01g71620,-0.499530648083456,0.052193121814695,,-1.62750537435088,1.49E-13,Down,-1.41337305579544,1.14E-10,Down,-0.724001982598758,0.001761067986407,
Os01g0944100,['not assigned.unknown'],LOC_Os01g71624,2.94170090626477,9.42E-27,Up,3.42383540961681,1.67E-36,Up,4.66029431181405,5.73E-68,Up,5.37057178697132,1.90E-90,Up
Os01g0944700,"['misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase']",LOC_Os01g71670,1.23879391359533,0.010559495986092,Up,2.92522684696392,7.75E-13,Up,3.98551699336197,8.17E-24,Up,4.51171230469067,1.56E-30,Up
Os01g0944900,NA,LOC_Os01g71690,3.26913411516528,8.50E-08,Up,4.20525332080167,3.94E-13,Up,4.36263396342144,2.79E-14,Up,4.90794398360669,5.17E-18,Up
Os01g0945001,"['misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase']",LOC_Os01g71690,0.391348071719999,0.561688337765755,,1.33553991106366,0.008535968204017,Up,1.12461975752779,0.029792910468481,Up,1.15334548608931,0.025626264042527,Up
Os01g0945800,['RNA.RNA binding'],LOC_Os01g71770,0.474432915432434,0.151545968855915,,0.827945180897403,0.004596719694393,,0.846866765952372,0.003315234512273,,0.795091014414314,0.006047020381451,
Os01g0946200,"['RNA.regulation of transcription.NAC domain transcription factor family', 'development.unspecified']",LOC_Os01g71790,0.394699642779054,0.697965921022885,,-1.02560930880169,0.266773980133005,,-1.72677175869824,0.044989866453106,Down,-1.38607995721972,0.121858442579122,
Os01g0946700,"['misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase']",LOC_Os01g71830,2.09115639646347,0.048837905371412,Up,4.53234796867903,5.55E-08,Up,4.80373326724859,4.53E-09,Up,5.46710243461246,1.22E-11,Up
Os01g0947000,"['misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase']",LOC_Os01g71860,4.17744414738879,0.042248038971639,Up,6.04648799281033,0.000703798637586,Up,5.23784792938568,0.003974064733084,Up,6.45723556566607,0.000205118212145,Up
Os01g0947700,"['misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase']",LOC_Os01g71930,-0.332245236778424,0.650937717267724,,-0.38766111141962,0.587924953301591,,-0.335281717218295,0.64314016784487,,-0.423553709938358,0.535997204738646,
Os01g0948100,['DNA.synthesis/chromatin structure'],LOC_Os01g71960,-0.200601705606244,0.681479822735913,,0.722121633818068,0.048905733975083,,0.750318261353668,0.035936875170857,,0.655595734032912,0.075414590434842,
Os01g0948200,"['RNA.regulation of transcription.GRAS transcription factor family', 'development.unspecified']",LOC_Os01g71970,1.12862094156064,0.032972329983417,Up,1.8967713699087,5.66E-05,Up,2.53069620745566,2.37E-08,Up,2.77162339018413,6.49E-10,Up
Os01g0948500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g72000,0.876463551643699,0.177476874603723,,0.608141527081032,0.373477385401691,,0.273669140245475,0.728897004944368,,1.18724773140499,0.043335292647545,Up
Os01g0948600,['not assigned.unknown'],LOC_Os01g72009,1.8236122327541,2.86E-11,Up,2.51448064961796,1.71E-21,Up,3.23390347110942,1.41E-35,Up,4.25189019109443,1.71E-61,Up
Os01g0948900,['cell.organisation'],LOC_Os01g72020,-0.822089637759852,0.241287720615566,,-1.02934733157557,0.115963459528104,,-1.39310500043693,0.024977119828594,Down,-1.27818979629028,0.048976683106244,Down
Os01g0949060,['not assigned.unknown'],LOC_Os01g72049,-1.66136673839914,0.009459774221857,Down,-0.029419109745857,0.972136763059535,,0.216219732558203,0.767523535824843,,0.148964241560079,0.843805340215496,
Os01g0949400,['PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase'],LOC_Os01g72090,-0.445571504772193,0.242152936911881,,-0.55640756016556,0.115602175118797,,-0.641787585140227,0.057376004889576,,-0.681703244711209,0.045522905222333,
Os01g0949700,['misc.glutathione S transferases'],LOC_Os01g72120,0.608543265961836,0.495975448892417,,0.966836383152465,0.22650223753894,,0.883047391222102,0.271053547445703,,1.82348334587148,0.008238407344235,Up
Os01g0949750,['misc.glutathione S transferases'],LOC_Os01g72130,0.795175247515283,0.375415141864976,,0.925261461612708,0.279534566583898,,1.64385559188682,0.028621379301306,Up,2.85985751402997,3.38E-05,Up
Os01g0950800,['not assigned.unknown'],LOC_Os01g72200,-0.697327065959153,0.059364748238439,,-0.373379367216228,0.339518529508007,,-0.516680691116846,0.152191866139791,,-0.788287991009445,0.022007703796038,
Os01g0950900,['stress.abiotic.drought/salt'],LOC_Os01g72210,0.181969871801338,0.792691753288574,,1.87388940098771,8.85E-06,Up,2.71569580877369,7.93E-12,Up,2.81090776523605,1.37E-12,Up
Os01g0951100,['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g72230,-1.31343022302788,0.103172026677967,,-1.95623041835174,0.008289162016833,Down,-2.50883649718447,0.000502788492385,Down,-3.35066995079675,9.41E-06,Down
Os01g0951200,['nucleotide metabolism.synthesis.pyrimidine.orotate phosphoribosyltransferase'],LOC_Os01g72240,-1.71727927785706,0.004725796822355,Down,-0.404434346781595,0.574259940010108,,0.291417301322029,0.695220324794617,,0.709370954837272,0.250054453000551,
Os01g0951400,['nucleotide metabolism.synthesis.pyrimidine.orotate phosphoribosyltransferase'],LOC_Os01g72250,-1.08935232493121,0.034555888860846,Down,0.692022522871554,0.150308313712783,,1.21190974974531,0.004261362536159,Up,1.19828665621499,0.004801480642081,Up
Os01g0951500,['misc.cytochrome P450'],LOC_Os01g72260,-1.27586955430559,0.006948257003365,Down,-1.6403829910357,0.000227129671138,Down,-1.71221692939857,8.62E-05,Down,-1.90773312508901,1.67E-05,Down
Os01g0952100,['stress.abiotic.unspecified'],LOC_Os01g72300,-0.063599392932153,0.958121639767745,,-0.088227324306134,0.939325179094285,,0.168273496840846,0.877815585347732,,1.1783162840974,0.126499397188957,
Os01g0952500,['RNA.regulation of transcription.ARR'],LOC_Os01g72330,-0.648909091862799,0.224288298841727,,0.083389830261099,0.904755908404643,,-0.033209175572445,0.961136039264087,,0.179714935531713,0.774773832823292,
Os01g0952600,"['misc.gluco-, galacto- and mannosidases']",LOC_Os01g72340,-0.805458743607179,0.039002822429189,,1.7699008380437,1.44E-07,Up,2.22734566499768,1.15E-11,Up,2.01119396860793,1.02E-09,Up
Os01g0952700,['signalling.light'],LOC_Os01g72350,1.16110268156444,6.71E-05,Up,0.701443075359871,0.02194679887285,,0.727082504486339,0.014824863981553,,0.925770817857627,0.001312350547727,
Os01g0953100,['not assigned.unknown'],LOC_Os01g72380,0.844594484895634,0.359337798446253,,-1.00189313515216,0.327903600307645,,-1.31352221312018,0.173545416882099,,-1.25183466028516,0.220265936998307,
Os01g0953400,['stress.biotic.PR-proteins'],LOC_Os01g72410,-0.785106751908568,0.191097840016079,,-0.182147404069485,0.797658264811624,,0.075807376726953,0.918403808016294,,-0.499838613806878,0.407818423379393,
Os01g0953500,['stress.abiotic.cold'],LOC_Os01g72420,-0.383049394161991,0.495026739813197,,-0.886957574775106,0.064447894177082,,-0.105025721975765,0.872111493416359,,0.390915256835298,0.454151005344851,
Os01g0953600,['not assigned.unknown'],LOC_Os01g72430,0.371612993636697,0.247572915126258,,0.500003720461116,0.090050409738307,,0.695685076630038,0.011084412487368,,0.812600132165416,0.002321764735809,
Os01g0954000,['not assigned.unknown'],LOC_Os01g72460,2.62447838867771,9.73E-08,Up,1.52270200756511,0.003038126714714,Up,1.45647504715205,0.004449423871028,Up,1.96271999250004,6.20E-05,Up
Os01g0954400,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g72480,-0.055627817219724,0.918278582070861,,-1.29801623880401,0.000291912813665,Down,-1.35593667367753,0.000118889783491,Down,-1.28424264842257,0.000294957434534,Down
Os01g0954500,['development.unspecified'],LOC_Os01g72490,1.88921362322024,2.51E-05,Up,3.08062533918541,8.03E-14,Up,3.64127642925886,2.39E-19,Up,4.04163092031693,8.45E-24,Up
Os01g0955000,['lipid metabolism.lipid degradation.lysophospholipases'],LOC_Os01g72520,3.60223409743031,3.58E-14,Up,2.67687531027601,2.61E-08,Up,1.97592194047126,6.01E-05,Up,1.69125489673892,0.000734728024296,Up
Os01g0955700,['not assigned.unknown'],LOC_Os01g72570,0.469789609647615,0.451440261549435,,1.37728846313073,0.00627324762774,Up,1.95538665395334,4.23E-05,Up,2.31867772494514,7.02E-07,Up
Os01g0956075,['not assigned.unknown'],LOC_Os01g72600,1.11499646155458,0.195225441751663,,1.03634643460496,0.222498966169666,,1.22258350784645,0.1272190079956,,1.3057102361832,0.099074589560169,
Os01g0956200,['not assigned.unknown'],LOC_Os01g72610,2.77147944409885,1.76E-07,Up,2.26225115148896,2.28E-05,Up,2.98951078530558,2.67E-09,Up,3.26291402860043,5.91E-11,Up
Os01g0957000,['Co-factor and vitamine metabolism'],LOC_Os01g72690,-0.31406681800806,0.339663773489692,,-0.010743336186882,0.980442770586612,,0.289598394522504,0.365256965731328,,0.430994946654276,0.141488001172157,
Os01g0957900,['RNA.regulation of transcription.unclassified'],LOC_Os01g72780,-0.791855844127813,0.226833047889446,,-0.078062105356961,0.926717975093252,,0.151107412040595,0.853964412124527,,0.376812855977361,0.586535417071636,
Os01g0958100,['protein.targeting.chloroplast'],LOC_Os01g72800,-0.854129961083253,0.000716937854814,,-2.16905827109676,3.77E-20,Down,-2.67981808588875,9.26E-30,Down,-2.86930833695105,6.02E-32,Down
Os01g0958500,['RNA.RNA binding'],LOC_Os01g72834,0.044538156864703,0.893675610239934,,0.315190395622534,0.19574931905494,,0.66237422570706,0.00133458938017,,1.06669778562978,4.70E-08,Up
Os01g0958700,['cell.cell death.plants'],LOC_Os01g72860,0.790169785524995,0.002467912412014,,0.816177331989435,0.001173229701432,,1.34298375902567,1.30E-08,Up,1.96205494640684,1.40E-17,Up
Os01g0958800,['not assigned.unknown'],LOC_Os01g72870,-1.31646490800695,0.000243056688435,Down,-1.49155569658122,1.31E-05,Down,-1.33278718626847,8.53E-05,Down,-1.18013917139237,0.000610867744509,Down
Os01g0958900,['DNA.repair'],LOC_Os01g72880,-1.4633766342958,0.085181664138981,,-0.604305531567131,0.487303559458807,,-0.683636474720533,0.412020759679712,,-0.730537568680105,0.381211065343893,
Os01g0959100,['not assigned.unknown'],LOC_Os01g72900,1.20951113591005,0.022751030399711,Up,2.31646710845798,5.18E-07,Up,2.05156164055453,9.66E-06,Up,2.72475214705125,1.33E-09,Up
Os01g0959200,['not assigned.unknown'],LOC_Os01g72910,0.657993391924027,0.413747317376141,,1.6395047583742,0.013290632585007,Up,1.45474406148441,0.029532710975858,Up,2.24956155596747,0.000301958769382,Up
Os01g0959750,NA,None,-1.11426214494479,0.059800097445599,,-1.12253522489194,0.045165194710476,Down,-0.996265715856632,0.071227495202205,,-0.493504813134563,0.422807513055144,
Os01g0959800,['lipid metabolism.Phospholipid synthesis.phosphatidylserine decarboxylase'],LOC_Os01g72940,0.931179918806737,0.019468879251427,,0.234681852377332,0.641500542916823,,-0.072057749345705,0.899825728384335,,0.419294503546926,0.337515773520457,
Os01g0959900,['PS.lightreaction.NADH DH'],LOC_Os01g72950,-0.69710011654677,0.203781710261704,,-2.01652225084298,1.13E-05,Down,-2.63999087831747,3.99E-09,Down,-1.96422167255356,1.60E-05,Down
Os01g0960000,['not assigned.unknown'],LOC_Os01g72960,0.313311966191582,0.420642557684262,,0.452719624038448,0.194345904922746,,0.252035130820663,0.51680427294081,,0.816745312483933,0.007351979389113,
Os01g0960200,['RNA.regulation of transcription.bZIP transcription factor family'],LOC_Os01g72970,1.56639236750325,0.001425620439795,Up,1.99531798275224,7.61E-06,Up,2.79650052829142,2.10E-11,Up,4.11999539735044,1.27E-24,Up
Os01g0960300,['signalling.in sugar and nutrient physiology'],LOC_Os01g72980,-0.788842064159413,0.001776807808669,,-1.29846953039297,2.66E-08,Down,-1.57135325715295,7.10E-12,Down,-2.03358266357679,2.07E-18,Down
Os01g0960500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g73000,-1.32191039529094,1.22E-05,Down,0.185243067495754,0.652227422708612,,0.460361654890726,0.175121628153361,,0.474569153406275,0.156520880198203,
Os01g0960800,NA,None,1.51199640899113,7.90E-05,Up,1.73534541283269,1.87E-06,Up,1.38197701740349,0.000193736770172,Up,1.14472880192541,0.002711857448433,Up
Os01g0961200,['not assigned.unknown'],LOC_Os01g73040,-0.517116569051493,0.217527684320474,,0.746694418777203,0.03149699260355,,1.07178939549011,0.000805407948549,Up,1.7231640529491,1.11E-08,Up
Os01g0961600,['not assigned.unknown'],LOC_Os01g73080,-0.322534223181004,0.397172034953819,,-0.068050617001097,0.881530317702798,,-0.01306824779427,0.977879636645544,,0.0328154677944,0.945394126142256,
Os01g0962100,['not assigned.unknown'],LOC_Os01g73110,3.79960374644598,1.26E-07,Up,6.06636425075386,4.84E-19,Up,5.69945617606818,4.54E-17,Up,4.77333167303007,2.88E-12,Up
Os01g0962200,['not assigned.unknown'],LOC_Os01g73120,-0.455929717753643,0.175049258089204,,1.03679990482045,0.000102678964661,Up,1.13993147044427,1.22E-05,Up,1.45203337802775,1.12E-08,Up
Os01g0962400,['protein.degradation.ubiquitin'],LOC_Os01g73140,-0.096333021910145,0.808492837344152,,0.289760147629585,0.379922846377681,,0.549651054487977,0.053744085886345,,0.836824919960996,0.001615459392255,
Os01g0962600,['protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S10'],LOC_Os01g73160,-0.664638366475724,0.497478390262175,,-0.110658312436559,0.921903902247049,,-0.194661762259988,0.85901857459512,,0.08456414418613,0.941044734874994,
Os01g0962700,['misc.peroxidases'],LOC_Os01g73170,-0.391026297546392,0.411933381686402,,1.13495998258084,0.003009959439653,Up,1.91202501087053,8.85E-08,Up,1.82453680764844,3.29E-07,Up
Os01g0963000,['misc.peroxidases'],LOC_Os01g73200,1.53320974746649,0.005237045827098,Up,-0.14034064754446,0.860188699536707,,0.059604242903251,0.941616577725579,,0.898965660968656,0.117677328377275,
Os01g0963400,['redox.thioredoxin'],LOC_Os01g73234,-0.804831436060825,0.004484158613,,-0.915495425793451,0.000641916066394,,-1.15692219025285,8.23E-06,Down,-1.43747290571152,3.07E-08,Down
Os01g0963600,['not assigned.unknown'],LOC_Os01g73250,-1.40374573177418,0.123114629685963,,-1.98073458088964,0.017759021214641,Down,-2.00876484917811,0.014868065141627,Down,-2.17814034970762,0.007197168387839,Down
Os01g0964000,['cell.vesicle transport'],LOC_Os01g73300,0.760475306541974,0.13255614989158,,1.2113088907076,0.006763234495081,Up,1.02497530045881,0.024428644085275,Up,1.2142376377863,0.00595966106646,Up
Os01g0964133,['cell.organisation'],LOC_Os01g73310,-1.35335085653829,0.018124018934149,Down,-2.46072889075864,1.37E-05,Down,-2.2077254570097,3.59E-05,Down,-1.76064593296301,0.001185360747683,Down
Os01g0964800,['cell.division'],LOC_Os01g73410,-0.21186202499993,0.608923339378818,,-0.201790243245759,0.62757161354681,,-0.218982803055785,0.589187746416789,,-0.313130123137191,0.401953202237854,
Os01g0964900,['transport.metabolite transporters at the mitochondrial membrane'],LOC_Os01g73420,-1.23256623831236,0.012609737078789,Down,-0.845212059645531,0.080053355752919,,-1.13256917861679,0.013069927917473,Down,-1.36088447005417,0.003492943331252,Down
Os01g0965000,['RNA.transcription'],LOC_Os01g73430,-0.859816760800123,0.07124933380561,,-1.56055368173598,0.000395584787024,Down,-1.81326802548918,2.49E-05,Down,-1.23218669933133,0.005140621888008,Down
Os01g0965900,['not assigned.unknown'],LOC_Os01g73500,0.048692409772528,0.951868487809061,,-0.239872538238332,0.732734804855812,,-0.272045863642544,0.692760574605204,,-0.641721492591494,0.268622982804363,
Os01g0966100,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g73530,1.01477398627595,0.000105087067431,Up,1.20114568908562,1.36E-06,Up,1.66635422858782,3.73E-12,Up,2.349650668064,1.52E-23,Up
Os01g0966200,['PS.lightreaction.cytochrome b6/f'],LOC_Os01g73540,-1.64877270983458,0.001911965533064,Down,-1.17801541857407,0.023603854246777,Down,-2.17093948130551,1.17E-05,Down,-1.92861596364713,0.000127141791349,Down
Os01g0966300,['protein.targeting.mitochondria'],LOC_Os01g73550,-1.19118026626225,0.023130005749499,Down,-0.526906039655645,0.354331917019389,,0.016932605636132,0.981625489268676,,0.21200504744222,0.737899815280379,
Os01g0966700,['major CHO metabolism.degradation.sucrose.invertases.cell wall'],LOC_Os01g73580,-1.41240908017485,0.002140634055481,Down,-1.12188135019086,0.010317612662466,Down,-1.29776437883402,0.002136621995562,Down,-2.00144258716414,8.62E-06,Down
Os01g0967900,['protein.degradation.aspartate protease'],LOC_Os01g73680,-0.682669418244632,0.031817689956291,,-1.44181789585238,4.29E-07,Down,-1.13757911733018,6.08E-05,Down,-1.0341178301441,0.000327582689203,Down
Os01g0968600,['protein.degradation.ubiquitin.E3.SCF.FBOX'],LOC_Os01g73750,-0.310527743781456,0.383789753604427,,0.028318535159807,0.948932298439201,,-0.054637813051922,0.898781187225868,,0.239088019392422,0.489034081949574,
Os01g0969000,['not assigned.unknown'],LOC_Os01g73780,-0.449747216947103,0.477914506817785,,-1.29180162949592,0.018559558978818,Down,-1.12637933350573,0.034275116468547,Down,-0.285609990008058,0.659436688152702,
Os01g0969100,['cell wall.precursor synthesis.AXS'],LOC_Os01g73790,0.304936759669636,0.575644928825801,,-0.886591073584592,0.051577192555808,,-0.83199141610253,0.065523340573414,,-0.530599055205511,0.276012337301683,
Os01g0969200,['not assigned.unknown'],LOC_Os01g73800,-0.488100737470123,0.413459889523006,,0.332019034304586,0.582494441295335,,0.074622508991394,0.915570715411276,,-0.007116913666018,0.992263561909935,
Os01g0970400,['protein.synthesis.initiation'],LOC_Os01g73880,0.610700890566059,0.072311344718227,,0.805302238319559,0.009935942566621,,0.838878063296894,0.00626615135602,,0.809878675399657,0.008488375337534,
Os01g0970600,['DNA.synthesis/chromatin structure'],LOC_Os01g73900,-0.198144048899134,0.555692392632675,,-1.20338189088947,1.69E-06,Down,-1.09923298429804,1.08E-05,Down,-1.30775797682383,1.41E-07,Down
Os01g0970700,['protein.degradation'],LOC_Os01g73910,-0.64761540013364,0.010592440607808,,-0.362037285685883,0.182586858657209,,-0.359806439709004,0.17940519860465,,-0.860021888977763,0.000221156139729,
Os01g0970900,"['RNA.regulation of transcription', 'development.unspecified']",LOC_Os01g73950,-1.08149055626823,0.141773322876822,,-0.247465799828497,0.769204247665216,,0.281392098241993,0.72502650769885,,0.773926284632145,0.230059733357411,
