Gene,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
Os01g0702500,['stress.abiotic.heat'],LOC_Os01g50700,0.602283859,0.999997499,,2.509443657,0.00054687,Up,3.888133755,2.34E-09,Up,5.606673549,2.22E-21,Up,6.763552991,1.12E-27,Up
Os01g0702700,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g50720,0.839832916,NA,,-0.44282022,0.714478596,,-2.65146228,0.003308752,Down,-5.224248882,1.04E-05,Down,-5.063192617,0.000782418,Down
Os01g0703400,['secondary metabolism.isoprenoids.mevalonate pathway.farnesyl pyrophosphate synthetase'],LOC_Os01g50760,0.120488578,0.999997499,,-0.259326842,0.667047646,,-1.422240189,2.25E-05,Down,-1.990804949,1.28E-11,Down,-1.653667085,4.65E-07,Down
Os01g0704200,['not assigned.unknown'],LOC_Os01g50830,0.157959519,0.999997499,,-0.057792928,0.953694682,,-0.637330835,0.154829704,,-1.257764589,0.000697602,Down,-2.661683464,5.79E-07,Down
Os01g0704300,['protein.degradation.ubiquitin.E3.SCF.FBOX'],LOC_Os01g50840,-0.625258426,0.999997499,,0.415449605,0.672384128,,-0.250095207,0.718050308,,-0.232546436,0.693506886,,-2.830178858,5.37E-06,Down
Os01g0704400,['not assigned.unknown'],LOC_Os01g50849,0.222128904,0.999997499,,0.466589249,0.439340646,,-1.2648817,0.002616002,Down,-1.205324306,0.000995743,Down,-3.047714366,2.41E-11,Down
Os01g0704700,['transport.unspecified anions'],LOC_Os01g50860,-0.029148879,0.999997499,,-0.510965034,0.19358308,,-1.338340531,8.22E-06,Down,-1.547126375,4.48E-09,Down,-2.802444509,3.28E-19,Down
Os01g0705300,['not assigned.unknown'],LOC_Os01g50930,0.028751303,0.999997499,,-0.748253135,0.202374258,,-1.776570089,8.52E-05,Down,-1.851355581,3.05E-06,Down,-1.852237527,3.80E-05,Down
Os01g0705700,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os01g50940,0.040412092,NA,,2.110909677,0.032977669,Up,1.081406446,0.277689023,,0.871461659,0.321375842,,1.02579667,0.28790906,
Os01g0706100,['not assigned.unknown'],LOC_Os01g50970,-0.451653234,NA,,-1.627194486,NA,,-2.273165928,0.127656277,,-3.183740702,0.014848899,Down,-4.128632304,0.023584334,Down
Os01g0706400,['not assigned.unknown'],LOC_Os01g51010,0.018081952,0.999997499,,0.748993663,0.096183257,,0.830851291,0.029885859,,0.862957535,0.009854805,,1.304007659,0.000269245,Up
Os01g0706500,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L28'],LOC_Os01g51020,0.908233687,NA,,-0.447096866,0.742343234,,0.222312713,0.80793434,,-0.455194635,0.541034725,,-0.179056096,0.839177012,
Os01g0706600,['not assigned.unknown'],LOC_Os01g51030,0.548267594,0.999997499,,2.228784888,0.006620955,Up,5.289534882,1.08E-14,Up,6.35328338,6.63E-24,Up,6.592952132,6.09E-23,Up
Os01g0706700,['not assigned.unknown'],LOC_Os01g51040,-0.183911398,0.999997499,,-1.2507109,0.01000935,Down,-0.193817872,0.722590092,,-1.255743825,0.001723405,Down,-0.714925901,0.124420915,
Os01g0706900,['hormone metabolism.auxin.synthesis-degradation'],LOC_Os01g51060,0.036649376,0.999997499,,0.036588682,0.989349635,,-0.5916626,0.554133009,,-0.489500255,0.565503562,,0.217302138,0.822672347,
Os01g0707300,['cell.vesicle transport'],LOC_Os01g51120,0.039321013,0.999997499,,0.03412053,0.957349062,,0.681612232,0.006157958,,1.056805579,6.72E-07,Up,1.357842473,4.62E-09,Up
Os01g0707500,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os01g51140,0.171028383,0.999997499,,1.4349636,0.099390442,,2.169494021,0.002245012,Up,0.24725696,0.747676556,,0.24406911,0.771873829,
Os01g0708300,['not assigned.unknown'],LOC_Os01g51190,-0.331740209,0.999997499,,-0.207661976,0.711196769,,1.095145281,0.0001579,Up,1.216387257,1.89E-06,Up,1.25349645,1.01E-05,Up
Os01g0708350,NA,None,0.11476466,0.999997499,,0.330143953,0.447254878,,1.985320674,2.01E-13,Up,1.66234604,1.03E-11,Up,1.854146715,4.47E-12,Up
Os01g0708400,['protein.postranslational modification'],LOC_Os01g51200,-0.214141328,0.999997499,,0.443546799,0.18518279,,1.890926054,1.20E-15,Up,2.134244223,7.41E-24,Up,2.456095267,1.70E-26,Up
Os01g0708500,['amino acid metabolism.degradation.aspartate family.lysine'],LOC_Os01g51210,-0.256205835,0.999997499,,0.635031382,0.434127695,,3.109624498,7.47E-10,Up,2.481672024,6.96E-08,Up,2.691519391,8.98E-08,Up
Os01g0708900,['transport.metabolite transporters at the mitochondrial membrane'],LOC_Os01g51250,0.102779455,0.999997499,,1.810062858,1.31E-05,Up,2.891553104,3.01E-13,Up,3.280102546,3.89E-20,Up,3.704386257,1.01E-21,Up
Os01g0709400,['misc.acid and other phosphatases'],LOC_Os01g51280,0.105075931,0.999997499,,0.720392927,0.025641411,,1.226174508,9.72E-06,Up,1.452046613,2.82E-09,Up,1.959158363,1.42E-13,Up
Os01g0709500,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g51290,-0.036470556,0.999997499,,-0.174868562,0.699128425,,-0.114787549,0.71049735,,-0.637237569,0.004817462,,-0.761960352,0.002184526,
Os01g0709750,NA,None,0.465392714,NA,,-0.358547908,0.876721338,,-0.030647261,0.982671539,,-0.05173249,0.964257899,,0.161614356,0.898761899,
Os01g0710700,['lipid metabolism.lipid degradation.lipases.triacylglycerol lipase'],LOC_Os01g51360,0.098497081,0.999997499,,-0.329389659,0.585774051,,-2.715268257,5.38E-14,Down,-3.318921411,8.25E-25,Down,-3.221682674,1.65E-18,Down
Os01g0710800,['not assigned.unknown'],LOC_Os01g51370,0.214894239,0.999997499,,-0.247653592,0.711865089,,-1.021228494,0.008383207,Down,-0.91645673,0.006458423,,-1.545891933,6.50E-05,Down
Os01g0711000,['mitochondrial electron transport / ATP synthesis.F1-ATPase'],LOC_Os01g51380,0.23399742,0.999997499,,1.071009675,0.120546556,,2.849989086,6.86E-08,Up,2.577898472,6.34E-08,Up,3.358920493,7.32E-11,Up
Os01g0711100,['protein.targeting.mitochondria'],LOC_Os01g51390,0.252206975,0.999997499,,1.18325882,1.44E-05,Up,2.395652253,1.38E-20,Up,2.234993292,1.13E-21,Up,2.255517559,1.42E-18,Up
Os01g0711400,['amino acid metabolism.degradation.serine-glycine-cysteine group.glycine'],LOC_Os01g51410,-0.39195373,0.999997499,,-0.976214255,0.424043016,,-3.539955049,8.86E-06,Down,-4.170574944,3.09E-09,Down,-3.352784297,1.97E-05,Down
Os01g0711500,['signalling.calcium'],LOC_Os01g51420,-0.418865599,0.999997499,,1.026747063,0.17475354,,2.911832027,2.36E-07,Up,2.24591234,1.10E-05,Up,1.875641104,0.001023685,Up
Os01g0711600,['not assigned.unknown'],LOC_Os01g51430,-0.178402244,0.999997499,,1.257471919,0.004194901,Up,2.484620086,1.83E-10,Up,2.085342764,4.04E-09,Up,2.074340153,1.12E-07,Up
Os01g0712700,['nucleotide metabolism.degradation'],LOC_Os01g51540,-0.053091988,0.999997499,,-0.424000883,0.588891982,,1.601649755,0.000572009,Up,1.135210988,0.007402381,Up,1.144484131,0.014546962,Up
Os01g0715000,['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g51710,-0.152321255,0.999997499,,-0.543647863,0.089814351,,-0.956410664,0.000486508,,-1.238732226,1.65E-07,Down,-1.342548605,1.32E-06,Down
Os01g0715400,['major CHO metabolism.degradation.starch.starch cleavage.alpha amylase'],LOC_Os01g51754,-0.141022944,0.999997499,,-0.745941001,0.049243588,,0.090030982,0.831843527,,0.365564551,0.241685393,,0.128917764,0.728907832,
Os01g0715800,['not assigned.unknown'],LOC_Os01g51800,0.04175182,0.999997499,,-0.334753805,0.501044216,,0.817039359,0.009685657,,1.036242723,0.000136733,Up,1.383912917,2.64E-06,Up
Os01g0716200,['signalling.calcium'],LOC_Os01g51840,-0.448707829,0.999997499,,0.02867172,0.98898401,,-4.717398589,2.10E-09,Down,-6.029716658,9.53E-15,Down,-6.30453962,7.77E-09,Down
Os01g0716400,['secondary metabolism.isoprenoids.carotenoids.violaxanthin de-epoxidase'],LOC_Os01g51860,0.03226802,0.999997499,,-0.488056441,0.238932887,,-1.343677347,2.37E-05,Down,-1.793427474,1.17E-10,Down,-2.046897722,5.30E-10,Down
Os01g0716500,['development.unspecified'],LOC_Os01g51870,-1.376888904,0.999997499,,0.898919933,0.269893886,,0.536914245,0.45504102,,1.455883246,0.00606381,Up,1.879281306,0.000943302,Up
Os01g0716800,['DNA.synthesis/chromatin structure'],LOC_Os01g51890,-0.066613412,0.999997499,,1.41015187,0.06322123,,-1.379827941,0.047156085,Down,-0.91408674,0.138113463,,-0.002422169,0.997607113,
Os01g0717000,['lipid metabolism.Phospholipid synthesis.choline kinase'],LOC_Os01g51920,0.190982108,0.999997499,,3.619694888,8.22E-36,Up,3.361676847,6.57E-27,Up,4.388590909,2.28E-55,Up,4.753642456,3.09E-54,Up
Os01g0717400,['secondary metabolism.sulfur-containing.misc.alliinase'],LOC_Os01g51980,-0.088558176,0.999997499,,0.103108057,0.949415848,,-1.901676485,0.005464156,Down,-2.295473859,0.000107652,Down,-2.000528102,0.003274518,Down
Os01g0717700,['secondary metabolism.sulfur-containing.misc.alliinase'],LOC_Os01g52010,-0.363694855,0.999997499,,0.103197399,0.931377673,,-0.520918132,0.354628379,,-0.106525906,0.843369072,,-0.617547646,0.240090805,
Os01g0718000,['RNA.regulation of transcription.unclassified'],LOC_Os01g52030,-0.482612184,0.999997499,,0.301265126,0.816023183,,0.955280574,0.165357511,,0.47895114,0.455345093,,0.08934636,0.910647526,
Os01g0718300,['signalling.receptor kinases.leucine rich repeat XI'],LOC_Os01g52050,-0.00554742,0.999997499,,0.707916148,0.021251535,,0.181674261,0.582963678,,-1.249852738,3.69E-07,Down,-1.792555213,2.67E-10,Down
Os01g0718700,['transport.potassium'],LOC_Os01g52070,-0.070439775,NA,,-1.762686111,0.2704233,,0.361798201,0.793917503,,-1.555885834,0.15932932,,-0.94697367,0.460737949,
Os01g0719000,['development.unspecified'],LOC_Os01g52100,0.366962759,0.999997499,,0.129244139,0.938762403,,2.623776734,1.47E-05,Up,3.552454892,3.37E-11,Up,3.986779086,3.90E-12,Up
Os01g0719100,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g52110,0.370258206,0.999997499,,1.063101094,0.076394319,,2.493463577,2.32E-07,Up,2.434141978,1.61E-08,Up,1.955725262,4.85E-05,Up
Os01g0719125,NA,None,-0.539468245,0.999997499,,0.900658999,0.418195435,,2.672075723,0.000143957,Up,2.15029549,0.000909404,Up,1.582056153,0.033571183,Up
Os01g0719300,['transport.sulphate'],LOC_Os01g52130,-1.39476963,0.999997499,,1.635950924,0.171546602,,4.001531591,8.59E-06,Up,4.477180109,2.03E-08,Up,2.783096749,0.002160937,Up
Os01g0719400,['not assigned.unknown'],LOC_Os01g52140,-0.035927992,NA,,-0.141623938,0.955503557,,-0.144291796,0.914777985,,-0.404226565,0.702870271,,-0.111950066,0.927423527,
Os01g0719700,['protein.assembly and cofactor ligation'],LOC_Os01g52170,0.061928549,0.999997499,,-1.014337551,0.279692782,,-4.317712009,2.10E-10,Down,-4.582732801,2.79E-14,Down,-4.227620269,4.15E-10,Down
Os01g0719800,NA,None,0.090545314,0.999997499,,-1.078324781,0.037713831,Down,-4.899602515,1.01E-23,Down,-5.392318695,1.23E-35,Down,-4.496295682,4.92E-21,Down
Os01g0720300,['mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear'],LOC_Os01g52214,0.088853245,0.999997499,,0.13602158,0.814722023,,0.783806914,0.006408882,,1.028042677,2.92E-05,Up,1.06363982,0.000108077,Up
Os01g0720400,['misc.acid and other phosphatases'],LOC_Os01g52230,-0.23528673,0.999997499,,-0.703060382,0.397094262,,-3.183368984,3.84E-08,Down,-4.281503773,4.97E-16,Down,-3.755023479,3.85E-10,Down
Os01g0720500,['PS.lightreaction.photosystem II.LHC-II'],LOC_Os01g52240,0.126132566,0.999997499,,-0.827250585,0.770310036,,-4.099129609,0.00586711,Down,-7.984399722,3.02E-10,Down,-6.999716926,6.47E-07,Down
Os01g0720700,['amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.SAT'],LOC_Os01g52260,-0.377128008,0.999997499,,0.026468775,0.982123423,,0.084616828,0.870744879,,0.3903727,0.302182923,,0.901269624,0.020366963,
Os01g0720800,['stress.biotic'],LOC_Os01g52270,-0.605719956,0.999997499,,0.319116443,0.703786355,,-1.30544236,0.014296432,Down,-1.880624965,4.08E-05,Down,-3.252796621,2.64E-06,Down
Os01g0721000,['not assigned.unknown'],LOC_Os01g52290,-0.432990099,0.999997499,,0.579190995,0.29962579,,0.615336078,0.162471948,,0.823566229,0.025087873,,0.630413765,0.136730551,
Os01g0721300,['stress.biotic.PR-proteins'],LOC_Os01g52330,0.737590828,NA,,0.965506316,0.416230251,,2.156858484,0.00441738,Up,1.58333077,0.026905145,Up,2.727739883,0.000146463,Up
Os01g0721400,['not assigned.unknown'],LOC_Os01g52340,0.032840646,0.999997499,,-0.403874097,0.800265271,,0.908568385,0.282096391,,1.294508284,0.060718749,,2.319958822,0.001013755,Up
Os01g0721900,['RNA.RNA binding'],LOC_Os01g52390,-0.004409091,0.999997499,,-0.656058558,0.067804903,,-0.95538702,0.001883782,,-0.940050373,0.000492577,,-0.412036712,0.196535822,
Os01g0722700,['major CHO metabolism.degradation.sucrose.hexokinase'],LOC_Os01g52450,0.207193376,0.999997499,,0.595028612,0.589736169,,-0.668165076,0.432839691,,0.464699984,0.494588435,,-0.901292496,0.271721042,
Os01g0723100,['development.unspecified'],LOC_Os01g52480,0.533429109,NA,,0.106379544,0.965785058,,-0.90713037,0.422779142,,-0.82300821,0.38174648,,-0.11936644,0.91630315,
Os01g0723200,['protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24'],LOC_Os01g52490,-0.026057539,0.999997499,,-0.688796362,0.20076013,,-1.904947543,7.05E-06,Down,-2.168096745,4.78E-09,Down,-1.957675027,4.42E-06,Down
Os01g0723400,['TCA / org. transformation.other organic acid transformaitons.malic'],LOC_Os01g52500,-0.013095407,0.999997499,,0.845286722,9.98E-06,,0.961846003,4.05E-07,,2.206974762,8.02E-42,Up,1.44610438,2.91E-15,Up
Os01g0723450,NA,None,0.123234686,0.999997499,,0.664103236,0.66620429,,1.046878087,0.280076805,,1.779838883,0.022925495,Up,0.272484896,0.798395972,
Os01g0723600,['nucleotide metabolism.synthesis.PRS-PP'],LOC_Os01g52530,0.104875662,0.999997499,,1.081529034,0.007941358,Up,1.94521489,5.92E-08,Up,2.065007334,1.25E-10,Up,2.295698871,5.87E-11,Up
Os01g0723800,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g52550,0.39177974,0.999997499,,0.327265875,0.497801655,,-2.178143979,1.91E-12,Down,-1.528222002,2.04E-08,Down,-1.20264944,9.62E-05,Down
Os01g0725400,['not assigned.unknown'],LOC_Os01g52610,-1.056978709,NA,,-0.226383783,0.944408009,,1.852764233,0.175877484,,-0.067621206,0.962791015,,-0.250110603,0.875958178,
Os01g0725600,['cell.division'],LOC_Os01g52630,-0.426748961,0.999997499,,1.269778875,0.04554495,Up,3.031043928,6.22E-09,Up,2.363733755,5.94E-07,Up,2.055294468,9.64E-05,Up
Os01g0725800,['signalling.light'],LOC_Os01g52640,-0.03243655,0.999997499,,-0.722513788,0.009649468,,-2.392713621,2.42E-22,Down,-2.820671731,1.20E-37,Down,-2.876732695,1.62E-31,Down
Os01g0726801,NA,None,-0.386536063,0.999997499,,1.001230545,0.0776874,,-0.398761119,0.503100633,,0.31045943,0.527476442,,-1.373106338,0.015222672,Down
Os01g0727100,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g52710,-1.121771631,NA,,-0.941661406,0.533859083,,-5.000803701,0.000595726,Down,-5.869278479,6.97E-06,Down,-5.848169184,0.00039928,Down
Os01g0727500,['not assigned.unknown'],LOC_Os01g52730,-1.134710161,0.999997499,,2.56943762,0.004703643,Up,3.656148128,1.04E-05,Up,4.230963625,8.73E-09,Up,3.960504427,1.04E-06,Up
Os01g0727700,['not assigned.unknown'],LOC_Os01g52740,-2.154792297,0.999997499,,2.846399656,0.000498835,Up,4.910974025,2.83E-11,Up,5.460036289,6.57E-16,Up,5.023895129,5.06E-12,Up
Os01g0727800,NA,LOC_Os01g52750,-0.953591784,NA,,-0.353771676,NA,,-0.643935159,0.624977333,,-0.648171676,0.549265477,,-3.671618962,0.033125975,Down
Os01g0727820,NA,None,-0.201742924,NA,,0.356340291,0.833228894,,-0.681759081,0.520144738,,-0.630136113,0.46779507,,-0.91344623,0.368430794,
Os01g0727840,['protein.degradation.subtilases'],LOC_Os01g52750,-0.370772106,NA,,-0.660352559,NA,,-0.522908074,0.705764334,,-1.890177588,0.095604146,,-4.985623224,0.007902958,Down
Os01g0728200,NA,LOC_Os01g52780,0.392913843,0.999997499,,0.461769425,0.707992162,,0.266703154,0.760402552,,0.866463815,0.172267038,,1.412691391,0.034154246,Up
Os01g0728300,['misc.cytochrome P450'],LOC_Os01g52790,0.413140977,0.999997499,,0.15551922,0.949077194,,2.518803515,0.005242764,Up,2.204967925,0.007177841,Up,2.459053342,0.005640607,Up
Os01g0729100,['not assigned.unknown'],LOC_Os01g52864,0.124437382,0.999997499,,-0.303554055,0.561174021,,-0.334089788,0.378222958,,0.028678223,0.935330484,,-0.479067721,0.180871752,
Os01g0729900,['not assigned.unknown'],LOC_Os01g52920,-0.772344915,0.999997499,,0.968754031,0.000289382,,1.661586288,2.14E-11,Up,2.698325626,3.21E-35,Up,2.802759483,3.93E-32,Up
Os01g0730200,['not assigned.unknown'],LOC_Os01g52980,0.036911413,0.999997499,,1.451972507,0.007955573,Up,1.82642872,0.000220568,Up,1.796541468,5.19E-05,Up,2.117498186,1.08E-05,Up
Os01g0730500,['stress.abiotic.heat'],LOC_Os01g53020,0.561691982,0.999997499,,0.200393333,0.870743162,,-0.75818599,0.222343413,,-1.636216695,0.00113145,Down,-1.239149156,0.029005328,Down
Os01g0730700,['RNA.regulation of transcription.WRKY domain transcription factor family'],LOC_Os01g53040,-0.08847112,NA,,0.094194046,0.967886359,,1.081532033,0.229993036,,1.869961982,0.0095639,Up,1.719900845,0.033112275,Up
Os01g0730800,['not assigned.unknown'],LOC_Os01g53060,0.145300388,0.999997499,,-0.82479853,0.198102305,,-3.343385995,1.18E-11,Down,-3.138967078,3.40E-13,Down,-3.433503899,4.38E-12,Down
Os01g0731100,NA,LOC_Os01g53090,0.004045711,0.999997499,,0.887184628,0.222141201,,1.102785522,0.054125822,,1.261611133,0.010630985,Up,0.759389934,0.191474713,
Os01g0731201,NA,None,-0.266583986,NA,,-0.127957475,0.946483865,,-0.437552515,0.655136631,,-0.662902516,0.398701868,,-2.518922348,0.020784019,Down
Os01g0732200,['development.unspecified'],LOC_Os01g53150,-0.102483913,0.999997499,,-0.01582584,0.985489964,,-1.366506242,1.22E-06,Down,-1.207738895,9.25E-07,Down,-1.06249668,0.000163249,Down
Os01g0732801,NA,None,-0.103314977,0.999997499,,0.002910425,0.99836929,,0.858313023,0.145835807,,2.105969557,5.57E-06,Up,2.145179413,2.61E-05,Up
Os01g0733001,['not assigned.unknown'],LOC_Os01g53210,-0.935869714,0.999997499,,-0.286349486,0.82471059,,0.981595953,0.130531161,,1.626544492,0.002109819,Up,1.263898289,0.037438408,Up
Os01g0733200,"['RNA.regulation of transcription.HSF,Heat-shock transcription factor family']",LOC_Os01g53220,-0.549237011,0.999997499,,0.964560302,0.556847312,,4.553710766,4.81E-08,Up,6.733740124,3.20E-18,Up,5.978441812,9.75E-14,Up
Os01g0733500,['stress.abiotic.drought/salt'],LOC_Os01g53240,-0.285706214,0.999997499,,-0.668911728,0.54459756,,-2.371226309,0.000636482,Down,-1.846186012,0.002901705,Down,-0.924348624,0.200537826,
Os01g0734399,NA,None,-0.06884979,0.999997499,,-0.483027254,0.613365724,,-0.309795435,0.659698013,,-0.19648018,0.74337945,,0.746743957,0.198384485,
Os01g0734466,['stress.biotic.respiratory burst'],LOC_Os01g53294,0.133368759,0.999997499,,-0.038787429,0.975855026,,0.090686959,0.880926675,,0.367958189,0.408575627,,1.269586719,0.003862735,Up
Os01g0734600,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g53330,-0.054030188,0.999997499,,-1.226707076,0.055002262,,-6.68588173,3.48E-19,Down,-6.933682493,7.08E-29,Down,-5.326841932,1.25E-17,Down
Os01g0734800,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g53350,-0.477874762,0.999997499,,-1.150899721,0.124359442,,-2.093967773,0.00078482,Down,-2.125815909,8.83E-05,Down,-1.528951893,0.013378437,Down
Os01g0735300,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g53370,-0.099744416,0.999997499,,-2.362111154,0.000414841,Down,-7.879343153,2.14E-06,Down,-8.179024124,9.51E-10,Down,-7.622859789,3.25E-06,Down
Os01g0735500,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g53390,-0.386576087,NA,,0.620664516,NA,,-1.857672486,0.397357968,,-2.864393426,0.12521089,,-4.043300866,0.074854616,
Os01g0736400,['secondary metabolism.unspecified'],LOC_Os01g53450,-0.058152614,0.999997499,,-0.443864092,0.635035654,,-0.187865606,0.790490483,,-0.189539373,0.741891184,,0.302852871,0.617713958,
Os01g0736551,NA,None,0.533326295,0.999997499,,0.454085986,0.703151489,,0.079189931,0.929791354,,-1.086985499,0.101626236,,-1.673253009,0.041618185,Down
Os01g0736900,['stress.biotic'],LOC_Os01g53520,0.244395604,0.999997499,,0.430340696,0.438986885,,0.347021461,0.413975007,,0.155163888,0.690672291,,0.573595389,0.131928336,
Os01g0737300,NA,LOC_Os01g53560,0.080967958,0.999997499,,-1.505035997,0.026796848,Down,-1.5153924,0.021641301,Down,-1.258847222,0.020961795,Down,-1.32827226,0.040806329,Down
Os01g0737900,"['RNA.regulation of transcription.MYB domain transcription factor family', 'transport.misc']",LOC_Os01g53610,0.204278285,0.999997499,,-0.264663404,0.663465456,,-0.254824025,0.541686717,,-1.180010524,0.000221186,Down,-1.347554354,0.000351816,Down
Os01g0738000,['not assigned.unknown'],LOC_Os01g53620,-0.266456642,0.999997499,,0.12729761,0.926702126,,0.067657898,0.931755551,,0.623985503,0.254443367,,0.496120197,0.436176368,
Os01g0738300,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g53640,-0.254261003,NA,,-0.489328255,0.643644657,,-4.980584103,7.15E-05,Down,-5.38003766,1.16E-07,Down,-4.376940032,5.25E-05,Down
Os01g0738800,['glycolysis.plastid branch.phosphofructokinase (PFK)'],LOC_Os01g53680,-0.609918814,NA,,-0.807117237,0.549143409,,-0.412717151,0.691654205,,0.060778058,0.944795907,,0.916809906,0.273099767,
Os01g0738900,NA,None,0.447850225,NA,,0.305303389,0.833222849,,-0.797519269,0.386952059,,-0.739891574,0.31667369,,-0.633308531,0.471871103,
Os01g0739000,['protein.targeting.mitochondria'],LOC_Os01g53700,0.231625448,0.999997499,,-0.121249249,0.732383184,,0.374361678,0.060883094,,0.230725928,0.201726959,,0.175745924,0.402435662,
Os01g0739200,['not assigned.unknown'],LOC_Os01g53710,0.201769681,0.999997499,,0.215428193,0.821876642,,-1.237764274,0.0111022,Down,-1.876462659,7.46E-06,Down,-1.698720588,0.000348957,Down
Os01g0739300,NA,None,-0.686178308,0.999997499,,0.321599754,0.811383193,,0.330942578,0.688545489,,0.201826358,0.780168858,,-0.502418773,0.51389211,
Os01g0739400,['protein.degradation.metalloprotease'],LOC_Os01g53720,0.161432421,0.999997499,,-0.050527657,0.939268022,,0.488771262,0.08148973,,0.111540894,0.691301599,,-0.339646569,0.252546087,
Os01g0739500,['not assigned.unknown'],LOC_Os01g53730,-0.354416586,0.999997499,,0.160961699,0.936230269,,-0.604322327,0.532097745,,0.350352594,0.684499604,,1.037462385,0.225814754,
Os01g0740300,['not assigned.unknown'],LOC_Os01g53779,-0.403822112,NA,,0.77714218,0.523679759,,-4.260159377,0.001801715,Down,-3.226143294,0.000205016,Down,-4.24773177,0.001966727,Down
Os01g0740350,NA,None,-0.151663643,NA,,0.076374812,0.975855026,,-0.971533524,0.423496256,,0.648145518,0.452497861,,1.824433527,0.027719569,Up
Os01g0740500,['protein.degradation'],LOC_Os01g53800,-0.679712819,0.999997499,,0.075528955,0.947321373,,-1.048300257,0.035781294,Down,-2.001814154,3.10E-06,Down,-3.355776779,1.61E-08,Down
Os01g0740600,NA,LOC_Os01g53810,0.197675947,0.999997499,,0.975653318,0.03171703,,1.985261496,6.93E-08,Up,1.847862759,3.92E-08,Up,1.773407634,2.07E-06,Up
Os01g0740650,['protein.degradation'],LOC_Os01g53810,-0.386581721,0.999997499,,0.790054391,0.202845677,,1.826563041,6.54E-05,Up,1.30235431,0.001948597,Up,0.758203324,0.124655756,
Os01g0740651,NA,None,0.513879512,0.999997499,,0.459620857,0.765109369,,1.553300482,0.056910129,,1.286920821,0.07921343,,0.768819637,0.381306499,
Os01g0740700,NA,None,0.759944827,0.999997499,,1.537773595,0.083098688,,4.436321739,3.18E-11,Up,3.940214763,1.53E-10,Up,3.434171198,3.61E-07,Up
Os01g0741900,"['hormone metabolism.auxin.induced-regulated-responsive-activated', 'RNA.regulation of transcription.Aux/IAA family']",LOC_Os01g53880,-0.496967164,0.999997499,,0.677187179,0.189556825,,1.733666932,6.69E-06,Up,1.540682915,8.28E-06,Up,1.121426853,0.004085285,Up
Os01g0742000,['RNA.processing'],LOC_Os01g53890,-0.471237958,0.999997499,,0.018444056,0.992073086,,-0.960211905,0.218956881,,-0.554302302,0.40271195,,-1.02112339,0.179925137,
Os01g0742100,NA,None,-0.462912512,0.999997499,,-0.26345859,0.885941806,,-0.480773885,0.641408184,,-0.140770212,0.877358719,,-0.685763964,0.470712331,
Os01g0742400,['signalling.receptor kinases.leucine rich repeat XI'],LOC_Os01g53920,0.276856497,0.999997499,,2.988296256,2.40E-05,Up,-0.021200011,0.983049795,,0.722096217,0.31296324,,1.205687473,0.109023423,
Os01g0742500,['major CHO metabolism.degradation.sucrose.hexokinase'],LOC_Os01g53930,-0.031081711,0.999997499,,-1.110862421,0.004958032,Down,-1.558427796,2.05E-05,Down,-1.77212349,3.95E-08,Down,-1.677782657,3.19E-06,Down
Os01g0743300,['protein.degradation'],LOC_Os01g54010,0.177580414,0.999997499,,-0.104878906,0.894038293,,-1.480368296,8.90E-05,Down,-0.362046276,0.292852762,,-1.04757452,0.005244776,Down
Os01g0743400,['protein.aa activation'],LOC_Os01g54020,-0.14443248,0.999997499,,-0.8903184,0.182508389,,-3.271523918,7.14E-10,Down,-3.551164805,2.79E-14,Down,-4.006619918,9.92E-13,Down
Os01g0743500,['TCA / org. transformation.other organic acid transformaitons.malic'],LOC_Os01g54030,0.412352772,0.999997499,,0.332693267,0.865784306,,3.439063599,4.22E-05,Up,5.870233552,1.35E-15,Up,6.636990178,5.77E-17,Up
Os01g0743800,['signalling.phosphorelay'],LOC_Os01g54050,0.407184113,0.999997499,,-0.039048327,0.970722586,,-2.034841438,7.10E-07,Down,-1.490313971,1.76E-05,Down,-1.958853908,2.04E-06,Down
