id,Label,TF,KEGG,Symbol,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC
89,Os03g0854300,,,,14.1949274710926,4847,Purple,8.84062136639667,"Nucleotide-binding, alpha-beta plait domain containing protein., Hypothetical conserved gene.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676),",['RNA.RNA binding'],LOC_Os03g63730
90,Os12g0166500,,Ribosome biogenesis in eukaryotes,,18.86527008502,3652,Purple,8.83852699599148,"Similar to Nrap protein, expressed.",,['not assigned.unknown'],LOC_Os12g06910
91,Os06g0671700,,,,17.0651456210697,4054,Purple,8.56530777639256,Similar to toprim domain-containing protein.,"Biological Process: DNA replication (GO:0006260), Molecular Function: DNA helicase activity (GO:0003678), Molecular Function: ATP binding (GO:0005524)",['RNA.regulation of transcription.putative transcription regulator'],LOC_Os06g45980
92,Os03g0151700,,Ribosome biogenesis in eukaryotes,OsWD40-63,14.9170710693097,4639,Purple,8.5488120789426,"Similar to WD repeat protein (Fragment)., Hypothetical conserved gene.",Molecular Function: protein binding (GO:0005515),['development.unspecified'],LOC_Os03g05720
93,Os03g0221300,NAC,,,20.660274837248,3281,Purple,8.54358981594285,"Similar to No apical meristem protein, expressed.",,['development.unspecified'],LOC_Os03g12120
94,Os05g0430200,,,"WSL8, OsdNK1",26.1378596138793,2448,Purple,8.52993087870903,Similar to ATP binding protein.,"Biological Process: nucleobase-containing compound metabolic process (GO:0006139), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, alcohol group as acceptor (GO:0016773)",['nucleotide metabolism.salvage'],LOC_Os05g35520
95,Os03g0186950,,,,14.1776997690689,4855,Purple,8.51036250406459,Similar to CUTA.,Biological Process: response to metal ion (GO:0010038),"['metal handling.binding, chelation and storage']",LOC_Os03g08800
96,Os02g0689900,,,NPF7.9,17.6139725688641,3911,Purple,8.47003168897226,"TGF-beta receptor, type I/II extracellular region family protein.","Biological Process: oligopeptide transport (GO:0006857), Cellular Component: membrane (GO:0016020), Molecular Function: transporter activity (GO:0005215)",['transport.peptides and oligopeptides'],LOC_Os02g46460
97,Os06g0483500,,,,33.1670644628796,1704,Purple,8.45634796011703,Similar to H0124B04.15 protein.,,['not assigned.unknown'],LOC_Os06g28840
98,Os03g0831500,,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",,21.2522634728957,3176,Purple,8.43893015026483,"Similar to Phosphoribosylformylglycinamidine cyclo-ligase, chloroplast/mitochondrial precursor (EC 6.3.3.1) (AIRS) (Phosphoribosyl-aminoimidazole synthetase) (AIR synthase) (VUpur5).","Biological Process: 'de novo' IMP biosynthetic process (GO:0006189), Cellular Component: cytoplasm (GO:0005737), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phosphoribosylformylglycinamidine cyclo-ligase activity (GO:0004641)",['nucleotide metabolism.synthesis.purine.AIR synthase'],LOC_Os03g61600
99,Os09g0520700,,,,13.2950116767227,5141,Purple,8.42422881167066,"Similar to RNA helicase., Similar to DEAD/DEAH box helicase family protein.","Cellular Component: nucleus (GO:0005634), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: RNA binding (GO:0003723), Molecular Function: helicase activity (GO:0004386), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATP-dependent helicase activity (GO:0008026), Cellular Component: nucleus (GO:0005634), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: RNA binding (GO:0003723), Molecular Function: helicase activity (GO:0004386), Molecular Function: ATP binding (GO:0005524)",['RNA.processing.RNA helicase'],LOC_Os09g34910
