id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
1877,Os12g0514500,"Similar to Heat-shock protein precursor., Similar to ATP binding.","Biological Process: protein folding (GO:0006457), Biological Process: response to stress (GO:0006950), Molecular Function: ATP binding (GO:0005524), Molecular Function: unfolded protein binding (GO:0051082)",,"Protein processing in endoplasmic reticulum, Plant-pathogen interaction",,25.2942819591597,5728,Grey60,5.17258590756269,['stress.abiotic.heat'],LOC_Os12g32986,-0.176564792,0.999997499,,-0.598891952,0.179772588,,1.354791772,5.28E-05,Up,0.318426949,0.344015572,,1.006633362,0.002793955,Up
1878,Os09g0481800,"Nitrogen-fixing NifU, C-terminal domain containing protein.","Biological Process: iron-sulfur cluster assembly (GO:0016226), Molecular Function: iron ion binding (GO:0005506), Molecular Function: iron-sulfur cluster binding (GO:0051536)",,,,205.771658235705,84,Blue,170.29058470392,['not assigned.unknown'],LOC_Os09g30410,0.151933171,0.999997499,,-0.423940306,0.576440769,,-3.230513706,1.88E-10,Down,-4.487765115,1.31E-20,Down,-3.172779639,5.34E-10,Down
1879,Os03g0227300,5'-3' exonuclease domain containing protein.,"Molecular Function: DNA binding (GO:0003677), Molecular Function: catalytic activity (GO:0003824), Molecular Function: 5'-3' exonuclease activity (GO:0008409)",,,,118.819431524009,986,Blue,85.9318244575899,['DNA.unspecified'],LOC_Os03g12610,-0.036928039,0.999997499,,-0.359140053,0.469296231,,-1.943642536,5.34E-09,Down,-1.741326935,1.67E-09,Down,-2.069401409,8.41E-10,Down
1880,Os01g0753500,Transcriptional factor B3 family protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Biological Process: response to hormone stimulus (GO:0009725), Cellular Component: nucleus (GO:0005634), Molecular Function: DNA binding (GO:0003677)",ARF3,Plant hormone signal transduction,ARF,129.343725237321,818,Blue,96.4284096365763,"['RNA.regulation of transcription.ARF, Auxin Response Factor family']",LOC_Os01g54990,-0.115438826,0.999997499,,-0.344194034,0.54153169,,-2.583350829,2.72E-11,Down,-2.776298818,9.70E-17,Down,-3.276838645,1.63E-14,Down
1881,Os02g0211000,Conserved hypothetical protein.,,OsABCA1,,,45.7676481556627,3657,Blue,30.4332541400427,['transport.ABC transporters and multidrug resistance systems'],LOC_Os02g11960,-0.001289908,0.999997499,,-0.800399355,0.178872428,,-4.691039244,2.01E-14,Down,-4.748077439,1.51E-21,Down,-3.419391411,5.68E-11,Down
1882,Os02g0750100,Similar to ATP synthase.,"Biological Process: ATP synthesis coupled proton transport (GO:0015986), Cellular Component: plasma membrane (GO:0005886), Molecular Function: hydrogen ion transporting ATP synthase activity, rotational mechanism (GO:0046933)",,,,171.053265464236,303,Blue,137.997380446379,,LOC_Os02g51470,0.075156625,0.999997499,,-0.449407848,0.640656178,,-2.190731174,6.72E-05,Down,-2.466831615,3.65E-07,Down,-2.958424383,3.08E-08,Down
1883,Os09g0112100,"Hypothetical protein., Hypothetical gene., Similar to Lipase family protein.",,,,,3.80777183249242,10914,Black,1.96693411735476,['protein.postranslational modification'],LOC_Os09g02410,0.040591404,0.999997499,,-0.070918253,0.912957419,,-0.585674046,0.046706348,,-1.08599024,1.06E-05,Down,-1.628904443,7.41E-09,Down
1884,Os06g0707200,"Glycosyltransferase AER61, uncharacterized domain containing protein.","Molecular Function: transferase activity, transferring glycosyl groups (GO:0016757)",,,,118.172943103035,995,Magenta,36.3120177501438,['not assigned.unknown'],LOC_Os06g49320,0.042405626,0.999997499,,-0.234271909,0.794736448,,-4.233032252,1.20E-17,Down,-4.7682563,2.38E-27,Down,-4.756617913,2.68E-19,Down
1885,Os04g0466600,Agmatine deiminase domain containing protein.,"Biological Process: putrescine biosynthetic process (GO:0009446), Molecular Function: agmatine deiminase activity (GO:0047632)",,"Arginine and proline metabolism, Metabolic pathways",,77.4968222718721,2138,Salmon,19.2807782614569,['polyamine metabolism.synthesis.agmatine deiminase'],LOC_Os04g39210,-0.162649156,0.999997499,,0.250418623,0.801884887,,1.282669324,0.011866833,Up,1.11597267,0.014003346,Up,1.755028472,0.00028982,Up
1886,Os11g0266500,"Similar to NB-ARC domain containing protein, expressed., Conserved hypothetical protein.",,,,,26.1523139539487,5588,GreenYellow,9.4838001233416,['stress.biotic'],LOC_Os11g16530,0.028518853,0.999997499,,0.208159989,0.825868861,,-1.313070417,0.006529757,Down,-1.572443414,0.000168316,Down,-3.713973491,7.44E-12,Down
1887,Os04g0519700,Similar to Auxin response factor 10.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Biological Process: response to hormone stimulus (GO:0009725), Cellular Component: nucleus (GO:0005634), Molecular Function: DNA binding (GO:0003677)",,,ARF,19.5889448829259,6634,Blue,7.53522795345445,"['RNA.regulation of transcription.ARF, Auxin Response Factor family']",LOC_Os04g43910,0.389237968,0.999997499,,-0.545799118,0.692908587,,-1.483049915,0.084541598,,-3.083392118,5.79E-05,Down,-2.699859956,0.002667514,Down
1888,Os03g0595300,Conserved hypothetical protein.,,,,,202.42174383011,108,Blue,166.187565352288,['not assigned.unknown'],LOC_Os03g39830,-0.062300109,0.999997499,,-1.28567197,0.053640801,,-3.69746166,3.68E-11,Down,-3.854558205,7.86E-15,Down,-4.209433881,7.99E-14,Down
1889,Os02g0766000,"Similar to defective chloroplasts and leaves protein-related / DCL protein-related., Similar to Protein DCL, chloroplastic.","Biological Process: amine metabolic process (GO:0009308), Molecular Function: copper ion binding (GO:0005507), Molecular Function: quinone binding (GO:0048038),",,,,100.068634507941,1424,Blue,65.044866898028,['not assigned.unknown'],LOC_Os02g52744,-0.089834809,0.999997499,,-0.870856967,0.041540867,,-1.520626695,3.69E-05,Down,-1.286082248,8.55E-05,Down,-1.047898684,0.004664462,Down
1890,Os07g0167500,Conserved hypothetical protein.,,,,,2.65359256694578,11554,Green,1.489765702658,['not assigned.unknown'],LOC_Os07g07300,-0.066470695,0.999997499,,-0.318596239,0.681294146,,-1.34912785,0.003944563,Down,-3.793472214,1.54E-15,Down,-1.845221176,0.000105828,Down
1891,Os08g0233300,"Similar to cDNA clone:J013061K19, full insert sequence., Similar to cDNA clone:J013001A08, full insert sequence.",,,,,22.0907872332983,6196,Blue,6.42365378489887,['not assigned.unknown'],LOC_Os08g13630,-0.078954434,0.999997499,,-0.157346446,0.849526508,,-2.06465225,1.10E-06,Down,-1.695426978,2.30E-06,Down,-2.148694971,6.01E-07,Down
1892,Os02g0813500,"Glutathione reductase, cytosolic (EC 1.8.1.7) (GR) (GRase)., Similar to Glutathione reductase, cytosolic.","Biological Process: glutathione metabolic process (GO:0006749), Biological Process: cell redox homeostasis (GO:0045454), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: cytoplasm (GO:0005737), Molecular Function: glutathione-disulfide reductase activity (GO:0004362), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on a sulfur group of donors, NAD or NADP as acceptor (GO:0016668), Molecular Function: flavin adenine dinucleotide binding (GO:0050660), Molecular Function: NADP binding (GO:0050661), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660), Biological Process: cell redox homeostasis (GO:0045454), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: cytoplasm (GO:0005737), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",OsGR2|RGRC2,"Glutathione metabolism, Metabolic pathways",,186.260025932821,199,Turquoise,172.682129684785,['redox.ascorbate and glutathione.glutathione'],LOC_Os02g56850,0.03815391,0.999997499,,0.474682589,0.494171797,,2.739600179,1.18E-10,Up,2.752941438,4.74E-13,Up,3.323506283,1.37E-15,Up
1893,Os06g0697600,"ATPase, AAA-type, core domain containing protein.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: ATP binding (GO:0005524), Molecular Function: nucleoside-triphosphatase activity (GO:0017111)",,,,18.0054018042788,6905,Brown,16.4980104719793,['protein.degradation.AAA type'],LOC_Os06g48250,-0.271943408,,,-0.851864496,0.598493549,,-2.444185519,0.026968474,Down,-2.205041006,0.017649912,Down,-1.59229718,0.134559261,
1894,Os11g0223400,"Similar to NB-ARC domain containing protein, expressed.",,,,,3.53911652227799,11061,Red,1.32650774282969,['stress.biotic.PR-proteins'],LOC_Os11g11580,0.248433265,0.999997499,,0.37396243,0.59288342,,1.226766827,0.003216637,Up,1.317431457,0.000318017,Up,2.014183506,2.22E-07,Up
1895,Os11g0157200,Harpin-induced 1 domain containing protein.,,,,,41.5186078335506,3974,Turquoise,39.5544909871506,['stress.biotic'],LOC_Os11g05860,-0.284758845,0.999997499,,0.225368766,0.727040479,,1.582506747,2.11E-06,Up,1.925812951,6.53E-11,Up,1.701173061,2.02E-07,Up
1896,Os11g0139100,Similar to 50S ribosomal protein L24.,"Biological Process: translation (GO:0006412), Cellular Component: intracellular (GO:0005622), Cellular Component: ribosome (GO:0005840), Molecular Function: structural constituent of ribosome (GO:0003735)",,Ribosome,,16.3756581442955,7222,Grey60,3.33937434308538,['protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L24'],LOC_Os11g04370,0.256669487,0.999997499,,-0.15391254,0.919212211,,0.134183734,0.875299882,,1.598872118,0.002817559,Up,1.354355331,0.025927374,Up
1897,Os07g0102100,"Similar to Potassium transporter 22., Similar to Potassium transporter 1 (OsHAK1). Splice isoform 2.","Biological Process: potassium ion transmembrane transport (GO:0071805), Cellular Component: membrane (GO:0016020), Molecular Function: potassium ion transmembrane transporter activity (GO:0015079)",HAK22,,,111.83912763735,1137,Black,18.4507896529961,['transport.potassium'],LOC_Os07g01214,-0.171694593,0.999997499,,-0.232395896,0.803273581,,-4.275860178,6.78E-17,Down,-5.015244384,2.57E-27,Down,-6.386278617,4.72E-19,Down
1898,Os02g0516800,Conserved hypothetical protein.,,OsMSL11,,Trihelix,7.9890105606317,9349,Turquoise,6.02311743979327,['not assigned.unknown'],LOC_Os02g31160,-0.628849568,0.999997499,,0.157898492,0.896936919,,0.454726821,0.476614734,,1.348690163,0.004301883,Up,1.665977935,0.001136912,Up
1899,Os05g0420200,Protein of unknown function DUF179 family protein.,,,,,35.0043228594682,4565,Blue,24.2229942522581,['not assigned.unknown'],LOC_Os05g34720,-0.069723015,0.999997499,,-0.10237144,0.839739241,,-1.195106686,2.13E-06,Down,-0.769990521,0.000445903,,-1.105356899,1.27E-05,Down
1900,Os12g0456100,Hypothetical conserved gene.,Molecular Function: binding (GO:0005488),,,,18.471002929377,6819,Brown,16.3432503181482,['development.unspecified'],LOC_Os12g27060,-0.243974463,,,-0.022185339,0.990977759,,-1.595322572,0.039719363,Down,-1.392678621,0.029814382,Down,-3.104351832,0.001006395,Down
1901,Os04g0460600,"Similar to H0219H12.10 protein., NAC transcription factor, Regulation of shoot branching, plant height and flowering time","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Biological Process: regulation of transcription, DNA-templated (GO:0006355), Molecular Function: DNA binding (GO:0003677)","NAC2, OsNAC2, ONAC004, ONAC4, ONAC034, ONAC34, ONAC058, ONAC58, OMTN2, Ostil1, OsNAC2/ONAC004, OsORE1.2",,NAC,42.9888545409813,3860,Turquoise,39.0867623258088,['development.unspecified'],LOC_Os04g38720,0.151669076,0.999997499,,0.048490252,0.973976519,,1.122207656,0.033012988,Up,2.185695625,4.55E-07,Up,2.374883637,5.24E-07,Up
1902,Os06g0226000,"Similar to Transposase (Fragment)., Conserved hypothetical protein.","Molecular Function: hydrolase activity, acting on ester bonds (GO:0016788),",,,,17.4258277108124,6997,Green,8.77427870100614,['not assigned.unknown'],LOC_Os06g12170,0.272563438,0.999997499,,-0.2458667,0.774430049,,-1.453956057,0.001114317,Down,-2.172727868,1.87E-08,Down,-1.554627968,0.000365926,Down
1903,Os05g0154800,"Similar to U1snRNP-specific protein, U1A.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676)",,Spliceosome,,20.7212176999169,6421,Red,6.41535714006091,['cell.organisation'],LOC_Os05g06280,-0.163463316,0.999997499,,-0.45113919,0.642600003,,0.927510525,0.099468691,,1.046701752,0.029372823,Up,1.978095641,5.84E-05,Up
1904,Os04g0665500,Similar to H1005F08.9 protein.,Molecular Function: protein binding (GO:0005515),,,,28.4791377757944,5311,Turquoise,27.1214916521619,['RNA.regulation of transcription.Chromatin Remodeling Factors'],LOC_Os04g56980,0.016433036,0.999997499,,0.008194394,0.990974306,,0.641740194,0.005274432,,1.073519369,3.72E-08,Up,1.457411989,6.19E-12,Up
1905,Os12g0555400,Similar to Raffinose synthase protein.,,,,,18.5284744539452,6806,Blue,11.4776581329498,['minor CHO metabolism.raffinose family.raffinose synthases.putative'],LOC_Os12g36870,-0.70020178,,,-0.255423079,0.896972877,,-2.763500504,0.011728197,Down,-2.807299011,0.001862827,Down,-2.453239946,0.021091588,Down
1906,Os11g0625801,Non-protein coding transcript.,,,,,19.4215281252004,6652,Black,11.0434300751862,,None,-0.139815194,0.999997499,,-0.330396923,0.900196945,,-5.857128386,0.000260123,Down,-5.407504283,9.37E-06,Down,-8.041568256,2.45E-05,Down
1907,Os10g0350800,Similar to predicted protein.,,,,,39.8363006218733,4127,Blue,32.8019745231123,['not assigned.unknown'],LOC_Os10g21020,0.635930371,0.999997499,,-0.120687231,0.946797684,,-2.000620554,0.013736043,Down,-2.615844473,0.000203707,Down,-2.103095697,0.009609165,Down
1908,Os05g0490400,Conserved hypothetical protein.,,OsSTA155,,,22.4959023965989,6130,Green,12.6356541172156,['not assigned.unknown'],LOC_Os05g41150,-0.162409341,0.999997499,,0.621881354,0.435130426,,-1.029657445,0.075919623,,-1.420336506,0.003875216,Down,-1.205007564,0.032000393,Down
1909,Os11g0685200,Hypothetical protein.,,,,,13.1357335631036,7926,Black,6.25323058405937,['not assigned.unknown'],LOC_Os11g45809,0.164324591,0.999997499,,-0.447137749,0.523922056,,-2.132603015,2.80E-05,Down,-3.224248986,1.07E-11,Down,-3.514756577,3.53E-08,Down
1910,Os10g0495416,Hypothetical protein.,,,,,9.36155762472479,8910,Tan,3.46053536933992,,None,-0.097162175,0.999997499,,-0.154749742,0.88586849,,-1.044085425,0.064146519,,-1.615197038,0.000723248,Down,-2.303944982,0.000287509,Down
1911,Os02g0177600,"4-coumarate:coenzyme A ligase, Lignin biosynthesis, Defense against wounding","Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824)","4CL3, Os4CL3","Ubiquinone and other terpenoid-quinone biosynthesis, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,2.76480843213922,11502,Magenta,1.43401998327584,['secondary metabolism.phenylpropanoids.lignin biosynthesis.4CL'],LOC_Os02g08100,-0.03248908,0.999997499,,0.246749212,0.739213645,,-1.544601959,9.16E-05,Down,-1.167850996,0.000974654,Down,-0.395270157,0.35356358,
1912,Os12g0148500,Non-protein coding transcript.,,,,,77.5849276803392,2134,Tan,14.6769145552139,,None,-0.203353417,0.999997499,,-0.386874865,0.717576815,,-3.073235223,3.16E-06,Down,-3.496698495,1.09E-09,Down,-4.057583028,8.53E-08,Down
1913,Os05g0550300,Similar to Lipid transfer protein (Fragment).,Biological Process: lipid transport (GO:0006869),OsLTP2.4,,,0.688575323016263,13048,Magenta,0.416850416038783,['not assigned.unknown'],LOC_Os05g47700,-0.062698842,0.999997499,,0.754904282,0.511854772,,-2.755186196,0.000446082,Down,-3.435445127,6.77E-07,Down,-0.451021516,0.583182806,
1914,Os04g0479200,Similar to NAD-dependent isocitrate dehydrogenase c;1.,"Biological Process: tricarboxylic acid cycle (GO:0006099), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: magnesium ion binding (GO:0000287), Molecular Function: isocitrate dehydrogenase (NAD+) activity (GO:0004449), Molecular Function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616), Molecular Function: NAD binding (GO:0051287)",,"Citrate cycle (TCA cycle), Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids",,166.322013033905,348,Turquoise,159.701324335003,['TCA / org. transformation.TCA.IDH'],LOC_Os04g40310,0.143959678,0.999997499,,0.385289519,0.575401273,,3.077151938,4.29E-15,Up,3.218170226,5.81E-20,Up,3.892086894,3.59E-24,Up
1915,Os12g0257600,Similar to Laccase-25.,"Biological Process: lignin catabolic process (GO:0046274), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: apoplast (GO:0048046), Molecular Function: copper ion binding (GO:0005507), Molecular Function: laccase activity (GO:0008471), Molecular Function: oxidoreductase activity (GO:0016491)",OsLAC28,,,27.871248899537,5373,Turquoise,25.9001946826668,['secondary metabolism.simple phenols'],LOC_Os12g15530,-0.919842128,0.999997499,,-0.043436758,0.987637538,,2.355534436,0.004785695,Up,3.019251186,3.28E-05,Up,4.277710113,3.25E-08,Up
1916,Os08g0451200,Protein of unknown function DUF581 family protein.,,OsaFLZ13,,,43.1176905692931,3847,Black,11.0021951338645,['not assigned.unknown'],LOC_Os08g34984,-0.148159114,0.999997499,,-0.455209414,0.532089157,,-3.727395671,2.84E-14,Down,-3.610680516,7.51E-18,Down,-5.143102106,1.70E-18,Down
1917,Os04g0538750,Conserved hypothetical protein.,,,,,73.0280901350692,2304,Turquoise,68.19634167555,,None,-1.116253226,0.999997499,,0.491239373,0.693337842,,2.203615267,0.000659727,Up,2.766066526,1.17E-06,Up,3.295791422,5.72E-08,Up
1918,Os02g0528550,Hypothetical conserved gene.,,,,,3.93886384681115,10853,Black,1.04312493207427,,None,-1.014387596,,,-1.862545184,,,-6.325316538,0.000505959,Down,-4.362668466,0.000331362,Down,-4.730549918,0.004075053,Down
1919,Os11g0693800,Similar to ATP-citrate synthase.,"Molecular Function: ATP binding (GO:0005524), Molecular Function: ligase activity (GO:0016874)",,"Citrate cycle (TCA cycle), Metabolic pathways, Biosynthesis of secondary metabolites",,8.86667416318154,9064,Magenta,4.25585189366795,['TCA / org. transformation.other organic acid transformaitons.atp-citrate lyase'],LOC_Os11g47120,-1.017385354,,,-1.639603964,0.230492173,,-4.247334441,0.000896529,Down,-3.881806372,0.000126023,Down,-4.675897119,0.000691406,Down
1920,Os06g0624850,Non-protein coding transcript.,,,,,10.1124750716151,8692,Brown,6.52069610845867,,None,-0.50816066,,,-1.016406873,0.722670335,,-3.895731739,0.046976966,Down,-3.273006858,0.033950053,Down,-3.23451131,0.076727922,
1921,Os02g0776400,Similar to nuclear transcription factor Y subunit A-3.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700)",OsNF-YA11,,NF-YA,12.6306179586965,8035,Blue,5.83661969205936,"['RNA.regulation of transcription.CCAAT box binding factor family, HAP2']",LOC_Os02g53620,-0.405951483,,,-0.667978932,0.520774054,,-2.939131528,0.000975888,Down,-3.775554514,2.61E-06,Down,-6.719259117,5.15E-05,Down
1922,Os04g0201900,Similar to H0512B01.10 protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: sugar binding (GO:0005529), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)","SDRLK-LecRK1, OsLecRK1, Bph3",,,66.9430683788999,2549,Turquoise,59.663560779649,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os04g12540,-0.802273922,0.999997499,,-0.093286032,0.958121805,,2.663835741,3.81E-05,Up,2.512245183,1.55E-05,Up,3.454458752,3.17E-08,Up
1923,Os01g0184800,Thioredoxin fold domain containing protein.,,,,,153.997940679361,478,Turquoise,134.225459720026,['not assigned.unknown'],LOC_Os01g08960,-0.22175921,0.999997499,,0.372453715,0.712560667,,2.3281112,8.49E-06,Up,2.540125577,4.99E-08,Up,3.050935239,1.57E-09,Up
1924,Os09g0392000,"Similar to mRNA, clone: RTFL01-05-M08.",,,,,42.8808375640749,3868,Turquoise,36.4113131074517,['not assigned.unknown'],LOC_Os09g22440,-0.106597486,0.999997499,,1.069014225,0.012401925,Up,1.457435457,0.00012319,Up,1.671303175,5.94E-07,Up,1.785307201,1.22E-06,Up
1925,Os11g0210201,Conserved hypothetical protein.,,,,,28.2331684464527,5332,Turquoise,22.243906420502,['not assigned.unknown'],LOC_Os11g10470,-0.089442115,0.999997499,,2.292232777,0.007216136,Up,2.641464763,0.000793312,Up,4.240162605,4.30E-10,Up,4.576348496,7.17E-10,Up
1926,Os09g0552600,RmlC-like jelly roll fold domain containing protein.,Molecular Function: nutrient reservoir activity (GO:0045735),,,,114.685756567687,1079,Turquoise,104.483421720914,['development.storage proteins'],LOC_Os09g37976,-0.447780756,0.999997499,,1.014214423,0.239770788,,4.843067298,2.58E-19,Up,5.919793875,3.38E-32,Up,5.837717353,1.61E-28,Up
1927,Os02g0160250,Hypothetical conserved gene.,"Biological Process: ATP hydrolysis coupled proton transport (GO:0015991), Cellular Component: vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221), Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515), Molecular Function: proton-transporting ATPase activity, rotational mechanism (GO:0046961)",,,,54.0654116646886,3150,Yellow,26.0369232613171,['not assigned.unknown'],LOC_Os02g06530,-0.773210844,0.999997499,,0.724081485,0.142584671,,1.655519649,8.31E-06,Up,2.202375709,1.39E-11,Up,2.362794305,3.03E-11,Up
1928,Os04g0126500,Hypothetical protein.,,,,,7.34953832938549,9538,Tan,2.40595023827351,,None,-1.089026265,,,-0.072959528,0.977979681,,-2.752108784,0.01447358,Down,-2.173523047,0.01571324,Down,-2.99536584,0.009805009,Down
1929,Os08g0464950,Hypothetical gene.,,,,,6.78292969562557,9722,Magenta,3.18330878491739,,None,-0.356918745,,,-0.029839284,0.990974306,,-3.732765073,0.002658032,Down,-3.665355722,0.000131662,Down,-6.469743756,0.000205661,Down
1930,Os01g0549700,"Similar to RNA helicase (Fragment)., Similar to cDNA clone:J033114G10, full insert sequence., Similar to predicted protein.","Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: helicase activity (GO:0004386), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATP-dependent helicase activity (GO:0008026),","OsBAT1, UAP56, OsBAT1/UAP56, OsAIP1, Os AIP1","Nucleocytoplasmic transport, mRNA surveillance pathway, Spliceosome",,47.3802306256865,3561,Turquoise,40.8296029805597,['DNA.synthesis/chromatin structure'],LOC_Os01g36890,-0.001003986,0.999997499,,-0.159309669,0.796271528,,0.975262829,0.001585905,,1.289393744,1.46E-06,Up,1.937831512,1.86E-11,Up
1931,Os01g0660900,Similar to phosphoglycerate mutase family protein.,,,,,37.4677220093992,4338,Red,13.7881978971824,['not assigned.unknown'],LOC_Os01g47190,-0.518377792,0.999997499,,2.700481672,1.97E-09,Up,4.28853854,7.21E-23,Up,4.331245153,7.50E-27,Up,4.061549762,7.07E-21,Up
1932,Os12g0511300,"CLT(CRT-like transporter) protein containing no plastid target signal peptide, UAA transporter domain containing protein.",", Biological Process: transmembrane transport (GO:0055085)",OsCLT2,,,58.8686926621645,2910,Turquoise,45.3615377520166,['not assigned.unknown'],LOC_Os12g32650,0.253282411,0.999997499,,0.155917148,0.81599956,,1.519307151,5.48E-07,Up,1.548757723,1.25E-08,Up,1.647510433,3.98E-08,Up
1933,Os04g0173300,"Hypothetical gene., Similar to Transmembrane protein 115., Conserved hypothetical protein.",,,,,7.67952853751156,9444,Brown,3.86979601361036,['not assigned.unknown'],LOC_Os04g09350,-0.612628636,0.999997499,,0.514708094,0.406830972,,0.522692798,0.26245428,,1.431326915,9.32E-05,Up,-1.506383192,0.000556616,Down
1934,Os10g0534900,Similar to Prep (Fragment).,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: DNA binding (GO:0003677), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: protein binding (GO:0005515), Molecular Function: sequence-specific DNA binding (GO:0043565)",,,TALE,54.7968284987559,3117,Blue,39.2247789366941,"['RNA.regulation of transcription.HB,Homeobox transcription factor family']",LOC_Os10g39030,-0.023290344,0.999997499,,0.174007435,0.854569544,,-2.468445333,5.44E-08,Down,-2.883663304,6.38E-13,Down,-3.733588752,3.23E-14,Down
1935,Os04g0514150,Hypothetical gene.,,,,,9.57166153995244,8845,Salmon,1.6479498683943,,None,-0.154265382,0.999997499,,-0.585932298,0.490607609,,1.721294711,0.000925989,Up,1.564384511,0.00078734,Up,1.645950485,0.001355541,Up
1936,Os07g0273600,Disease resistance protein domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",,,,21.1790796437587,6352,Pink,10.6269562372438,['stress.biotic.PR-proteins'],LOC_Os07g17220,0.046709853,0.999997499,,-0.046905861,0.974590831,,-1.871095411,0.001494842,Down,-1.827443833,0.000215163,Down,-2.696210796,3.34E-05,Down
1937,Os12g0511900,"Similar to NB-ARC domain containing protein, expressed.","Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",,,,17.3620924846008,7012,Black,8.11995594761697,['stress.biotic.PR-proteins'],LOC_Os12g32710,-1.038081954,,,-0.819155224,0.552856157,,-2.863661686,0.0065784,Down,-2.905302434,0.000784395,Down,-4.346519979,0.001488944,Down
1938,Os06g0320801,Hypothetical gene.,,,,,32.4560989826424,4830,Turquoise,22.2303139235334,,None,0.549370982,0.999997499,,1.41110925,0.032432832,Up,3.026264711,1.81E-08,Up,1.977186983,9.29E-05,Up,2.133559269,0.000114541,Up
1939,Os04g0368800,Similar to H0607F01.6 protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: calcium ion binding (GO:0005509), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,6.84434386605521,9707,Pink,3.78673294291779,"['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII', 'signalling.receptor kinases.misc']",LOC_Os04g30010,-0.524051726,,,-0.711391589,,,-2.610228404,0.036949376,Down,-3.50547158,0.001712955,Down,-4.457023941,0.007480919,Down
1940,Os04g0583800,RNA-binding region RNP-1 (RNA recognition motif) domain containing protein.,Molecular Function: nucleotide binding (GO:0000166),,,,4.916106776932,10435,Blue,3.39473503563559,['not assigned.unknown'],LOC_Os04g49440,0.075654787,,,-0.473732513,0.70425695,,-1.098583738,0.18668244,,-1.554355064,0.024324183,Down,-1.977182282,0.026510663,Down
1941,Os06g0699600,CCT domain containing protein.,Molecular Function: protein binding (GO:0005515),OsCCT25,,,9.72316042378056,8802,Green,3.02536786713525,['not assigned.unknown'],LOC_Os06g48610,0.517725151,0.999997499,,-0.79137071,0.080992948,,-3.595769967,2.10E-16,Down,-3.72026322,8.97E-24,Down,-2.69691375,2.80E-11,Down
1942,Os12g0188566,Similar to Thioredoxin (TRX).,,,,,15.3405021406758,7445,Blue,10.4442201324482,,None,-0.535547084,,,-1.410291714,0.241895537,,-1.476209973,0.151726778,,-2.729926845,0.002901403,Down,-2.326277965,0.032575179,Down
