id,Label,TF,KEGG,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
2095,Os09g0365300,,,5.58573954282214,10163,GreenYellow,1.93652632925581,NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os09g20030,-0.487892329640645,0.284435816168881,,-1.18198095627465,0.000128567870205,Down,-1.23317658211129,2.25E-05,Down,-1.77625402191934,1.63E-09,Down,-1.73824100845777,1.89E-09,Down
2096,Os02g0118000,,,25.9444185869066,5620,Blue,13.9850302031837,Pentatricopeptide repeat domain containing protein.,,['not assigned.unknown'],LOC_Os02g02590,0.082908991218691,0.921936389954068,,-0.489735543406555,0.221191701214073,,-0.807159997871691,0.015197425515523,,-1.02007343106213,0.001745145625411,Down,-1.20984331812486,0.000143467071833,Down
2097,Os07g0229800,,"Glycerophospholipid metabolism, Biosynthesis of secondary metabolites",14.8404971035979,7548,Black,6.54850850346574,Similar to GLY1; glycerol-3-phosphate dehydrogenase (NAD+).,"Biological Process: glycerol-3-phosphate metabolic process (GO:0006072), Biological Process: glycerol-3-phosphate catabolic process (GO:0046168), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: cytoplasm (GO:0005737), Cellular Component: glycerol-3-phosphate dehydrogenase complex (GO:0009331), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: glycerol-3-phosphate dehydrogenase [NAD+] activity (GO:0004367), Molecular Function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616), Molecular Function: NAD binding (GO:0051287)",['lipid metabolism.glyceral metabolism.Glycerol-3-phosphate dehydrogenase (NAD+)'],LOC_Os07g12640,-0.219656104743365,0.753465491679117,,-0.723153821103833,0.05104435374083,,-0.955234459744355,0.00363014484151,,-1.33149623047857,3.61E-05,Down,-1.98343915184814,6.93E-10,Down
2098,Os03g0773700,,,39.9597153727051,4122,Tan,11.1936454786884,Similar to Receptor-like protein kinase 2.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.leucine rich repeat XI'],LOC_Os03g56270,0.037161690768751,0.979196374545703,,-1.23803659917087,0.012222311943938,Down,-2.25087581178114,3.52E-07,Down,-2.65985632211694,1.81E-09,Down,-4.48817533818597,6.89E-21,Down
2099,Os06g0263801,,,55.4635491374994,3086,Blue,41.6897336602863,Hypothetical gene.,,,None,-0.367011972858253,0.621792609715832,,-1.18252205314911,0.005093968087418,Down,-3.00528126224468,1.04E-14,Down,-3.67811027378466,2.81E-19,Down,-4.34359225297427,1.42E-24,Down
2100,Os04g0677650,,,25.8432282289472,5642,Magenta,13.096628836106,Hypothetical gene.,,,LOC_Os04g58130,0.157738551956753,0.84724751078841,,-0.693978872741644,0.090985799326509,,-1.72419719879913,8.85E-07,Down,-2.29134774177398,3.65E-10,Down,-2.88861474350655,1.04E-14,Down
2101,Os08g0359600,,Ribosome,102.406192101334,1352,Brown,101.365380699282,Similar to 30S ribosomal protein S17.,"Biological Process: translation (GO:0006412), Cellular Component: intracellular (GO:0005622), Cellular Component: ribosome (GO:0005840), Molecular Function: structural constituent of ribosome (GO:0003735)","['protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S17', 'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S17']",LOC_Os08g27090,-0.184109352099297,0.875588662598691,,0.115267861232319,0.887860159936145,,1.13658432826768,0.012525708061803,Up,1.62751909529436,0.000146044074426,Up,1.66392880773654,8.20E-05,Up
2102,Os11g0142500,,"Valine, leucine and isoleucine biosynthesis, Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids",36.96390014345,4379,Grey60,8.15075893612183,"Isopropylmalate synthase, Regulation of seed vigour","Biological Process: leucine biosynthetic process (GO:0009098), Biological Process: carboxylic acid metabolic process (GO:0019752), Molecular Function: catalytic activity (GO:0003824), Molecular Function: 2-isopropylmalate synthase activity (GO:0003852), Molecular Function: transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer (GO:0046912)",['amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase'],LOC_Os11g04670,0.978059159904378,0.000491091453302,,2.64470856845801,9.21E-31,Up,3.23206998181091,4.76E-47,Up,2.98451571005881,1.64E-40,Up,2.74396953736558,1.79E-34,Up
2103,Os02g0123300,,,9.55052537493862,8858,Brown,7.82583318390011,"Eukaryotic translation initiation factor 3 subunit 8, N-terminal domain containing protein.","Biological Process: translational initiation (GO:0006413), Cellular Component: eukaryotic translation initiation factor 3 complex (GO:0005852), Molecular Function: translation initiation factor activity (GO:0003743)",,None,0.176784299056331,0.900165147120246,,0.334816333243537,0.689494354324994,,1.09951869572518,0.050596203822695,,1.25012921633118,0.021007779493215,Up,1.94232383335099,0.000122810023696,Up
2104,Os08g0531000,,,6.07213061064953,9965,Green,2.43574082366438,"Nucleotide pyrophosphatase/phosphodiesterase, Negative effect on plant growth and starch accumulation, Similar to Nucleotide pyrophosphatase/phosphodiesterase (Fragments).","Molecular Function: acid phosphatase activity (GO:0003993), Molecular Function: hydrolase activity (GO:0016787), Molecular Function: metal ion binding (GO:0046872), Molecular Function: hydrolase activity (GO:0016787)",['misc.acid and other phosphatases'],LOC_Os08g41880,0.351447924981111,0.82322067007616,,-0.211998798182673,0.858656264465071,,-3.50045978124292,3.38E-05,Down,-4.50954496095881,3.87E-05,Down,-3.43562540762747,3.36E-05,Down
2105,Os07g0421932,,,1.53519424723301,12271,Cyan,0.794039249111473,Hypothetical gene.,,,None,-0.780435623587677,0.188545232981069,,-1.38727411601763,0.001231101785387,Down,-1.55574355367215,0.000107901573178,Down,-1.90525279314933,1.36E-06,Down,-1.64957696260747,2.63E-05,Down
2106,Os02g0122300,,RNA transport,90.4476472210058,1693,Turquoise,80.9011199003795,Translation initiation factor eIF3 subunit domain containing protein.,,['protein.synthesis.initiation'],LOC_Os02g02990,1.06617141293517,0.000366600506791,Up,1.0051431787053,0.000249162796678,Up,1.42855677411893,1.28E-08,Up,1.95844032172639,9.61E-16,Up,2.41211991910493,8.90E-24,Up
2107,Os07g0627400,,,0.928425563612703,12787,Blue,0.373860397496835,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os07g43430,-0.511715106591152,0.491033024968852,,-1.08918911976719,0.024219928049578,Down,-1.42767871450043,0.001079360387045,Down,-1.57043472476797,0.00032992766789,Down,-1.76372090542031,4.12E-05,Down
2108,Os04g0408600,,,88.0760822256836,1770,Magenta,45.3857708668568,Protein of unknown function DUF662 family protein.,,['DNA.synthesis/chromatin structure'],LOC_Os04g33450,0.327576969767747,0.581545925135306,,-1.47999765085605,7.04E-06,Down,-3.90575153584837,2.93E-32,Down,-4.96965438860539,6.82E-39,Down,-8.35072344842618,1.06E-29,Down
2109,Os01g0257400,C3H,,79.1596019337239,2078,Turquoise,74.7249586396919,"Zinc finger, CCCH-type domain containing protein.","Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C3H zinc finger family'],LOC_Os01g15350,0.010655156086057,0.990116848214998,,0.691624959101258,0.013253162177575,,1.44217046127306,1.67E-09,Up,1.49443709582231,3.01E-10,Up,1.53854420721269,6.15E-11,Up
2110,Os01g0798500,,,198.082815493963,131,Blue,162.556715160585,"Similar to predicted protein., Malate synthase-like family protein.",,['not assigned.unknown'],LOC_Os01g58470,-0.070510040914032,0.919401669462723,,-0.83038051030131,0.00331294135598,,-2.20575421551299,3.08E-18,Down,-2.59890387503006,3.68E-24,Down,-3.71358719595212,1.34E-43,Down
2111,Os08g0441400,,,18.5938578125168,6796,Brown,17.3428172759034,"Cytochrome c oxidase, subunit VIb domain containing protein.","Cellular Component: mitochondrion (GO:0005739), Molecular Function: cytochrome-c oxidase activity (GO:0004129)",['not assigned.unknown'],LOC_Os08g34270,-0.047833351784723,0.969877943791943,,0.532127079820621,0.315734897526505,,0.955972052377944,0.021602205651225,,1.51268035771344,8.91E-05,Up,1.7515242049476,3.17E-06,Up
2112,Os05g0566400,,,25.8576781691799,5638,Yellow,7.06142822003404,Similar to Blast and wounding induced mitogen-activated protein kinase.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: MAP kinase activity (GO:0004707), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.MAP kinases'],LOC_Os05g49140,0.363054978362045,0.518227559060027,,-0.511104480751351,0.193420206043785,,-1.08710486909328,0.000663871496673,Down,-1.44439922186163,3.34E-06,Down,-2.62122634727398,3.65E-17,Down
2113,Os01g0825500,,,8.37961022637286,9210,Blue,3.67059858007838,"Nodulin-like domain containing protein., Similar to nodulin-like protein.",,['development.unspecified'],LOC_Os01g61010,-0.304719867056559,0.713819736435693,,-0.430322038273559,0.426466738749673,,-1.10038133684288,0.007336769800391,Down,-1.95617603915264,1.36E-06,Down,-2.51163506415711,7.34E-10,Down
2114,Os12g0263800,,,17.2212271792452,7037,Black,9.05978363145046,"Similar to cDNA clone:J013002B21, full insert sequence., Similar to cDNA, clone: J065219F05, full insert sequence., Similar to Isoflavone reductase-like protein 1.",", Molecular Function: nucleotide binding (GO:0000166)","['secondary metabolism.phenylpropanoids', 'secondary metabolism.flavonoids.isoflavones.isoflavone reductase']","LOC_Os12g16260, LOC_Os12g16280, LOC_Os12g16290",-0.562406996024271,0.071150194488165,,-0.729617819218213,0.003426607115439,,-0.997117466000491,1.18E-05,,-1.34613709308476,1.15E-09,Down,-1.88292616435324,4.96E-18,Down
2115,Os03g0364400,,,13.299961710014,7886,Brown,7.55873374118061,"Receptor-like cytoplasmic kinase, Leaf senescence, Salt stress response, Similar to Phytosulfokine receptor-like protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: ATP binding (GO:0005524), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os03g24930,-1.20128628828342,0.032974343475299,Down,-0.717209000187238,0.179566605958125,,-0.185451963942342,0.750325004240595,,-1.2035059649887,0.00643048466156,Down,0.161762836566247,0.75721551592548,
2116,Os04g0488700,,MAPK signaling pathway - plant,7.86118747391271,9394,Purple,2.01383106790189,"Similar to PHY3., Similar to protein kinase KIPK.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification'],LOC_Os04g41160,-0.543596227150384,0.542441200866379,,-0.566810991049713,0.387675943394457,,0.620273092756368,0.251038856693343,,1.09586523092069,0.022893385429998,Up,2.18998027418183,7.01E-07,Up
2117,Os01g0933075,,,6.18655824381623,9927,Blue,3.6206230340298,Hypothetical protein.,,,None,-0.691784814795417,0.464818448543527,,-1.06963766795762,0.103848060627638,,-1.69165511001895,0.003127387087258,Down,-2.36456729831041,4.94E-05,Down,-3.18913005944666,1.10E-07,Down
2118,Os01g0223900,,,9.59990286896119,8837,Red,4.61683198629271,Serine/threonine protein kinase-related domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: sugar binding (GO:0005529), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)","['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g12420,1.49687554246253,0.019062931928434,Up,1.95552726982816,0.000167160340106,Up,0.87832575391813,0.119506260769286,,1.00430287134802,0.064343217096512,,1.71633394035387,0.0004678398453,Up
2119,Os01g0818600,,,0.55636604294783,13188,Yellow,0.311738735736114,"Similar to Leucine-rich repeat transmembrane protein kinase., Similar to cDNA clone:J013021N20, full insert sequence.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,LOC_Os01g60280,-0.524967473156115,0.307397069121734,,-1.15750885933553,0.00092205441151,Down,-1.47191746286018,6.18E-06,Down,-1.90520206049037,1.00E-08,Down,-1.28293296470106,6.71E-05,Down
2120,Os03g0267300,,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism",185.433785992888,202,Blue,149.720793543783,"Similar to Fructose-1, 6-bisphosphatase, chloroplast precursor (EC 3.1.3.11) (D- fructose-1, 6-bisphosphate 1-phosphohydrolase) (FBPase)., Similar to Chloroplast fructose-1, 6-bisphosphatase.","Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: phosphoric ester hydrolase activity (GO:0042578)",['PS.calvin cycle.FBPase'],LOC_Os03g16050,-0.743899846558353,0.014219987809831,,-1.92264301799105,4.94E-16,Down,-3.51012813522136,5.16E-53,Down,-5.71800782852528,1.55E-124,Down,-6.66787196308604,1.72E-153,Down
2121,Os03g0266300,,Protein processing in endoplasmic reticulum,61.6090177194582,2765,Red,38.1949398446803,Class I low-molecular-weight heat shock protein 17.9.,,['stress.abiotic.heat'],LOC_Os03g15960,1.41504632754423,0.019712716849219,Up,2.30390869092836,1.60E-06,Up,3.51639227981762,2.76E-15,Up,4.29634778740169,9.29E-23,Up,5.10008855443392,5.28E-32,Up
2122,Os03g0786700,,,86.4135065711486,1822,Brown,84.3474308881549,"N2, N2-dimethylguanosine tRNA methyltransferase family protein.","Biological Process: tRNA processing (GO:0008033), Molecular Function: RNA binding (GO:0003723), Molecular Function: tRNA (guanine-N2-)-methyltransferase activity (GO:0004809)",['RNA.regulation of transcription.unclassified'],LOC_Os03g57280,0.022674015186932,0.98571450913708,,0.584731279941059,0.209271037072217,,1.59914998767264,6.33E-06,Up,2.02763483515247,3.61E-09,Up,2.23625552346525,3.96E-11,Up
2123,Os01g0314800,,,33.4202575399782,4723,Purple,12.3935719897099,Late embryogenesis abundant protein 3 family protein.,Biological Process: response to stress (GO:0006950),['not assigned.unknown'],LOC_Os01g21250,-0.18778255222711,0.803662643363505,,0.851005178871658,0.018085610973112,,1.96863985565081,1.78E-10,Up,2.01680189620392,4.14E-11,Up,2.15690791297192,1.07E-12,Up
2124,Os01g0174900,,,32.0171803898377,4883,Red,22.0189335094056,Thioredoxin fold domain containing protein.,"Biological Process: cell redox homeostasis (GO:0045454), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: protein disulfide oxidoreductase activity (GO:0015035)",['redox.glutaredoxins'],LOC_Os01g07950,-0.089618881729624,0.91002397380388,,0.543984659864764,0.117474625710497,,1.31103279823401,2.29E-06,Up,1.57927762109072,5.50E-09,Up,1.86775392056055,2.03E-12,Up
2125,Os01g0115100,,,20.4813119053057,6465,Blue,14.0067677112421,Hypothetical conserved gene.,,['not assigned.unknown'],LOC_Os01g02490,-1.50601417930657,0.019712716849219,Down,-1.92723826224404,0.000411331358913,Down,-1.4601805124138,0.004167946567069,Down,-1.16240957482586,0.023844708496376,Down,-1.59242941045642,0.001408988089674,Down
2126,Os01g0896200,,,36.3692909981367,4430,Magenta,30.0267467685098,Similar to SF16 protein.,,['signalling.calcium'],LOC_Os01g67090,-0.031838924829315,0.98049759394003,,-0.689165163037924,0.205989954302799,,-2.00074273468134,5.55E-06,Down,-2.53721543884726,1.51E-08,Down,-3.61048506791231,1.93E-14,Down
2127,Os05g0358400,,,47.8827525666754,3526,Purple,15.0959011958804,"Butirosin biosynthesis, BtrG-like domain containing protein., Similar to predicted protein.",,['not assigned.unknown'],LOC_Os05g29020,-0.117376051712267,0.870986901248982,,-0.680112209194848,0.041523469244612,,-1.15516250021273,7.78E-05,Down,-1.11920388369371,0.000135926498838,Down,-1.28932823549552,7.59E-06,Down
2128,Os03g0114900,,,41.5110685578793,3975,Yellow,20.8966271634449,Similar to putaive mitochondrial inner membrane protein [Oryza sativa (japonica cultivar-group)].,,['protein.targeting.mitochondria'],LOC_Os03g02390,0.608296655245094,0.310357267474077,,0.999366739736261,0.014280286297374,,1.9357709878373,2.02E-08,Up,2.51587015082194,5.99E-14,Up,2.87402473931949,3.14E-18,Up
2129,Os04g0527700,,,37.3112906991936,4351,Turquoise,35.2200065891117,CHCH domain containing protein.,,['not assigned.unknown'],LOC_Os04g44550,1.29980423929511,0.005115094446481,Up,2.06041504279842,6.31E-08,Up,2.66283471743608,1.12E-13,Up,2.99344162405538,2.67E-17,Up,3.36883120255176,6.31E-22,Up
2130,Os06g0609900,,,60.4313130291635,2837,Blue,43.0625179486692,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os06g40750,-0.36307347931629,0.822444454169249,,-1.20578480651902,0.161026819870964,,-1.41960661295878,0.060288228656913,,-1.89258374733445,0.011546504253033,Down,-2.35923237833745,0.001406110953344,Down
2131,Os07g0510800,,,0.416433000765491,13352,Grey,0.057254363253713,Hypothetical conserved gene.,,['RNA.transcription'],LOC_Os07g32650,-0.271335705265294,0.760530177432864,,-1.07848730728747,0.019678380714906,Down,-1.33408658992198,0.001490867869223,Down,-1.57833164679654,0.000205143556998,Down,-1.25116921579509,0.002371760478334,Down
2132,Os03g0342400,,,56.2708453742798,3037,Blue,37.4700733337337,Similar to H0307D04.14 protein.,,,None,-0.765915041634339,0.478018759763668,,-1.46347555577791,0.045578396939545,Down,-1.92863755337396,0.003542822419355,Down,-2.89097468152124,6.27E-05,Down,-3.18081962923486,7.48E-06,Down
2133,Os04g0513000,,,50.6318363622874,3347,Blue,40.7104520194127,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os04g43350,-0.20286718954708,0.828459767982018,,-0.791025871225134,0.093180133825757,,-1.08262526296442,0.008614644568252,Down,-1.37735252342704,0.000705147890931,Down,-1.49132630344742,0.000183131911344,Down
2134,Os01g0218100,bHLH,,89.6951563862942,1714,Turquoise,82.0673546006545,Helix-loop-helix DNA-binding domain containing protein.,,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os01g11910,-0.608969505508415,0.259751157554245,,0.196926560625412,0.704544250428304,,1.12636922597901,0.000423677725919,Up,1.02615997096425,0.001366981661607,Up,2.00482227841872,1.39E-11,Up
2135,Os02g0119600,,,152.882398860045,498,Turquoise,139.399256930597,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g02730,0.418704811133927,0.782074434638048,,1.62776177607054,0.017612520008515,Up,2.77217705176563,1.83E-06,Up,2.90775332486785,4.04E-07,Up,3.55217503129875,1.86E-10,Up
2136,Os12g0619000,,,88.9779749829956,1743,Magenta,25.2168227534209,IQ calmodulin-binding region domain containing protein.,Molecular Function: protein binding (GO:0005515),['signalling.calcium'],LOC_Os12g42430,0.012662456937822,0.990116848214998,,-0.953965141357739,0.004680489484249,,-2.42239109662106,4.04E-15,Down,-2.80528876521206,1.20E-18,Down,-3.94666151003719,1.15E-30,Down
2137,Os03g0575700,,,13.7701144690059,7775,Blue,8.13373705850854,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os03g37878,-0.650460485631276,0.429746797175044,,-1.0922122676617,0.054005192643285,,-1.93376114956791,0.000121382263491,Down,-2.39981530618947,3.87E-06,Down,-1.28588481758513,0.009272114478878,Down
2138,Os12g0102600,,,120.066199762519,965,Blue,96.3960104380711,Similar to HCF152.,Molecular Function: binding (GO:0005488),['RNA.processing'],LOC_Os12g01210,-1.09318363369505,0.031669212971129,Down,-2.19066924272734,1.24E-07,Down,-2.90165346027817,9.56E-13,Down,-4.31402401702896,3.97E-18,Down,-4.6266910459369,4.73E-21,Down
2139,Os05g0586400,,,25.7914437222933,5650,Blue,14.6548528995849,Protein of unknown function DUF3133 domain containing protein.,,['signalling.G-proteins'],LOC_Os05g50910,0.810742873282186,0.132005149549943,,-0.073953297406529,0.917833656681064,,-0.983685330407325,0.017549717854181,,-1.20124867197047,0.003330971404904,Down,-2.98148537111192,1.56E-11,Down
2140,Os08g0288500,,,6.34041843420975,9874,LightCyan,4.07182243138811,Similar to G-patch domain containing protein.,,['not assigned.unknown'],LOC_Os08g19170,0.73742779846419,0.057245966302808,,1.95597574842845,4.94E-12,Up,1.89872376770335,6.02E-12,Up,1.86149770673069,1.16E-11,Up,2.42653261363234,2.19E-19,Up
2141,Os03g0102700,,,4.1589308830036,10744,Brown,2.06011533148194,Similar to Expansin-B7.,"Biological Process: sexual reproduction (GO:0019953), Cellular Component: extracellular region (GO:0005576)",['cell wall.modification'],LOC_Os03g01270,0.138753443430786,0.951490819180203,,-0.190191605756362,0.892568654020242,,1.64623081528645,0.031247649553706,Up,2.28097286108211,0.001442553109085,Up,-0.338121044624818,0.721355946195131,
2142,Os01g0962100,,,80.684218881135,2024,Turquoise,70.8305191837461,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os01g73110,0.166051923741175,0.881608345678977,,1.31203527363183,0.005533506357831,Up,1.72077579017419,6.38E-05,Up,1.95386274387996,3.34E-06,Up,0.899996556254092,0.044214464294248,
2143,Os05g0110300,,,169.572191575305,322,Blue,142.672831406354,Similar to NAD-dependent epimerase/dehydratase.,"Biological Process: steroid biosynthetic process (GO:0006694), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: 3-beta-hydroxy-delta5-steroid dehydrogenase activity (GO:0003854), Molecular Function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)",['protein.degradation'],LOC_Os05g01970,0.069353199454117,0.923065565296912,,-1.0281742500236,0.000290385418887,Down,-2.33890449792141,1.14E-18,Down,-2.17216932939029,3.06E-16,Down,-2.30022025571004,3.51E-18,Down
2144,Os04g0521700,,,3.46297514883827,11102,Turquoise,1.99045769137378,Similar to OSIGBa0131L05.9 protein.,,['not assigned.unknown'],LOC_Os04g44100,1.38128455218323,0.239491729071689,,1.61474144410639,0.067615736287704,,2.02157378222966,0.008499454743361,Up,2.66716320383785,0.000242979890602,Up,2.63789922793433,0.000238010176708,Up
2145,Os02g0255500,,"MAPK signaling pathway - plant, Plant hormone signal transduction",18.6014070531597,6795,Blue,12.8407334449094,Similar to Extensin (Fragment).,,['stress.abiotic.unspecified'],LOC_Os02g15640,-0.329632088981372,0.409246205046087,,-0.428290158676139,0.138638204517654,,-1.14032422315674,1.14E-06,Down,-1.92257974014086,9.27E-17,Down,-1.90735765063336,1.05E-16,Down
2146,Os06g0120200,,,25.3274431094939,5720,Blue,13.5272390570169,Protein of unknown function DUF594 family protein.,,['not assigned.unknown'],LOC_Os06g02960,-0.034237912039916,0.986379069716204,,-1.40807503237728,0.05158656268987,,-1.48193378613268,0.023358497928093,Down,-1.43205607047138,0.02877648489073,Down,-1.36746835916816,0.031171726926164,Down
2147,Os03g0390000,,Ribosome,134.843023795326,737,Brown,132.82635845821,Similar to Ribosomal protein s6 RPS6-2.,,['protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S6'],LOC_Os03g27260,0.297729907544185,0.492481994268185,,0.502814601979747,0.082580783171863,,1.11472808733002,3.10E-06,Up,1.69328200263448,1.81E-13,Up,2.03267924617998,3.25E-19,Up
2148,Os01g0887100,,"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",59.1423203080788,2899,Blue,43.4935055594638,Similar to 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol synthase.,"Biological Process: isoprenoid biosynthetic process (GO:0008299), Molecular Function: catalytic activity (GO:0003824)",['secondary metabolism.isoprenoids.non-mevalonate pathway.CMS'],LOC_Os01g66360,-0.274795154673669,0.643669465147546,,-0.785561788428476,0.021116170170505,,-1.45212749006898,1.51E-06,Down,-1.11978703312025,0.000230784922583,Down,-1.70025335834378,1.40E-08,Down
2149,Os01g0531400,,,5.24609671965943,10289,Blue,4.00363879188679,Hypothetical conserved gene.,,['not assigned.unknown'],LOC_Os01g34690,-0.79826517584915,,,-0.890337380452481,0.56377765922721,,-2.73569609386214,0.024646268583332,Down,-2.3124835832106,0.055653374679289,,-3.08010893001159,0.011048754670801,Down
2150,Os05g0479900,,,11.7055200538354,8271,Pink,6.57418216745994,Protein of unknown function DUF3133 domain containing protein.,,['not assigned.unknown'],LOC_Os05g40170,-1.29254402834658,,,-2.5433332312517,0.131702770957814,,-1.99407665954927,0.18625949339721,,-4.02389352243965,0.019552946078982,Down,-5.21550530105965,0.003839832025478,Down
2151,Os02g0529900,,,122.946225489971,916,Tan,14.5353203512696,Pentatricopeptide repeat domain containing protein.,Molecular Function: binding (GO:0005488),"['RNA.regulation of transcription.MYB domain transcription factor family', 'transport.misc']",LOC_Os02g32780,-0.792960328688378,0.144034581412137,,-1.96929062046603,5.18E-07,Down,-3.28954705218778,2.76E-17,Down,-4.72947228847485,5.30E-24,Down,-5.27916495765283,6.82E-28,Down
2152,Os05g0304600,,"Linoleic acid metabolism, alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",147.687063616756,566,Blue,112.76840974913,"Similar to Lipoxygenase (Fragment)., Similar to Lipoxygenase.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: protein binding (GO:0005515), Molecular Function: lipoxygenase activity (GO:0016165), Molecular Function: oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702), Molecular Function: metal ion binding (GO:0046872), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: lipoxygenase activity (GO:0016165), Molecular Function: oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702), Molecular Function: metal ion binding (GO:0046872)",['hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase'],LOC_Os05g23880,-1.0992693605393,0.00311484015183,Down,-2.75464921843164,3.19E-18,Down,-3.90763317678953,2.41E-33,Down,-5.6280131691621,2.77E-40,Down,-6.68944622978839,2.60E-43,Down
