id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
1361,Os06g0661500,Conserved hypothetical protein.,,,,,50.8465513715301,3333,Turquoise,47.6111012533174,['not assigned.unknown'],LOC_Os06g45060,1.17478105918034,0.040228607942226,Up,1.10321628122669,0.048495265433224,Up,1.30590947483515,0.014644031617342,Up,1.62054213618945,0.001653159714384,Up
1362,Os06g0329900,SAM dependent carboxyl methyltransferase family protein.,Molecular Function: methyltransferase activity (GO:0008168),,,,21.4163213853887,6308,Brown,13.071775354828,['hormone metabolism.salicylic acid.synthesis-degradation'],LOC_Os06g22440,-1.0375540457975,0.425326957325271,,-0.643446367214521,0.644389448275058,,-0.042632336847072,0.978671485318322,,0.053087082261153,0.974843566460123,
1363,Os04g0116600,Glucose/ribitol dehydrogenase family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",,"Fatty acid elongation, Biosynthesis of unsaturated fatty acids, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism",,58.6341728499981,2926,Tan,10.9563526771603,['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os04g02620,-1.99047290183586,7.25E-06,Down,-2.59889234530348,1.31E-09,Down,-3.85118388909128,1.89E-18,Down,-3.80585362650717,2.37E-17,Down
1364,Os01g0842200,"Similar to Scarecrow-like 9 (Fragment)., Similar to SCARECROW-like protein.",,ZOS1-16,,GRAS,19.2389707613218,6684,Yellow,11.3635397308023,['RNA.regulation of transcription.GRAS transcription factor family'],LOC_Os01g62460,0.344696867746335,0.422234160896384,,-0.457203748994013,0.257980213107363,,-0.777598553380864,0.031091346538472,,-0.750345393650541,0.037746651446325,
1365,Os11g0181700,"Similar to retinol dehydrogenase 12., Similar to Short-chain dehydrogenase Tic32.","Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",,,,15.7291073670906,7366,Purple,6.95861780194057,['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os11g07922,1.1457373746881,0.046734940542995,Up,1.19467796446129,0.030932641492011,Up,-0.020653002245269,0.980244632837679,,-1.31417969879814,0.016659707911372,Down
1366,Os09g0457100,Cytochrome P450 family protein.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",OsABA8ox3,"Carotenoid biosynthesis, Biosynthesis of secondary metabolites",,35.094884951569,4557,Yellow,19.284291160806,['misc.cytochrome P450'],LOC_Os09g28390,1.12982232027178,0.037759301205481,Up,-1.20490981191943,0.034553619575173,Down,-1.92715326959062,0.000450057852573,Down,-2.87211964088939,4.39E-06,Down
1367,Os07g0570100,Similar to predicted protein.,"Biological Process: proteolysis (GO:0006508), Molecular Function: catalytic activity (GO:0003824), Molecular Function: metalloendopeptidase activity (GO:0004222), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: metal ion binding (GO:0046872)",,,,37.7676973063977,4311,Pink,18.8410405320097,['protein.degradation.metalloprotease'],LOC_Os07g38260,0.125934211530539,0.875861017984703,,-0.746937457296133,0.230381266123664,,-0.717178508926253,0.245444432053768,,-0.511699490661182,0.429940292040371,
1368,Os02g0480200,Hypothetical conserved gene.,,,,,28.2271590568083,5334,Green,12.550917746376,['not assigned.unknown'],LOC_Os02g27870,-0.162405433063614,0.701936853607424,,-0.65665668111477,0.050239207239568,,-0.840793067500253,0.008176829342202,,-0.915998180297072,0.004401595129417,
1369,Os06g0582400,Conserved hypothetical protein.,,,,,0.275659960047579,13503,Grey,0.011992290793632,['not assigned.unknown'],LOC_Os06g38430,0.295139404424454,0.666183587806143,,0.402348282359873,0.53117422084142,,0.149701005879074,0.841489289016936,,-0.801374175566841,0.18697520069293,
1370,Os01g0602400,Similar to Cytochrome P450 monooxygenase CYP72A5 (Fragment).,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",CYP72A32,,,3.31726386213769,11181,Purple,1.42626823723389,['misc.cytochrome P450'],LOC_Os01g41810,-0.79006041971647,0.269747374151742,,-1.61785580614655,0.013530113545804,Down,-2.010282632919,0.001691079947914,Down,-1.74473508680356,0.008603921052466,Down
1371,Os08g0351300,Conserved hypothetical protein.,,,,,1.74806460881155,12106,Pink,0.759333295718792,['not assigned.unknown'],LOC_Os08g26230,-0.020740742464887,0.979348059739109,,0.612604173394443,0.278438312518111,,0.658102215567806,0.229853388956268,,0.742696152678497,0.162413651111059,
1372,Os06g0230100,Similar to Cellulose synthase-like A1.,,CSLA3,,,72.7876340809698,2313,Blue,44.2578613552535,['cell wall.cellulose synthesis'],LOC_Os06g12460,-1.26856037316856,0.236370825874163,,-4.03209889038578,1.52E-05,Down,-3.89256100236271,2.06E-05,Down,-3.78241243604591,4.08E-05,Down
1373,Os03g0616400,"Similar to Plasma membrane Ca2+-ATPase., Similar to P-type ATPase (Fragment).","Biological Process: ATP biosynthetic process (GO:0006754), Biological Process: cation transport (GO:0006812), Biological Process: metabolic process (GO:0008152), Biological Process: calcium ion transmembrane transport (GO:0070588), Cellular Component: membrane (GO:0016020), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: calcium-transporting ATPase activity (GO:0005388), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism (GO:0015662), Molecular Function: hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances (GO:0016820), Molecular Function: metal ion binding (GO:0046872), Biological Process: ATP biosynthetic process (GO:0006754), Biological Process: cation transport (GO:0006812), Biological Process: metabolic process (GO:0008152), Biological Process: calcium ion transmembrane transport (GO:0070588), Cellular Component: membrane (GO:0016020), Molecular Function: catalytic activity (GO:0003824), Molecular Function: calcium-transporting ATPase activity (GO:0005388), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism (GO:0015662), Molecular Function: hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances (GO:0016820)",osACA3,,,16.1242248942083,7273,Brown,8.60072481741104,['signalling.calcium'],LOC_Os03g42020,0.527372723011057,0.631465650712131,,1.37611138128002,0.133846191227259,,2.04425201785323,0.015488052733588,Up,1.84387592852187,0.030747414197788,Up
1374,Os01g0711000,Similar to Vacuolar ATP synthase subunit B isoform 2 (EC 3.6.3.14) (V-ATPase B subunit 2) (Vacuolar proton pump B subunit 2).,"Biological Process: ATP hydrolysis coupled proton transport (GO:0015991), Biological Process: proton transport (GO:0015992), Biological Process: ATP metabolic process (GO:0046034), Cellular Component: proton-transporting two-sector ATPase complex (GO:0016469), Cellular Component: proton-transporting two-sector ATPase complex, catalytic domain (GO:0033178), Cellular Component: proton-transporting V-type ATPase, V1 domain (GO:0033180), Molecular Function: ATP binding (GO:0005524), Molecular Function: hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances (GO:0016820), Molecular Function: hydrogen ion transporting ATP synthase activity, rotational mechanism (GO:0046933), Molecular Function: proton-transporting ATPase activity, rotational mechanism (GO:0046961)",,"Oxidative phosphorylation, Metabolic pathways, Phagosome",,116.71612536952,1029,Turquoise,93.3211799341476,['mitochondrial electron transport / ATP synthesis.F1-ATPase'],LOC_Os01g51380,1.91792857911314,4.03E-10,Up,2.3112192042177,4.12E-15,Up,2.0986126679213,9.99E-13,Up,2.5503671515299,1.42E-18,Up
1375,Os03g0254250,Non-protein coding transcript.,,,,,88.3443923124172,1762,Blue,55.4125383706453,['not assigned.unknown'],LOC_Os03g14915,-1.31750465024286,0.066074355331072,,-5.7739875811158,1.79E-09,Down,-8.06652132739707,1.00E-07,Down,-6.62823543244695,9.39E-08,Down
1376,Os10g0485400,Hypothetical gene.,,,,,15.8907561622878,7320,Tan,5.08775464554628,['not assigned.unknown'],LOC_Os10g34409,-0.374771755399885,0.501463603634749,,-1.5883359578993,0.000395066553951,Down,-2.25610123743457,3.31E-07,Down,-1.79470118386338,5.88E-05,Down
1377,Os09g0249900,Similar to Ferredoxin-thioredoxin reductase catalytic chain.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: ferredoxin-NAD(P) reductase activity (GO:0008937)",,,,34.0149762714555,4657,Green,12.6410891714057,['redox.thioredoxin'],LOC_Os09g07570,-0.546425978931933,0.277719942554825,,-1.04836557316412,0.017468555010877,Down,-1.23282332036293,0.003785555386776,Down,-1.39861491080537,0.001021951027004,Down
1378,Os02g0727300,"Similar to Beta-catenin repeat family protein., Similar to ubiquitin-protein ligase.","Biological Process: protein ubiquitination (GO:0016567), Cellular Component: ubiquitin ligase complex (GO:0000151), Molecular Function: ubiquitin-protein ligase activity (GO:0004842), Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515), Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515)",OsPUB21,,,58.7534834552242,2920,Black,27.2785582042388,['protein.degradation.ubiquitin.E3.RING'],LOC_Os02g49520,-1.05693109698715,0.003926342349311,Down,-2.25839225871435,8.30E-11,Down,-2.59209821194123,6.53E-14,Down,-3.30301707709227,6.64E-18,Down
1379,Os08g0545200,"Alcohol dehydrogenase superfamily, zinc-containing protein.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: oxidoreductase activity (GO:0016491)",,"Pentose and glucuronate interconversions, Fructose and mannose metabolism, Metabolic pathways",,69.0673111445953,2457,Turquoise,49.3970120814991,['misc.alcohol dehydrogenases'],LOC_Os08g43190,0.74051364504853,0.13135197279062,,2.73000927460311,3.12E-12,Up,2.96654222412497,1.65E-14,Up,2.75274412785061,1.26E-12,Up
1380,Os02g0759900,Similar to threonine endopeptidase.,,,,,81.9109687299109,1980,Green,33.821031042303,['not assigned.unknown'],LOC_Os02g52260,-1.06136739596824,0.017736795017961,Down,-2.25063457116736,1.74E-08,Down,-2.87935217518619,2.20E-13,Down,-3.93111828245622,6.12E-23,Down
1381,Os02g0262800,Similar to NBS-LRR protein (Fragment).,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",,,,4.90294637920377,10442,Brown,1.69371028074351,['stress.biotic.PR-proteins'],LOC_Os02g16270,-1.46777515660822,0.00046236894062,Down,-3.18004982301427,5.39E-15,Down,-2.53384594210242,1.00E-10,Down,-2.26456400151936,9.74E-09,Down
1382,Os09g0494200,"Membrane-associated chitinase-like protein, Cellulose biosynthesis, Similar to Chitinase-like protein (EC 3.2.1.14).","Biological Process: carbohydrate metabolic process (GO:0005975), Biological Process: chitin catabolic process (GO:0006032), Biological Process: cell wall macromolecule catabolic process (GO:0016998), Molecular Function: chitinase activity (GO:0004568)","BC15, OsCTL1",,,54.4361301817595,3130,Magenta,35.6944775000465,['stress.biotic'],LOC_Os09g32080,-0.501919041422252,0.628716320265464,,-2.20077029483659,0.005991951194002,Down,-2.50557011934486,0.001331068674833,Down,-2.08265193572288,0.008840923953312,Down
1383,Os06g0475400,"Glycosyltransferase AER61, uncharacterized domain containing protein.","Molecular Function: transferase activity, transferring glycosyl groups (GO:0016757)",,,,1.08136937108446,12656,Turquoise,0.837648693005142,['not assigned.unknown'],LOC_Os06g28124,-0.872928779816527,0.179106954805277,,-1.11131909858408,0.06683824129123,,0.585384423966048,0.377014723822632,,1.13922223287391,0.047855941087579,Up
1384,Os10g0361000,"Lipoxygenase, LH2 domain containing protein.",Molecular Function: protein binding (GO:0005515),,,,1.01570470240573,12706,Brown,0.558426057586032,['not assigned.unknown'],LOC_Os10g21670,0.308654852450473,0.842014868851907,,-0.281300343821537,0.860111420462913,,-0.754319371833436,0.593686411365784,,1.006892224004,0.424668252236389,
1385,Os05g0540000,"EXTL2, alpha-1, 4-N-acetylhexosaminyltransferase domain containing protein.","Cellular Component: intrinsic to endoplasmic reticulum membrane (GO:0031227), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",OsGINT1,,,4.31661344497569,10672,Turquoise,2.26571191925781,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os05g46260,0.637245127667473,0.06925813735193,,1.25403952731108,3.79E-05,Up,1.17731293931463,0.000106361668367,Up,1.26011800201479,2.77E-05,Up
1386,Os07g0260300,Thioredoxin fold domain containing protein.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: antioxidant activity (GO:0016209), Molecular Function: oxidoreductase activity (GO:0016491)",,,,52.38253241833,3248,Blue,34.1114115554464,['not assigned.unknown'],LOC_Os07g15670,-0.667650647781995,0.083511240413524,,-1.09737854679549,0.001547892733738,Down,-1.30530032108198,0.000104293888893,Down,-1.79664026507221,5.78E-08,Down
1387,Os09g0424200,Glutamine amidotransferase class-I domain containing protein.,,,,,8.58093526823945,9146,Blue,5.2528574746337,['nucleotide metabolism.synthesis.unspecified'],LOC_Os09g25610,-0.193866377071177,0.924183387768393,,-2.68953864857211,0.090008463024127,,-7.12730093794299,0.000542036204343,Down,-6.69889034402749,0.00117239013252,Down
1388,Os01g0363300,"Uncharacterised protein family UPF0497, trans-membrane plant subgroup domain containing protein.",,,,,0.442912117764146,13320,Grey,0.069244099752185,['not assigned.unknown'],LOC_Os01g26120,-1.11916275618996,0.019489264174727,Down,0.0491627215395,0.941632966339304,,-0.651838007530459,0.178182092144044,,-0.548724382794442,0.27180869744064,
1389,Os02g0705000,NAD(P)-binding domain containing protein.,Molecular Function: nucleotide binding (GO:0000166),,,,4.56800454195968,10577,Magenta,2.97975554639224,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os02g47610,-0.074122437857255,0.921911991354429,,0.244542707280576,0.719882518211895,,-0.506977052677421,0.40241832187774,,-0.985162181220901,0.069753040460463,
1390,Os01g0566050,-,"Biological Process: regulation of photoperiodism, flowering (GO:2000028)",OsEF3|OsELF3-2|OsELF3.2,,,4.22368128125529,10714,Red,2.47306754259952,,,1.41103106096123,0.002536424997841,Up,1.91421286083228,1.00E-05,Up,2.18107959785152,2.69E-07,Up,2.603010405515,4.09E-10,Up
1391,Os03g0817200,"Amino acid transporter, transmembrane domain containing protein.",,,,,115.811291671301,1052,Turquoise,102.10746975167,['transport.amino acids'],LOC_Os03g60260,2.45074570396863,4.06E-06,Up,3.07657428499146,1.46E-09,Up,3.25641667071991,9.11E-11,Up,3.2315014466221,1.15E-10,Up
1392,Os01g0876800,RNA-binding region RNP-1  (RNA recognition motif) domain containing protein.,"Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676)",,,,2.41471157433807,11690,Magenta,1.93562948606342,['RNA.RNA binding'],LOC_Os01g65550,-0.246891589592265,0.713203784383449,,-1.02922672158371,0.051746638721162,,-0.59747561888303,0.29806377013856,,-0.787333171703067,0.14770603531785,
1393,Os03g0701100,"Similar to Prp18 domain containing protein, expressed.","Biological Process: RNA splicing (GO:0008380), Cellular Component: spliceosomal complex (GO:0005681)",,Spliceosome,,39.7297857223165,4136,Turquoise,26.5338184698692,['RNA.processing.splicing'],LOC_Os03g49430,3.33172353764042,1.85E-06,Up,3.94633248564474,3.23E-09,Up,3.38977110148522,4.59E-07,Up,2.82353084978958,4.18E-05,Up
1394,Os05g0125200,"Concanavalin A-like lectin/glucanase, subgroup domain containing protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: binding (GO:0005488), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,4.84312356028031,10465,Red,1.83593025287157,['protein.postranslational modification'],LOC_Os05g03450,-0.406536794350503,0.746014268733336,,2.09673005490401,0.015139787772198,Up,2.16676581795062,0.01061136299691,Up,2.21107193757442,0.008655460524883,Up
1395,Os08g0378900,"Similar to Thioredoxin protein., Subunit of PEP (Plastid-encoded RNA polymerase) in chloroplasts, Chloroplast development","Biological Process: glycerol ether metabolic process (GO:0006662), Biological Process: cell redox homeostasis (GO:0045454), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: protein disulfide oxidoreductase activity (GO:0015035), Biological Process: cell redox homeostasis (GO:0045454)",OsTRXz,,,24.7104559305376,5816,Tan,10.9134655268317,['redox.thioredoxin'],LOC_Os08g29110,-1.27574872096822,2.79E-05,Down,-1.24432474665732,1.83E-05,Down,-1.81292141715102,2.70E-10,Down,-2.1003145295113,5.32E-12,Down
1396,Os01g0507000,"Non-protein coding transcript., Conserved hypothetical protein.",,,,,5.30488932376166,10259,Blue,1.15150033559337,['not assigned.unknown'],LOC_Os01g32259,-1.60622318919969,4.78E-07,Down,-1.51458744275678,8.02E-07,Down,-1.43711117186676,1.94E-06,Down,-0.573164445599234,0.085947946051447,
1397,Os03g0231800,"Similar to Squalene monooxygenase 1 (EC 1.14.99.7)., Similar to squalene monooxygenase.",", Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: integral to membrane (GO:0016021), Molecular Function: squalene monooxygenase activity (GO:0004506), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",,"Steroid biosynthesis, Sesquiterpenoid and triterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,23.6048954390835,5977,Purple,13.5640515192782,['hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other'],LOC_Os03g12910,-0.33748824559063,0.613203361976102,,-0.834004646227893,0.140155540046949,,-0.566014909540217,0.345789962356338,,-0.729271620111226,0.198177023728914,
1398,Os06g0354500,"Similar to Acyl-coenzyme A oxidase 3, peroxisomal precursor (EC 1.3.3.6) (AOX 3) (Medium-chain acyl-CoA oxidase) (AtCX3).","Biological Process: fatty acid metabolic process (GO:0006631), Biological Process: fatty acid beta-oxidation (GO:0006635), Biological Process: metabolic process (GO:0008152), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: peroxisome (GO:0005777), Molecular Function: acyl-CoA dehydrogenase activity (GO:0003995), Molecular Function: acyl-CoA oxidase activity (GO:0003997), Molecular Function: oxidoreductase activity, acting on the CH-CH group of donors (GO:0016627), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",OsACX3,"Fatty acid degradation, beta-Alanine metabolism, alpha-Linolenic acid metabolism, Propanoate metabolism, Biosynthesis of unsaturated fatty acids, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Fatty acid metabolism, Peroxisome",,122.65127864447,919,Red,51.9909820824211,['lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'],LOC_Os06g24704,0.926735933457691,0.000231816859557,,2.04888434084529,2.56E-19,Up,2.40169484562134,1.37E-26,Up,2.45610402866319,6.80E-28,Up
1399,Os03g0689900,Similar to predicted protein.,"Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515)",,,,10.87906513384,8481,Red,6.98476570853389,['not assigned.unknown'],LOC_Os03g48380,0.661846315268773,0.006454216189182,,1.18053452048739,6.01E-08,Up,1.16197490750859,7.72E-08,Up,0.92059600369675,3.16E-05,
1400,Os03g0726500,Protein of unknown function DUF81 domain containing protein.,Cellular Component: integral to membrane (GO:0016021),,,,46.7169800392415,3602,Turquoise,20.507138027087,['not assigned.unknown'],LOC_Os03g51650,1.89214294157787,3.38E-20,Up,0.723274034858962,0.001092360676608,,0.930517277319126,1.25E-05,,1.28918160412012,4.29E-10,Up
1401,Os01g0158200,Similar to Serine carboxypeptidase II-1 precursor (EC 3.4.16.6) (CP-MII.1) (Fragment).,"Biological Process: proteolysis (GO:0006508), Molecular Function: serine-type carboxypeptidase activity (GO:0004185)",OsSCP1,,,10.1068267902346,8693,Green,3.80605930605193,['protein.degradation.serine protease'],LOC_Os01g06490,-0.495454406558703,0.171176593727817,,-0.382319939237532,0.298649963063075,,-0.755543107058228,0.018664509573244,,-0.897421513700288,0.004638792241415,
1402,Os01g0260800,Conserved hypothetical protein.,,,,,1.1670606387776,12588,Blue,0.583198323794397,['not assigned.unknown'],LOC_Os01g15610,-0.964489502091478,0.02138881158238,,-1.29313090985778,0.000898141336847,Down,-1.81352123648222,1.57E-06,Down,-1.5739352806384,4.04E-05,Down
1403,Os06g0258000,Similar to Typical P-type R2R3 Myb protein (Fragment).,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",,,MYB,8.98161589579806,9042,Salmon,3.36302164491765,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os06g14670,2.03683201104201,0.021647767756616,Up,-0.150184329891385,0.909859437875911,,-0.130800322887663,0.920327446361744,,-1.39847464585373,0.174752488221115,
1404,Os06g0599200,Cytochrome P450 family protein.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",CYP76M7,"Diterpenoid biosynthesis, Biosynthesis of secondary metabolites",,3.86870715528615,10892,Brown,2.12520241154555,['misc.cytochrome P450'],LOC_Os06g39780,-1.01140148861404,0.402283564037868,,-2.54845060165874,0.013197968695642,Down,-1.80457717018205,0.088253152938272,,-0.76787033679838,0.526501500083551,
1405,Os10g0114300,Similar to NADPH-dependent codeinone reductase (EC 1.1.1.247).,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491)",,"Biosynthesis of various plant secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites",,22.2929328236489,6164,Pink,9.66879330953931,['minor CHO metabolism.others'],LOC_Os10g02490,-0.622069626293098,0.454183297858637,,0.635121511357914,0.424542126012566,,1.0019660765033,0.160400827508766,,0.905391435357413,0.210417690933049,
1406,Os02g0469600,Similar to Cysteine proteinase 1 precursor (EC 3.4.22.-).,"Biological Process: proteolysis (GO:0006508), Molecular Function: cysteine-type endopeptidase activity (GO:0004197), Molecular Function: cysteine-type peptidase activity (GO:0008234)",OsACP1,Plant-pathogen interaction,,38.5240207368592,4247,Turquoise,29.5258361774464,['protein.degradation.cysteine protease'],LOC_Os02g27030,-0.750969712510304,0.007395584295774,,-0.119070147425477,0.751932012087681,,0.981030528337787,0.000152613018553,,1.28039397317075,3.42E-07,Up
1407,Os10g0390500,"Alanine aminotransferase, Starch synthesis in developing seeds","Biological Process: biosynthetic process (GO:0009058), Molecular Function: catalytic activity (GO:0003824), Molecular Function: pyridoxal phosphate binding (GO:0030170)","ALAAT, alaAT, ALT-1, OsAlaAT1, AlaAT1","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Carbon metabolism, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids",,74.8845505468024,2234,Turquoise,62.9981051558893,['amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine aminotransferase'],LOC_Os10g25130,-0.313592524632765,0.427185202951718,,1.3165294599072,1.30E-05,Up,2.35204839971178,2.37E-16,Up,2.9681603444695,9.83E-26,Up
1408,Os03g0366000,Similar to Chaperonin.,"Biological Process: protein folding (GO:0006457), Cellular Component: cytoplasm (GO:0005737)",,,,100.256878255574,1422,Brown,95.8143037823451,['protein.folding'],LOC_Os03g25050,-0.859008797061571,0.230127808312108,,0.165190484921332,0.839687625735093,,0.309923544764784,0.676617414692859,,0.338134953497861,0.640429819163346,
1409,Os05g0331900,Conserved hypothetical protein.,,,,,17.5933944793399,6972,Tan,3.47868554127895,['not assigned.unknown'],LOC_Os05g26760,-1.44093211625529,0.361517064084715,,-1.55857219899481,0.306057121677358,,-3.22909252983495,0.029079818905658,Down,-1.6230788774877,0.275902254293787,
1410,Os10g0166600,Cytochrome P450 family protein.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",CYP76H8,,,1.21608420887322,12537,Red,0.341325486975018,['misc.cytochrome P450'],LOC_Os10g08474,0.15742497339189,0.826025550192714,,0.170555551916343,0.811664194705952,,0.123949761242067,0.867097222130214,,-0.331466712930056,0.601951843138523,
1411,Os10g0512500,"RNA-binding, CRM domain domain containing protein., Similar to Crs1/yhby domain containing protein (Fragment).",Molecular Function: RNA binding (GO:0003723),,,,19.5484302897607,6637,Tan,11.3361938205267,['not assigned.unknown'],LOC_Os10g36860,-1.50419781234271,0.000359598000004,Down,-1.27926153175853,0.001724061791094,Down,-1.69034447799597,1.88E-05,Down,-1.64562543122861,3.97E-05,Down
1412,Os01g0101700,Similar to chaperone protein dnaJ 20.,"Biological Process: protein folding (GO:0006457), Molecular Function: heat shock protein binding (GO:0031072), Molecular Function: unfolded protein binding (GO:0051082)",OsDjC1,,,19.1729703245045,6696,Green,10.4056478718763,['stress.abiotic.heat'],LOC_Os01g01160,-1.85981658556124,1.26E-06,Down,-2.03103370323372,4.41E-08,Down,-2.33229171510579,1.82E-10,Down,-2.92587546857021,5.87E-15,Down
1413,Os08g0295300,"Similar to Threonyl-tRNA synthetase, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase) (ThrRS)., Similar to Threonyl-tRNA synthetase (Fragment).","Biological Process: tRNA aminoacylation for protein translation (GO:0006418), Biological Process: threonyl-tRNA aminoacylation (GO:0006435), Biological Process: tRNA aminoacylation (GO:0043039), Cellular Component: cytoplasm (GO:0005737), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: aminoacyl-tRNA ligase activity (GO:0004812), Molecular Function: threonine-tRNA ligase activity (GO:0004829), Molecular Function: ATP binding (GO:0005524), Molecular Function: ligase activity, forming aminoacyl-tRNA and related compounds (GO:0016876), Biological Process: tRNA aminoacylation for protein translation (GO:0006418), Biological Process: threonyl-tRNA aminoacylation (GO:0006435), Cellular Component: cytoplasm (GO:0005737), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: aminoacyl-tRNA ligase activity (GO:0004812), Molecular Function: threonine-tRNA ligase activity (GO:0004829), Molecular Function: ATP binding (GO:0005524)",,Aminoacyl-tRNA biosynthesis,,148.247363661473,563,Brown,142.987082069076,['protein.aa activation.threonine-tRNA ligase'],LOC_Os08g19850,-0.231308370239433,0.628294608431723,,0.065792739390375,0.904893978797966,,0.146638495167268,0.776144391235558,,-0.111249148085689,0.828750831902951,
1414,Os12g0152700,"Amino acid-binding ACT domain containing protein., Similar to ACT domain containing protein.","Biological Process: metabolic process (GO:0008152), Molecular Function: amino acid binding (GO:0016597)",,,,32.0205762013297,4882,Red,18.7895560829236,['amino acid metabolism'],LOC_Os12g05650,-0.539483186715712,0.123207508300984,,1.67595766633566,6.98E-09,Up,2.20966808730922,5.02E-15,Up,2.38338519670392,1.85E-17,Up
1415,Os01g0795300,"Hypothetical protein., Non-protein coding transcript.",,,,,0.299726141985974,13473,Red,0.165080081343841,,None,0.711882596329568,0.335593370873028,,2.2245844803227,3.76E-05,Up,1.84205389463886,0.000817873369126,Up,1.87619772257727,0.00069598644664,Up
