id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day,FC_3day,pval_3day,REG_3day
776,Os04g0584300,Similar to Catalytic/ protein phosphatase type 2C.,"Biological Process: protein dephosphorylation (GO:0006470), Cellular Component: protein serine/threonine phosphatase complex (GO:0008287), Molecular Function: catalytic activity (GO:0003824), Molecular Function: protein serine/threonine phosphatase activity (GO:0004722)",OsPP2C43,,,0.896596111716345,12820,Blue,0.555592017116549,['protein.postranslational modification'],LOC_Os04g49490,-2.23036775357328,0.008114788772185,Down,-1.53553779167617,0.082731016223768,,-1.8927096773065,0.026115667266775,Down,0.348860136666303,0.706687313617065,,-0.362337811095433,0.689686099019474,,-0.912725725574617,0.324955070004499,
777,Os04g0644800,Similar to Chloride channel-like protein Osclc.,"Biological Process: chloride transport (GO:0006821), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Molecular Function: voltage-gated chloride channel activity (GO:0005247), Molecular Function: protein binding (GO:0005515)",CBSCLC5,,,10.5359824553634,8568,Grey60,2.25121217677544,['transport.unspecified anions'],LOC_Os04g55210,0.547018261340251,0.152488989674871,,1.62381326107268,2.66E-07,Up,2.12626717693874,3.58E-13,Up,1.5207595071532,9.11E-07,Up,1.52112548124069,2.19E-08,Up,1.65262628409086,7.29E-08,Up
778,Os08g0460800,Hypothetical conserved gene.,Molecular Function: protein binding (GO:0005515),,,,13.2137098334445,7902,Green,5.43748548595942,['protein.degradation.ubiquitin.E3.SCF.FBOX'],LOC_Os08g35870,-0.634881953908852,0.061039887383214,,-1.08665898367591,0.002412139188511,Down,-1.17326737991854,0.000559098651101,Down,-0.952936763755791,0.004525988594407,,-0.485895328109368,0.109318104285141,,-0.554203316321399,0.132409848634498,
779,Os04g0628000,"Protein of unknown function DUF794, plant family protein.",,ISC40,,,44.0402688189244,3780,Brown,35.8688472714574,['PS.lightreaction.photosystem I'],LOC_Os04g53612,1.0162392081181,0.004263332606641,Up,0.978880934850383,0.008819711382553,,1.07201249507625,0.002477059146766,Up,1.01399039863979,0.004629361516368,Up,0.772992074573942,0.019120700344671,,0.567516341772151,0.191893248413847,
780,Os01g0895100,"Similar to Membrane-associated 30 kDa protein, chloroplast precursor (M30).",,,,,67.7021825060535,2512,Green,32.3130959022572,['RNA.regulation of transcription.unclassified'],LOC_Os01g67000,-0.556832078728456,0.010340546619214,,-1.05435886034668,2.58E-07,Down,-1.15065606187634,1.10E-08,Down,-1.13169299975292,2.10E-08,Down,-0.789815360927692,2.06E-05,,-0.987144987134933,2.13E-06,
781,Os05g0452600,Similar to 50S ribosomal protein L33.,"Biological Process: translation (GO:0006412), Cellular Component: intracellular (GO:0005622), Cellular Component: ribosome (GO:0005840), Molecular Function: structural constituent of ribosome (GO:0003735)",,Ribosome,,6.32661897765233,9880,Blue,3.28095141017675,['not assigned.unknown'],LOC_Os05g37884,-1.25483482756726,0.002030744600039,Down,-1.09477220777732,0.010796028227394,Down,-0.936191708048834,0.024710769766764,,-0.274576355062123,0.58050614205692,,-0.822946027798384,0.022317937700292,,-0.604136201122008,0.198136047290957,
782,Os02g0528000,"Zinc finger, RING-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",,,,1.78803240468841,12077,Salmon,0.538589473300718,,None,-0.774730435287413,0.189455402456991,,-1.15613142654304,0.046207627255648,Down,-1.31376830205615,0.018442397160928,Down,-1.85700665634493,0.000701432163154,Down,0.265774895507102,0.70170274087529,,0.328585086210042,0.678099771421911,
783,Os01g0915000,"Protein of unknown function DUF506, plant family protein.",,,,,19.5845994863331,6635,Turquoise,16.2362763048332,['not assigned.unknown'],LOC_Os01g68650,1.77463200359865,0.000133127643109,Up,1.38381199553495,0.005873991221128,Up,1.44239399399119,0.002862080121123,Up,0.364973186773559,0.58433363135728,,1.69401867284723,4.60E-05,Up,1.2857037853061,0.011991048573377,Up
784,Os05g0424800,Similar to AER274Wp.,,,,,7.46994119180378,9500,Green,3.75386577100255,['transport.nucleotides'],LOC_Os05g35060,-0.817401618226072,0.036054338004021,,-1.11650447910106,0.006746063475673,Down,-1.07426338288721,0.006240655034203,Down,-1.26317596717803,0.001187377778296,Down,-0.66817533332134,0.051518798012413,,-0.759115118288499,0.0676472153788,
785,Os03g0284600,Thioredoxin-like fold domain containing protein.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: antioxidant activity (GO:0016209), Molecular Function: oxidoreductase activity (GO:0016491)",,,,119.627956316018,974,Green,51.3379746618974,['not assigned.unknown'],LOC_Os03g17600,-0.799567363221698,0.021103371776957,,-2.67911358983133,1.69E-16,Down,-3.38964753816108,4.01E-25,Down,-4.09693791058676,5.36E-34,Down,-1.59612259031608,2.23E-08,Down,-1.84732472339625,1.36E-08,Down
786,Os07g0668700,"Lipase, class 3 family protein.","Biological Process: lipid metabolic process (GO:0006629), Molecular Function: triglyceride lipase activity (GO:0004806)",,,,16.8478154576768,7118,Purple,7.95451716574082,['lipid metabolism.lipid degradation.lipases'],LOC_Os07g47250,-2.61291466061815,4.04E-12,Down,-1.99517655666795,1.36E-07,Down,-2.7110264067011,1.75E-12,Down,-3.05330674911139,6.49E-15,Down,-1.30735868039305,3.18E-05,Down,-0.976956205313943,0.011746965712509,
787,Os11g0549635,Similar to ABC1 family protein.,"Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,28.5649028349675,5302,Brown,26.8787777928425,['transport.ABC transporters and multidrug resistance systems'],LOC_Os11g34750,-1.44747613499241,0.022835747465003,Down,1.07567458671545,0.023672957532817,Up,1.67492886255908,3.60E-05,Up,1.60514441929102,8.37E-05,Up,0.95074182267536,0.017225551785032,,1.02231097380857,0.029817988715423,Up
788,Os03g0780200,Conserved hypothetical protein.,,,,,17.1867745385451,7047,Turquoise,11.3991367017192,['not assigned.unknown'],LOC_Os03g56782,-1.22227148358037,0.175503531737524,,-1.70358941871573,0.100820987453915,,-3.01329307143131,0.011000077701476,Down,-2.03880191845595,0.036930934852674,Down,-0.731216846396999,0.380240332098988,,-0.564258582344338,0.611122589896805,
789,Os01g0832600,Similar to Leucoanthocyanidin dioxygenase-like protein.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)",,,,39.2748755792162,4177,Turquoise,31.9598421571978,['hormone metabolism.ethylene.synthesis-degradation'],LOC_Os01g61610,4.99742559723739,3.33E-12,Up,2.73181843038096,0.000573244177453,Up,2.27818295562966,0.004969897972003,Up,2.25421380372274,0.005693071219325,Up,1.80310232588345,0.019992551088105,Up,-1.60861575605862,0.265988382468502,
790,Os01g0290800,Hypothetical protein.,,,,,3.65951517972266,11003,Brown,1.61360557248174,,None,1.06822532104754,0.000777724655507,Up,1.21104706919306,0.000115045730638,Up,1.66626378973428,2.97E-08,Up,0.995444049511984,0.001951668788289,,0.73256169940219,0.015925268902209,,0.768928543697502,0.02843674240938,
791,Os03g0775200,"Protein of unknown function DUF248, methyltransferase putative family protein.",Molecular Function: methyltransferase activity (GO:0008168),,,,27.7926020312074,5386,Magenta,23.8807713701492,['stress.abiotic.drought/salt'],LOC_Os03g56380,-1.00086235596588,0.044975194419346,Down,-1.42092138550709,0.00423375463326,Down,-1.86931151899917,9.94E-05,Down,-0.990385165849126,0.050125952059422,,-0.761446842169235,0.107413780585565,,-0.215306321663425,0.776110863068793,
792,Os03g0116000,"Similar to 60Kd inner membrane protein, expressed.","Biological Process: protein insertion into membrane (GO:0051205), Cellular Component: integral to membrane (GO:0016021)",,Protein export,,71.3892633800872,2362,Brown,69.2057107390605,"['mitochondrial electron transport / ATP synthesis.cytochrome c oxidase', 'transport.peptides and oligopeptides']",LOC_Os03g02480,0.047831261312078,0.935291135113,,1.18164076673778,0.001439800951937,Up,1.21921856826782,0.000615417896727,Up,1.20619612817039,0.000711300614085,Up,0.644082014260125,0.070762474421149,,0.569882569812144,0.206967324297479,
793,Os04g0227000,"Leucine-rich repeat, N-terminal domain containing protein.",Molecular Function: protein binding (GO:0005515),,,,2.4768742140102,11659,Blue,1.41373020874188,['signalling.receptor kinases.misc'],LOC_Os04g15650,-2.28426542693847,8.33E-06,Down,-2.18126723166234,6.22E-05,Down,-1.95476728079113,0.000127152843925,Down,-0.527453952235462,0.347751647893934,,-1.50626721539086,0.000280999318185,Down,-1.82687664721485,0.000304836917564,Down
794,Os09g0306400,"bZIP transcription factor, Drought and salt tolerance","Biological Process: regulation of transcription, DNA-templated (GO:0006355), Molecular Function: transcription factor activity, sequence-specific DNA binding (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565)","BZIP71, OsbZIP71",,bZIP,1.09290720335274,12641,Salmon,0.383373989972059,['not assigned.unknown'],"LOC_Os09g13570, LOC_Os09g13575",-1.84983297850153,1.58E-16,Down,-2.24006342567619,2.75E-22,Down,-1.78530398554431,1.44E-15,Down,-1.19093832819499,1.24E-07,Down,-1.53462920359055,2.71E-15,Down,-0.615646385470512,0.01398926165178,
795,Os11g0470500,"Similar to Protein kinase domain containing protein, expressed.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,8.33617147419121,9227,Blue,6.03902147315349,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os11g28104,-1.71751190944571,0.067683215686955,,-2.19549981115579,0.034852442625526,Down,-2.3693626567252,0.017437664230394,Down,-1.54069958293056,0.109113860625267,,-2.12304978732523,0.006079174075611,Down,-2.86803508346262,0.005602714364482,Down
796,Os01g0227400,Similar to Cytochrome P450 71A1 (EC 1.14.-.-) (CYPLXXIA1) (ARP-2).,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",CYP71T1,,,12.1129209406882,8156,Green,7.82688385766069,['misc.cytochrome P450'],LOC_Os01g12740,-3.14547869030624,0.000838798679257,Down,-3.29802789726152,0.002464242443511,Down,-4.61358087208499,0.000561910425186,Down,-4.15518233325977,0.000325646578889,Down,-3.65143002132401,8.17E-07,Down,-3.19911319346123,0.00089051201379,Down
797,Os01g0734800,UDP-glucuronosyl/UDP-glucosyltransferase family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",,,,4.52319323210216,10588,LightCyan,3.417065220897,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g53350,-0.00902185964475,0.989739732285402,,-2.86726185913405,1.86E-07,Down,-2.50911403417724,7.59E-07,Down,-1.25275114148922,0.011465437314445,Down,-2.46231914773719,1.38E-09,Down,-2.48370923074448,6.95E-07,Down
798,Os05g0137300,Thioredoxin fold domain containing protein.,,,"Glycerolipid metabolism, Metabolic pathways",,15.5700058630739,7405,Purple,6.57238575292075,['not assigned.unknown'],LOC_Os05g04620,-0.888378995226956,5.71E-05,,-1.0943308188259,4.63E-07,Down,-0.997561570910696,4.20E-06,,-1.25546620562265,4.05E-09,Down,-0.87122805123318,9.17E-06,,-0.897715862871176,6.70E-05,
799,Os06g0332800,Similar to Bundle sheath defective protein 2.,"Molecular Function: heat shock protein binding (GO:0031072), Molecular Function: unfolded protein binding (GO:0051082)",,,,180.251697778002,232,Blue,149.771542011935,['development.unspecified'],LOC_Os06g22690,-1.45756742511109,1.48E-07,Down,-1.859283592582,2.45E-11,Down,-2.11899018417446,1.28E-14,Down,-0.750756823345832,0.010799102837084,,-0.555769585113236,0.045807643999416,,-0.772299707569913,0.011262762887396,
800,Os11g0146200,Ankyrin repeat domain containing protein.,Molecular Function: protein binding (GO:0005515),,,,13.9418723290844,7745,Brown,8.03972501350746,['not assigned.unknown'],LOC_Os11g04910,-0.541335697792427,0.230021911502918,,0.726016415126065,0.077381226140415,,0.962862776434646,0.010538780709765,,1.46360090918596,3.09E-05,Up,1.58654347628739,2.75E-07,Up,2.04402859930846,1.90E-09,Up
801,Os08g0537900,"Similar to predicted protein., Hypothetical conserved gene.",,OsERF106MZ,,ERF,25.814664912942,5647,Red,17.7788721155534,['hormone metabolism.auxin.induced-regulated-responsive-activated'],LOC_Os08g42550,0.733225414708062,0.010682109336821,,1.93164731842018,1.24E-14,Up,2.11254918271565,5.49E-18,Up,1.85299050801872,7.43E-14,Up,1.41665029126814,4.24E-10,Up,1.418038657683,4.79E-08,Up
802,Os12g0106300,"Xylan acetyltransferase, Resistance to bacterial leaf blight disease",,"OsTBL1, TBL1",,,32.0295231711882,4881,Magenta,26.4685211482446,['not assigned.unknown'],LOC_Os12g01560,-1.69648221149977,0.034588753755103,Down,-0.86427279029236,0.339359233000747,,-2.50902558644222,0.002296556988151,Down,-1.36297390551259,0.100110479225121,,-0.745240397124253,0.369975452107128,,-0.364851882442941,0.755070432170944,
803,Os01g0783200,Similar to Diacylglycerol kinase.,"Biological Process: activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway (GO:0007205), Molecular Function: diacylglycerol kinase activity (GO:0004143)",,"Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Phosphatidylinositol signaling system",,50.6595429356743,3343,Salmon,16.3334113496296,['lipid metabolism.Phospholipid synthesis.diacylglycerol kinase'],LOC_Os01g57420,-0.329367066372058,0.094977962599109,,-1.08643921360049,7.81E-09,Down,-1.61212941842967,8.36E-18,Down,-1.15448794162951,1.61E-10,Down,-1.17390515472148,4.73E-15,Down,-0.881877905239185,1.23E-06,
804,Os12g0292301,Hypothetical gene.,Molecular Function: protein binding (GO:0005515),,,,62.9071586162859,2720,Tan,7.55400242792868,,None,-4.26689906953007,4.81E-12,Down,-2.93663182079153,5.75E-08,Down,-3.7548665146565,2.86E-10,Down,-2.61748768033425,2.13E-08,Down,-1.72546281711363,4.86E-07,Down,-1.91936336292288,8.68E-06,Down
805,Os11g0113700,"Serine/threonine protein kinase, Abiotic stresses, Serine/threonine protein kinase, Microbe-assosiated molecular pattern (MAMP)-induced defense signaling pathway","Biological Process: protein phosphorylation (GO:0006468), Biological Process: signal transduction (GO:0007165), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)","CIPK15, OsCIPK15",,,5.41941719177662,10223,Red,3.08063028400266,['protein.postranslational modification'],LOC_Os11g02240,1.09851373403404,0.00379027894982,Up,2.47406214422671,1.10E-12,Up,2.76350382853838,8.63E-16,Up,2.21883872593573,2.17E-10,Up,2.63001384632715,1.73E-17,Up,3.40494699107559,3.38E-23,Up
806,Os04g0513400,Similar to Beta-glucosidase.,"Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: catalytic activity (GO:0003824), Molecular Function: hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553), Molecular Function: cation binding (GO:0043169)",BGLU16,"Cyanoamino acid metabolism, Starch and sucrose metabolism, Biosynthesis of various plant secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites",,53.9888607136289,3155,Turquoise,45.1132009329072,"['misc.gluco-, galacto- and mannosidases']",LOC_Os04g43390,-4.096301598002,0.000108713663642,Down,-2.41272446154515,0.027066805911565,Down,-2.58372030504024,0.01539622253734,Down,-3.42915754370581,0.001132517056813,Down,-0.846320817666061,0.495414329528056,,0.504106025493291,0.758536516466352,
807,Os03g0327100,Similar to CUC1.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677)",ONAC039,,NAC,157.451518269041,437,Turquoise,140.775695981218,['development.unspecified'],LOC_Os03g21030,1.61488329074294,1.87E-13,Up,1.22343374297741,9.56E-08,Up,0.814991575915542,0.000656567621555,,-0.216306322228718,0.502114709966795,,0.480786988078067,0.038991256378145,,0.087786639331371,0.835107435986325,
808,Os03g0781000,Conserved hypothetical protein.,,,,,92.6394447781808,1627,Blue,76.2622856146374,['signalling.G-proteins'],LOC_Os03g56840,-1.03173851777367,9.37E-05,Down,-0.904863095171459,0.000912083352832,,-1.57002095120097,2.24E-09,Down,-0.160049886968763,0.644305298764664,,-0.35911671669702,0.191953716861723,,-0.659069811769485,0.021313866470434,
809,Os01g0383700,Similar to LEC14B protein.,,OsWD40-14,,,6.3399315439154,9875,Green,1.85295829572201,['development.unspecified'],LOC_Os01g28680,-2.15595932655016,1.05E-06,Down,-2.64016077058444,1.28E-09,Down,-1.92854983915771,1.29E-05,Down,-1.75136187283022,9.67E-05,Down,-0.934397630537603,0.036547111103804,,-0.777230205753699,0.154718869868102,
810,Os03g0251350,Histone-fold domain containing protein.,"Cellular Component: intracellular (GO:0005622), Molecular Function: DNA binding (GO:0003677), Molecular Function: sequence-specific DNA binding (GO:0043565)","OsHAP5C, OsNF-YC2",,NF-YC,108.973732189711,1195,Blue,83.6816867791081,"['RNA.regulation of transcription.CCAAT box binding factor family, HAP5']",LOC_Os03g14669,-0.675779564152931,0.073582092414594,,-0.958310214505031,0.008517445353982,,-1.2371753583015,0.000389629273792,Down,-2.06849615072963,8.46E-10,Down,-1.52279141314656,5.50E-07,Down,-2.18435534138384,1.51E-10,Down
811,Os09g0431600,"Cystathionine beta-synthase, core domain containing protein.","Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824), Molecular Function: protein binding (GO:0005515)",OsCBSPPR1,,,106.48406988982,1252,Blue,85.9006497406932,['not assigned.unknown'],LOC_Os09g26190,-0.463810731019967,0.122689069019202,,-1.13363136055056,5.31E-05,Down,-1.57789365051374,7.29E-09,Down,-0.796347702897513,0.004791520911656,,-0.637698077009751,0.012501910793046,,-0.661556084890469,0.028157135106022,
812,Os06g0199400,Conserved hypothetical protein.,,,,,3.64579137819541,11008,Green,1.39380032742824,,None,-0.183358033982589,0.734971894296257,,-1.1611646423282,0.005730598863105,Down,-1.5542348211125,0.000110340753607,Down,-1.8428341181766,3.75E-06,Down,-0.767154789375677,0.055948220999925,,-0.498234529317693,0.346414885773936,
813,Os03g0721200,"Armadillo-like helical domain containing protein., Similar to HEAT repeat family protein, expressed.","Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515), Molecular Function: binding (GO:0005488)",,,,56.4124652499578,3029,Brown,47.4452091084976,['protein.synthesis'],LOC_Os03g51140,-0.057939609274303,0.84831583623934,,1.05705877552562,2.54E-07,Up,1.11465029055194,3.66E-08,Up,1.07937499304532,1.16E-07,Up,0.781296536877269,3.50E-05,,0.686992004975229,0.001987526763376,
814,Os01g0882500,Similar to NADH dehydrogenase I subunit N.,"Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Molecular Function: oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor (GO:0016655)",,,,186.576287701848,196,Blue,161.981593318263,['PS.lightreaction.NADH DH'],LOC_Os01g66000,-1.08386265824523,0.00865927655591,Down,-3.16347173587647,2.35E-13,Down,-2.92970579319505,1.02E-12,Down,-1.1828574243251,0.003989109634542,Down,-0.810352238386688,0.036109328366802,,-1.66462275526137,4.22E-05,Down
815,Os03g0806400,"Similar to Elongation factor P family protein, expressed.",,,,,64.5162237709426,2646,Brown,61.865595263196,['protein.synthesis.elongation'],LOC_Os03g59160,-0.395192901542631,0.590153509387913,,1.09671852514891,0.04707433895216,Up,1.35426262293096,0.006374751744703,Up,1.73235876199608,0.000193220629717,Up,1.06418327825651,0.019435619103926,Up,1.22834724911059,0.018184556686454,Up
816,Os02g0743200,Conserved hypothetical protein.,,,,,30.1456674101316,5097,Yellow,10.1735535971243,['not assigned.unknown'],LOC_Os02g50940,2.43073272381624,8.30E-08,Up,1.35085429229213,0.009381093837184,Up,1.24314950464339,0.015780720107424,Up,0.612073749732994,0.320900158174205,,1.5525311083296,0.000354299211149,Up,1.0362615200553,0.066024357270492,
817,Os01g0925100,Conserved hypothetical protein.,,,,,8.35283792225223,9222,Yellow,7.51189296125766,['stress.biotic.PR-proteins'],LOC_Os01g70080,4.10993885143366,1.83E-12,Up,1.75816492335186,0.012757770859249,Up,2.12684975034806,0.001102659756077,Up,1.68044058836709,0.015317375283472,Up,0.150023470961979,0.886091534023654,,-0.222177546006983,0.871735596911743,
818,Os05g0389400,Biopterin transport-related protein BT1 family protein.,,,,,48.992876240572,3460,Turquoise,21.2306993668818,['transport.misc'],LOC_Os05g32320,-0.248021590030813,0.457381968328483,,-1.03075188591387,0.000377343339485,Down,-0.961462706931872,0.000661921220319,,-1.10201845990171,8.43E-05,Down,-0.879799665819154,0.000305308777629,,-0.69889288121769,0.02047332793682,
819,Os09g0565200,Similar to Nucleic acid-binding protein precursor.,,OsCRP1,,,165.64670581234,357,Blue,142.447903619058,['RNA.RNA binding'],LOC_Os09g39180,-0.942561732691807,0.013458013167192,,-1.50177588145405,8.45E-05,Down,-1.87039513871196,5.48E-07,Down,-0.956025269475491,0.012677257494254,,-0.896938484026268,0.007804115615677,,-1.41906325522676,0.000172414332556,Down
820,Os02g0625000,"Cryptochrome 2, blue light photoreceptor, Promotion of flowering time, Similar to Cryptochrome 2.","Biological Process: blue light signaling pathway (GO:0009785), Molecular Function: blue light photoreceptor activity (GO:0009882), Biological Process: DNA repair (GO:0006281), Molecular Function: DNA photolyase activity (GO:0003913)","OsCRY2, CRY2",Circadian rhythm - plant,,12.0902943357047,8162,Pink,9.51898520884299,['signalling.light'],LOC_Os02g41550,3.56840234844603,1.08E-44,Up,3.31137632245883,1.77E-38,Up,2.83444298543074,2.01E-28,Up,1.39488893297496,2.16E-07,Up,1.66228388417192,2.39E-12,Up,1.31920174126675,1.84E-06,Up
821,Os12g0409800,Conserved hypothetical protein.,,,,,22.5656377065562,6118,Blue,13.5803397265776,,None,-2.05543638288312,0.040745789555461,Down,-2.21160869610352,0.05181620729537,,-2.47243342746998,0.023679194452954,Down,-1.96591547124651,0.05533354210253,,-0.971429937254712,0.281009027448894,,-0.954228662635032,0.400153189297146,
822,Os03g0204100,Actin-binding FH2 domain containing protein.,"Biological Process: cellular component organization (GO:0016043), Biological Process: actin cytoskeleton organization (GO:0030036), Molecular Function: actin binding (GO:0003779)",,,,3.1910289998133,11256,Magenta,0.922631743946741,['not assigned.unknown'],LOC_Os03g10680,-0.745436601685793,0.228764538360558,,-1.69816642958423,0.012253201689511,Down,-2.35375283925966,0.000625604529842,Down,-1.24330189446169,0.043394474035965,Down,-1.3957225571581,0.004227470461988,Down,-1.10506157293781,0.08416702866343,
823,Os10g0376900,Helix-loop-helix DNA-binding domain containing protein.,,,,bHLH,5.88947869335143,10030,Pink,2.41880483672842,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os10g23050,6.16647441321202,2.58E-29,Up,4.9730686746495,5.05E-19,Up,4.82001178757321,4.81E-18,Up,2.96761649023256,5.24E-07,Up,3.10732162745814,6.64E-09,Up,2.77508423032367,5.14E-06,Up
824,Os01g0813100,"bZIP transcription factor, Modulation of the floral transition, Floral repressor","Biological Process: regulation of transcription, DNA-templated (GO:0006355), Molecular Function: transcription factor activity, sequence-specific DNA binding (GO:0003700)","HBF2, OsbZIP9",Plant hormone signal transduction,bZIP,0.791729402424506,12958,Blue,0.255429250407777,['RNA.regulation of transcription.bZIP transcription factor family'],LOC_Os01g59760,-1.09718790994323,0.119734255385262,,-1.44001302530334,0.071213900394634,,-1.66128641654489,0.027990653362891,Down,-1.46013392981897,0.045967800472601,Down,-1.65068086510518,0.003214828949578,Down,-1.29599125227914,0.083411925104294,
825,Os11g0121600,Conserved hypothetical protein.,,,,,45.358363184747,3679,Blue,32.21592023949,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os11g02840,-1.06703481841356,0.024843417757204,Down,-1.73285373156334,0.000736287946071,Down,-1.69462722279709,0.000496410085296,Down,-0.862395041562597,0.079458031453146,,-0.390733237746519,0.437364977864467,,-0.477170054306452,0.416116048275925,
826,Os10g0331600,UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",,,,1.94358313309703,11963,Pink,1.32495559493849,['misc.UDP glucosyl and glucoronyl transferases'],"LOC_Os10g18480, LOC_Os10g18490",1.71174315665998,0.000326791601122,Up,1.32134439993272,0.010992767271184,Up,1.57368771774795,0.001151055279406,Up,0.852106249889832,0.130210864677732,,0.72939572535414,0.157369207260531,,-0.151339839450531,0.874283682313483,
827,Os05g0435700,Similar to (3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-) ((3R)-hydroxymyristoyl ACP dehydrase).,"Biological Process: fatty acid biosynthetic process (GO:0006633), Cellular Component: cytoplasm (GO:0005737), Molecular Function: hydro-lyase activity (GO:0016836)",,"Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Fatty acid metabolism, Biosynthesis of cofactors",,64.5154605438645,2647,Brown,62.2231438532909,['lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase'],LOC_Os05g36000,-1.08332901361849,0.013295323526622,Down,0.473600294695261,0.281567245859401,,1.04984160302261,0.002074528873138,Up,1.3985459783272,1.23E-05,Up,0.661129061149014,0.042034115470153,,0.82482538533596,0.025699383746127,
828,Os04g0405300,Similar to Stem secoisolariciresinol dehydrogenase (Fragment).,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",,,,18.2361492507008,6858,Turquoise,12.0529587165425,['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os04g33240,0.528658317043195,0.373467922591148,,0.677193049599106,0.258994847768042,,1.01104439762511,0.053752095253383,,0.96844281902521,0.068434805368019,,1.02884708524025,0.026904379686722,Up,1.59215025615933,0.00117806379436,Up
829,Os01g0211600,Cytochrome P450 family protein.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: monooxygenase activity (GO:0004497), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",CYP710A8,"Steroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,0.65308005490362,13080,Blue,0.269199082747914,['misc.cytochrome P450'],LOC_Os01g11340,-0.786701469986611,0.106658149808214,,-1.92163757112835,0.000697741832562,Down,-1.82997284474003,0.000449831916672,Down,-0.899461656313798,0.069003509701952,,-0.325134086296141,0.519696509031699,,-0.112339396300558,0.880599753933687,
830,Os03g0786250,Hypothetical gene.,,,,,8.11112449073109,9306,Blue,4.69321723702726,,None,-5.04286399027293,0.001746781626618,Down,-2.81375737121027,0.024636020324741,Down,-2.46992470903707,0.023116810587638,Down,-1.20901527166993,0.223803105406369,,-1.28832438829533,0.113412755075364,,-1.73530771104568,0.090629586419888,
