id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
266,Os07g0422000,Similar to predicted protein.,,,,,1.60143541263954,12210,Green,0.518048028678424,['not assigned.unknown'],LOC_Os07g23990,-1.29087369914086,6.31E-11,Down,-1.10601988896358,1.07E-08,Down,-0.599788520052405,0.003292677898327,,-0.616646199668999,0.00210934899453,,-0.085460640065166,0.797153008572789,
267,Os08g0177700,Similar to LSM7-like.,,,"RNA degradation, Spliceosome",,12.0626614543508,8165,Grey60,2.68374723657239,['RNA.processing'],LOC_Os08g08040,0.247892848482878,0.594157740601344,,0.84941176061704,0.009989033685898,,1.0801119615709,0.000561109117612,Up,1.12724473814595,0.00024772151951,Up,0.981280388257137,0.002737449701305,
268,Os07g0438700,Hypothetical conserved gene.,,,,,78.0275329245386,2115,Turquoise,71.5104279071304,['not assigned.unknown'],LOC_Os07g25700,2.42649960550617,3.21E-08,Up,1.66548673994866,0.000245561294798,Up,0.667401841379208,0.225821982175859,,0.401933038372975,0.49487467124201,,0.584604127640098,0.342369158982073,
269,Os11g0456100,Protein of unknown function DUF760 domain containing protein.,,,,,149.196943182232,547,Blue,118.73604981014,['not assigned.unknown'],LOC_Os11g26890,-0.594827377112558,0.000658257293523,,-1.32489519191118,9.57E-17,Down,-1.47116860668609,2.29E-20,Down,-1.53676128228587,2.84E-22,Down,-0.868361707357773,1.43E-07,
270,Os01g0719300,Similar to Sulfate transporter 3.1 (AST12) (AtST1).,"Biological Process: transport (GO:0006810), Biological Process: sulfate transport (GO:0008272), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: transporter activity (GO:0005215), Molecular Function: secondary active sulfate transmembrane transporter activity (GO:0008271)",,,,95.9240478159713,1539,Turquoise,67.8655764594193,['transport.sulphate'],LOC_Os01g52130,0.856021761243205,0.375214206732787,,2.80548549815173,4.42E-05,Up,2.93999850648281,1.44E-05,Up,3.33969315888587,4.67E-07,Up,1.20921947430722,0.162539899205533,
271,Os01g0668700,Hypothetical protein.,,,,,33.3598265472398,4731,Brown,29.3985486277773,,None,-0.71837893157043,0.369941632315254,,1.03829166900538,0.081654823657869,,1.37355701964722,0.012593347741689,Up,1.57230615839686,0.002864801411747,Up,1.29139272690077,0.025904435364949,Up
272,Os06g0480500,Non-protein coding transcript.,,,,,73.345112987156,2290,Green,30.843599596964,['not assigned.unknown'],LOC_Os06g28630,-1.83534980526272,1.04E-07,Down,-4.21298862598174,1.37E-29,Down,-5.13945682129621,5.53E-33,Down,-5.52690865174418,8.98E-35,Down,-4.66150496484445,4.71E-32,Down
273,Os02g0510600,"Heavy metal transport/detoxification protein domain containing protein., Conserved hypothetical protein.","Biological Process: metal ion transport (GO:0030001), Molecular Function: metal ion binding (GO:0046872),",,,,49.9483903679823,3392,Tan,10.2413574250655,"['metal handling.binding, chelation and storage']",LOC_Os02g30650,-1.08142782750413,0.001282700331985,Down,-0.422062060848234,0.266143884724045,,-0.715603420664846,0.033241713848053,,-1.36557605530435,1.21E-05,Down,-1.17715811326286,0.000306091741543,Down
274,Os01g0642200,Conserved hypothetical protein.,,,,,11.6221350470321,8292,Green,6.84652106777003,['not assigned.unknown'],LOC_Os01g45470,-0.288548756362573,0.397532781049724,,-1.14735870530977,6.27E-06,Down,-1.58407578988883,1.31E-10,Down,-2.84562370498944,1.71E-31,Down,-1.92813845279309,6.23E-15,Down
275,Os12g0601400,Similar to Auxin-responsive protein (Aux/IAA) (Fragment).,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983)",IAA31,Plant hormone signal transduction,,8.33476851361072,9228,Blue,5.0705146728533,['RNA.regulation of transcription.Aux/IAA family'],LOC_Os12g40900,0.068648977319049,0.935398618693522,,-0.237457961806793,0.748814144325121,,-1.4567390371909,0.007084535500184,Down,-3.68771777745722,1.83E-08,Down,-2.40595025059778,2.15E-05,Down
276,Os11g0621500,"Similar to EARLY FLOWERING 4 (Fragment)., Non-protein coding transcript.",,OsELF4a,,,12.4253500007026,8084,Cyan,2.5268538623502,['not assigned.unknown'],LOC_Os11g40610,-0.384318495081763,0.239461815563046,,-0.052267935937215,0.900103444234579,,0.868887925523416,0.000310314233769,,1.3218294631023,4.96E-09,Up,1.57220731365822,3.39E-12,Up
277,Os05g0563900,Hypothetical gene.,,GRX17,,,38.2316995894801,4271,Yellow,29.0626416363417,['redox.glutaredoxins'],LOC_Os05g48930,-1.45475543930928,0.08333161131269,,-1.77439078049382,0.022396844069745,Down,-2.02798924211683,0.008968011212079,Down,-1.19289670706439,0.118976571193897,,-1.6044100332239,0.046670841264381,Down
278,Os12g0520200,Similar to phenylalanine ammonia-lyase.,"Biological Process: L-phenylalanine catabolic process (GO:0006559), Biological Process: biosynthetic process (GO:0009058), Cellular Component: cytoplasm (GO:0005737), Molecular Function: catalytic activity (GO:0003824), Molecular Function: ammonia-lyase activity (GO:0016841)",TAM1,"Phenylalanine metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,69.4880727000606,2438,Blue,49.2128507958409,['secondary metabolism.phenylpropanoids.lignin biosynthesis.PAL'],LOC_Os12g33610,-0.437444853260192,0.357630544989488,,-1.61002879670767,1.01E-05,Down,-1.95006931054363,6.24E-08,Down,-2.73934579019471,3.08E-14,Down,-1.3683127439018,0.000279073694517,Down
279,Os11g0549655,Similar to maf-like protein CV_0124.,Cellular Component: cytoplasm (GO:0005737),,,,11.8424037105866,8225,Blue,8.13372471887816,['not assigned.unknown'],LOC_Os11g34770,-1.2498096736238,0.021326182035235,Down,-0.835517140717076,0.121063417148204,,-1.53474235683658,0.002384232157162,Down,-0.767367293240468,0.138015053553086,,-0.641116562943307,0.279889739637683,
280,Os01g0795000,Subtilase.,"Biological Process: proteolysis (GO:0006508), Biological Process: negative regulation of catalytic activity (GO:0043086), Molecular Function: serine-type endopeptidase activity (GO:0004252), Molecular Function: identical protein binding (GO:0042802)",RSP1,,,0.863743246853712,12865,Grey,0.222337648128047,['protein.degradation.subtilases'],LOC_Os01g58240,-1.51770997181383,0.288011919774839,,-2.63441451636666,0.040616606666485,Down,-3.13787736003116,0.016087961249126,Down,-2.66382947297119,0.031894015302899,Down,-2.50506565262949,0.059924761887921,
281,Os01g0695700,Similar to MDR-like ABC transporter.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887), Molecular Function: nucleoside-triphosphatase activity (GO:0017111), Molecular Function: ATPase activity, coupled to transmembrane movement of substances (GO:0042626)",OsABCB4,ABC transporters,,100.03958136999,1426,Green,42.6617975702554,['transport.ABC transporters and multidrug resistance systems'],"LOC_Os01g50070, LOC_Os01g50080",-2.07337954144947,0.0017136671944,Down,-4.87196320282886,1.20E-15,Down,-6.97335474550874,3.55E-26,Down,-6.75962339932981,7.30E-26,Down,-4.26863045026923,3.41E-12,Down
282,Os12g0139300,Similar to Cytochrome P450 90A1 (EC 1.14.-.-).,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",CYP90A19,"Brassinosteroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,87.4270689028302,1793,Blue,62.3639124876776,['misc.cytochrome P450'],LOC_Os12g04480,-1.47645465031948,0.054988756823824,,-2.54952918922903,0.000410294191169,Down,-2.41610018329484,0.000758546801473,Down,-2.69777770163587,0.000156740693684,Down,-1.71410074596474,0.020319943297683,Down
283,Os02g0783700,Similar to Lysine ketoglutarate reductase/saccharopine dehydrogenase.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491)",OsLKR/SDH,,,168.281401608935,328,Turquoise,129.045843719442,['amino acid metabolism.degradation.aspartate family.lysine'],LOC_Os02g54254,3.6918434289782,0.000559211018273,Up,5.45536047939901,2.53E-08,Up,5.03757679590286,3.04E-07,Up,4.50755675480125,5.55E-06,Up,3.52486589196977,0.00096517654951,Up
284,Os08g0478466,Protein of unknown function DUF296 domain containing protein.,Molecular Function: DNA binding (GO:0003677),,,,0.588153873280285,13153,Grey,0.134183446704549,['not assigned.unknown'],LOC_Os08g37345,2.2043201049867,0.000418508785655,Up,2.4283006559944,4.59E-05,Up,3.14938987215762,3.56E-08,Up,3.09392617044481,5.61E-08,Up,-0.688211409357236,0.476436398461245,
285,Os08g0185701,Non-protein coding transcript.,,,,,3.17076321613902,11272,Brown,2.72309377364511,,None,2.87454181346902,2.52E-11,Up,1.47670834888472,0.001590775586857,Up,1.52669719986664,0.000926327847429,Up,1.81901064396591,4.03E-05,Up,3.02598009737352,9.43E-13,Up
286,Os03g0283600,"CDP-alcohol phosphatidyltransferase domain containing protein., Similar to CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase.","Biological Process: phospholipid biosynthetic process (GO:0008654), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity (GO:0008444), Molecular Function: phosphotransferase activity, for other substituted phosphate groups (GO:0016780)",,"Glycerophospholipid metabolism, Metabolic pathways",,15.9284168926937,7310,Purple,7.74317773954043,['lipid metabolism.Phospholipid synthesis'],LOC_Os03g17520,0.055488906837261,0.870740126524091,,-0.970941313952835,1.62E-06,,-2.08261255229586,3.10E-24,Down,-2.41204853471418,2.42E-31,Down,-1.88394125264385,3.03E-20,Down
287,Os11g0490300,Hypothetical conserved gene.,,,,,1.57118837113577,12237,Magenta,0.660289376502793,['not assigned.unknown'],LOC_Os11g29810,-1.71337296021653,0.008547517860845,Down,-2.93228100181073,4.11E-06,Down,-2.93589477184026,4.52E-06,Down,-4.06197570079987,1.30E-08,Down,-2.14290557901559,0.000673880324489,Down
288,Os11g0105800,Phosphatidate cytidylyltransferase family protein.,"Cellular Component: membrane (GO:0016020), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",OsCDS3,"Terpenoid backbone biosynthesis, Biosynthesis of secondary metabolites",,20.9264887175299,6388,Blue,11.0457972393969,['lipid metabolism.Phospholipid synthesis.phosphatidate cytidylyltransferase'],LOC_Os11g01450,-0.960550839005203,2.69E-05,,-1.05875123285543,1.40E-06,Down,-1.16904556475828,8.16E-08,Down,-1.30558722368385,1.35E-09,Down,-0.868991525612903,0.000129150118552,
289,Os03g0401100,"Similar to Protein kinase domain containing protein, expressed.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,0.620677440009036,13119,Green,0.318170663059241,['protein.postranslational modification'],LOC_Os03g28300,-1.2645218488391,1.93E-13,Down,-0.57790888364289,0.001557213229845,,-0.844076739237176,1.11E-06,,-2.74039161281895,1.20E-60,Down,0.326588560386159,0.11886581652002,
290,Os03g0251500,Similar to T-cell immune regulator 1 transcript variant 3 (Fragment).,"Biological Process: ATP hydrolysis coupled proton transport (GO:0015991), Cellular Component: proton-transporting two-sector ATPase complex, proton-transporting domain (GO:0033177), Molecular Function: hydrogen ion transmembrane transporter activity (GO:0015078)",,"Oxidative phosphorylation, Metabolic pathways, Phagosome",,36.9898598693017,4378,Green,20.8692373674798,['transport.p- and v-ATPases'],LOC_Os03g14690,-0.626051239265765,0.003542832968074,,-1.90170159710201,4.43E-23,Down,-2.25137938666611,1.98E-31,Down,-1.39697591071278,3.62E-13,Down,-0.720499121363673,0.000544125326255,
291,Os01g0730500,Similar to Ferredoxin (Bacterial type ferredoxin family).,"Biological Process: protein folding (GO:0006457), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: heat shock protein binding (GO:0031072), Molecular Function: unfolded protein binding (GO:0051082), Molecular Function: iron-sulfur cluster binding (GO:0051536)",OsDjC13,,,33.7426054980671,4696,Green,19.7815523638661,['stress.abiotic.heat'],LOC_Os01g53020,-0.539857692419642,0.001048037974282,,-1.46726061044787,4.63E-23,Down,-1.53599948313135,3.49E-25,Down,-2.95182019018203,3.51E-85,Down,-2.8132860972337,1.19E-76,Down
292,Os06g0149400,Similar to Chitinase A.,"Biological Process: nucleosome assembly (GO:0006334), Cellular Component: nucleus (GO:0005634)",Orysa;NAP1;1|OsNAP1_L1,,,78.3826767076382,2102,Brown,75.980605731291,['DNA.synthesis/chromatin structure'],LOC_Os06g05660,-0.445727939213232,0.500216868676912,,0.989988559752966,0.035880435700533,,1.18027127815477,0.008596606493187,Up,1.24153399740187,0.0045187024264,Up,0.659352441082484,0.229316786068798,
293,Os05g0197300,IQ calmodulin-binding region domain containing protein.,Molecular Function: protein binding (GO:0005515),OsIQM4,,,6.4054824143462,9850,Turquoise,1.64896916012723,['signalling.calcium'],LOC_Os05g10840,2.09972448624021,0.012888428012707,Up,1.69346763937749,0.048789798113334,Up,0.715734476046012,0.49508719752106,,1.21379361665393,0.172534940620758,,1.06550734285277,0.300070558590002,
294,Os06g0536800,Hypothetical protein.,,,,,35.9715833956411,4467,Blue,28.4318576994509,,None,-0.602392520141733,0.444649096799439,,-1.38888246773169,0.031969405575093,Down,-1.77703110699374,0.005336083772474,Down,-0.594400467242637,0.388327831661217,,-0.940575279496512,0.18858705314009,
295,Os03g0773800,"Similar to Malate dehydrogenase, glyoxysomal precursor (EC 1.1.1.37) (mbNAD-MDH).","Biological Process: carbohydrate metabolic process (GO:0005975), Biological Process: malate metabolic process (GO:0006108), Biological Process: cellular carbohydrate metabolic process (GO:0044262), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: malate dehydrogenase activity (GO:0016615), Molecular Function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616), Molecular Function: L-malate dehydrogenase activity (GO:0030060)",,"Citrate cycle (TCA cycle), Cysteine and methionine metabolism, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism",,176.932348041549,253,Blue,147.548748103951,['gluconeogenesis.Malate DH'],LOC_Os03g56280,-0.887259219880794,5.52E-09,,-2.09832390690969,3.42E-48,Down,-2.05102602629156,2.67E-46,Down,-1.49714723031612,3.80E-25,Down,-0.723071486616093,2.75E-06,
296,Os01g0558100,Similar to Glutathione S-transferase TSI-1 (EC 2.5.1.18) (Glutathione S- transferase 1).,Molecular Function: protein binding (GO:0005515),GSTU6,"Glutathione metabolism, Metabolic pathways",,117.232767497803,1014,Turquoise,105.90678636364,['misc.glutathione S transferases'],LOC_Os01g37750,3.35732268323259,0.000254399817079,Up,2.03409459708441,0.041525216239346,Up,1.10919237182318,0.336229911981946,,1.42434397913252,0.171140853899034,,0.450241991683034,0.779804000370472,
297,Os07g0561800,Similar to carbohydrate transporter/ sugar porter.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021), Molecular Function: transmembrane transporter activity (GO:0022857),",,,,4.47953220807743,10610,Yellow,2.47331246120751,"['transport.sugars', 'transport.unspecified cations']",LOC_Os07g37454,3.52135945707966,0.012085294215127,Up,3.73428354269066,0.005353934946511,Up,5.14681048364058,4.00E-05,Up,5.36254736656862,1.48E-05,Up,1.5194182905635,0.410907208654136,
298,Os08g0359500,CS domain domain containing protein.,,,,,80.7459943880138,2021,Brown,76.9357455053818,['not assigned.unknown'],LOC_Os08g27070,-0.520811255717165,0.006249067028658,,1.22632771647523,3.55E-15,Up,1.56072791688208,1.84E-24,Up,1.81364103104701,3.55E-33,Up,1.00248111386759,4.25E-10,Up
299,Os02g0712500,Protein of unknown function DUF23 family protein.,,,,,96.76925890917,1520,Turquoise,78.0087574428697,['not assigned.unknown'],LOC_Os02g48190,3.02092538872896,4.36E-05,Up,2.66391734807331,0.000300102492058,Up,2.0460661192672,0.00776840468306,Up,1.38803505271667,0.089234769025888,,2.09945980532423,0.007930451810636,Up
300,Os08g0441100,Similar to PnC401 homologue.,"Biological Process: protein phosphorylation (GO:0006468), Biological Process: signal transduction (GO:0007165), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",CIPK06,,,20.9862393639179,6380,Salmon,10.8798405232008,['protein.postranslational modification'],LOC_Os08g34240,-0.476235258439212,0.755384601090526,,-2.77110795130634,0.01756438721388,Down,-3.29907924919206,0.006584466807669,Down,-5.7506576507186,0.002090946109438,Down,-2.140167446966,0.073612248110936,
301,Os03g0389100,"Peptidase C14, caspase catalytic domain containing protein.","Biological Process: proteolysis (GO:0006508), Molecular Function: cysteine-type endopeptidase activity (GO:0004197)",OsMC8,,,12.6842344133887,8023,Purple,6.56084803945573,['protein.degradation'],LOC_Os03g27190,-0.572667042746398,0.185227099803739,,-1.43948638124083,6.71E-05,Down,-2.87935409079989,9.73E-14,Down,-3.91312076701249,2.67E-19,Down,-2.41612023276216,1.07E-10,Down
302,Os08g0531900,Similar to MADS box transcription factor-like protein (MADS-box protein AGL72).,"Molecular Function: DNA binding (GO:0003677), Molecular Function: protein dimerization activity (GO:0046983)",MADS37,,MIKC_MADS,23.3071575511543,6016,Yellow,4.91567182973214,['RNA.regulation of transcription.MADS box transcription factor family'],LOC_Os08g41960,-2.18539040440413,0.144807069324807,,-4.24943368544251,0.00593563322046,Down,-4.67582543817576,0.004768768036718,Down,-4.79082348680996,0.003247756645025,Down,-2.77838743179995,0.054639215442382,
303,Os05g0596600,Similar to SMC5 protein.,,,,,75.4473123028579,2215,Brown,70.9658656000616,['cell.division'],LOC_Os05g51790,-0.464649223360262,0.055977199770556,,0.922505882298656,2.13E-06,,1.12957696823886,2.41E-09,Up,1.08954911766307,8.08E-09,Up,0.836460129705593,2.94E-05,
304,Os02g0258800,Conserved hypothetical protein.,,,,,53.5370695488889,3180,Turquoise,44.7143255517653,['not assigned.unknown'],LOC_Os02g15860,-4.08392250042493,5.46E-10,Down,-4.36970991855571,7.62E-12,Down,-5.34123736989708,1.95E-12,Down,-9.71600355774363,1.48E-09,Down,-4.97834425644524,1.15E-12,Down
305,Os04g0165600,"Peptidase S26A, signal peptidase I family protein.","Biological Process: proteolysis (GO:0006508), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: serine-type peptidase activity (GO:0008236)",,Protein export,,14.6395457774327,7585,Red,9.49311563507663,['protein.degradation'],LOC_Os04g08340,0.627949572000816,0.460825666532392,,1.20295159197001,0.073957822269524,,1.41800201875348,0.026123162814326,Up,1.44157719782003,0.020395697781899,Up,1.28448912124698,0.059907522232683,
306,Os04g0658300,"Similar to Ribulose bisphosphate carboxylase/oxygenase activase, chloroplast precursor (RuBisCO activase) (RA).",Molecular Function: ATP binding (GO:0005524),,,,197.004071436576,142,Blue,168.889082433427,['PS.calvin cycle.rubisco interacting'],LOC_Os04g56320,-0.746848163273713,0.001174602537482,,-1.76780257782909,8.49E-17,Down,-1.93313068282718,1.53E-19,Down,-1.03031055468509,1.27E-06,Down,-0.694520855266692,0.002441074054867,
307,Os09g0274900,Conserved hypothetical protein.,,,,,25.4853306390807,5696,Black,8.88573350005277,['not assigned.unknown'],LOC_Os09g10274,0.597574253485879,0.043220745061344,,0.96785176442406,0.000172940231547,,1.48842788282162,8.43E-10,Up,1.23924553662531,4.71E-07,Up,1.39158614500872,2.01E-08,Up
308,Os01g0729900,"Conserved hypothetical protein., Similar to predicted protein.",,,,,30.64084606369,5043,Turquoise,27.9249363802346,['not assigned.unknown'],LOC_Os01g52920,0.886575825585647,0.001872142691519,,0.804045571689654,0.00409861756427,,1.40299561190593,4.22E-08,Up,1.00482375739073,0.00014721454178,Up,0.347769885247419,0.331547705033969,
309,Os12g0158700,Conserved hypothetical protein.,,,,,5.49973682330821,10198,Green,1.97128161802443,['not assigned.unknown'],LOC_Os12g06190,-0.85935563889875,0.223899839970034,,-1.46243552791719,0.017538640034655,Down,-1.90745345329795,0.001588275729997,Down,-1.95599430672344,0.00096714141668,Down,-0.814883124858364,0.250655344083254,
310,Os05g0498900,Serine/threonine protein kinase domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",OsSTA156,,,49.6729703216771,3412,Green,27.5054248610517,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os05g41950,-2.39854290387754,0.000520212461282,Down,-4.02555970637493,1.97E-08,Down,-6.73247679888617,5.23E-08,Down,-5.05630267247176,5.87E-10,Down,-3.11023584650531,5.19E-06,Down
311,Os03g0114800,"Protein of unknown function DUF791 family protein., Similar to Major Facilitator superfamily protein.",,OsCd1,,,5.41545010521063,10224,Yellow,3.74337218168277,['not assigned.unknown'],LOC_Os03g02380,1.38666029699473,5.63E-05,Up,1.09561849471138,0.001647913382039,Up,0.873974536973249,0.015318531677041,,0.626018203824102,0.095438393633755,,-0.233616415153921,0.672766439686064,
312,Os07g0545900,Similar to EMB1417.,,,,,150.2280658883,531,Blue,111.726168366608,['not assigned.unknown'],LOC_Os07g36180,-0.758294272834085,0.000896605154569,,-1.68514830341193,2.65E-15,Down,-2.03998969884144,7.75E-21,Down,-2.20919271335119,3.34E-24,Down,-0.558312085242636,0.017530187875019,
313,Os02g0202300,Protein of unknown function DUF3414 domain containing protein.,,,,,16.7922919178964,7135,Cyan,5.50405721222911,['not assigned.unknown'],LOC_Os02g10794,-0.454910052874519,0.364873691142532,,1.3117210158133,0.000109082061729,Up,1.26370471979884,0.000196828622794,Up,1.32573805314235,6.93E-05,Up,1.25379656531263,0.000317873196905,Up
314,Os06g0233000,Conserved hypothetical protein.,,,,,80.1084127211688,2044,Blue,66.4922929142853,['not assigned.unknown'],LOC_Os06g12660,-0.669973486961601,0.422967700139526,,-1.38752746686482,0.046471737628103,Down,-1.66053822742718,0.014557520980042,Down,-2.05199497737608,0.001981360391599,Down,-1.1659173433428,0.116337001100185,
315,Os03g0178100,"Similar to Copper-translocating P-type ATPase family protein, expressed.","Biological Process: ATP biosynthetic process (GO:0006754), Biological Process: cation transport (GO:0006812), Biological Process: metabolic process (GO:0008152), Biological Process: metal ion transport (GO:0030001), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism (GO:0015662), Molecular Function: metal ion binding (GO:0046872)",HMA8,MAPK signaling pathway - plant,,159.563241890445,413,Blue,116.85048263052,['transport.metal'],LOC_Os03g08070,-0.768788028656994,1.20E-06,,-2.16759233942384,1.38E-46,Down,-2.56725417690752,1.79E-62,Down,-3.51207019645998,2.89E-104,Down,-1.71604479228234,6.53E-30,Down
316,Os12g0123200,Glutathione S-transferase GST 7 (EC 2.5.1.18).,Molecular Function: protein binding (GO:0005515),GSTU52,"Glutathione metabolism, Metabolic pathways",,12.9175764171731,7980,Midnightblue,2.95905163194186,['misc.glutathione S transferases'],LOC_Os12g02960,1.84388323108697,7.17E-07,Up,2.70182398526067,5.11E-15,Up,2.77772201628713,6.31E-16,Up,2.20939922618387,2.87E-10,Up,0.75545916092457,0.093291107536239,
317,Os03g0221700,Serine/threonine protein kinase-related domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: sugar binding (GO:0005529), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",SDRLK-9,,,11.4728003660913,8324,Blue,6.226130216174,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os03g12150,-2.18291568702169,0.004886203187017,Down,-1.16740202120769,0.1335135569353,,-1.95834591133915,0.007304988069669,Down,-1.14980849341824,0.120194693299384,,-1.70115212805613,0.025514870411731,Down
318,Os04g0430600,Similar to OSIGBa0160I14.1 protein.,,,,,10.7493486234066,8517,Red,4.82758975940051,['not assigned.unknown'],LOC_Os04g35130,3.44610218694065,4.78E-11,Up,3.82710513740714,4.34E-14,Up,4.09456729671722,3.49E-16,Up,3.47583811836346,8.58E-12,Up,3.5955386992102,2.91E-12,Up
319,Os03g0342850,Hypothetical protein.,,,,,33.1056090789816,4756,Blue,24.5428796488176,['not assigned.unknown'],LOC_Os03g22259,-1.65892594111202,,,-3.07474639819746,0.063903048892391,,-4.02093561256133,0.026554848160934,Down,-3.55068589106994,0.031640970135327,Down,-2.93587704919983,0.085821180752214,
320,Os03g0231950,"Similar to Helix-loop-helix DNA-binding domain containing protein, expressed.",,,,bHLH,36.3279893387868,4435,Turquoise,14.9599508731459,,LOC_Os03g12940,-0.236025905873661,0.823022614507209,,-1.35641576117628,0.069730769497128,,-1.88391623367288,0.009442934657588,Down,-2.50973425858629,0.00054010028842,Down,-1.0891845644006,0.177394691274752,
321,Os03g0161100,"Similar to Viral A-type inclusion protein repeat containing protein, expressed.",,,,,25.2149551142193,5739,Turquoise,10.1026728516412,['protein.postranslational modification'],LOC_Os03g06510,1.48819474958546,0.000283410511674,Up,-0.867640240247139,0.077506503050912,,-1.06773047671322,0.025450248547293,Down,-0.901860081797887,0.054522848128366,,-0.42313065404303,0.4755276119436,
322,Os07g0626100,Similar to 50S ribosomal protein L7/L12.,"Biological Process: translation (GO:0006412), Cellular Component: intracellular (GO:0005622), Cellular Component: ribosome (GO:0005840), Molecular Function: structural constituent of ribosome (GO:0003735)",,Ribosome,,64.2134285573595,2665,Brown,58.7583245049247,['not assigned.unknown'],LOC_Os07g43310,-0.022291432039701,0.978274493056363,,1.06091553043143,0.021642989267341,Up,1.25792861806904,0.004345285595416,Up,0.918312978987763,0.045837826281818,,0.583566161893334,0.300534359018278,
323,Os01g0531500,"Dienelactone hydrolase domain containing protein., Similar to protein usf.",Molecular Function: hydrolase activity (GO:0016787),,Metabolic pathways,,3.48107315216947,11091,Blue,1.62391242436003,['misc.misc2'],LOC_Os01g34700,-1.05597146343008,8.38E-08,Down,-1.16313740278719,8.29E-10,Down,-0.668462985612066,0.000664684852959,,-0.279035933604694,0.200543319000006,,-0.145833413885281,0.609880723497451,
