id,Label,TF,KEGG,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
1212,Os04g0371000,,,6.2292393716899,8130,Brown,5.76216577574165,Four-helical cytokine family protein.,,['not assigned.unknown'],LOC_Os04g30250,-1.86852304169851,0.096026284277976,,-3.02181877776224,0.010604065924793,Down,-5.32998996745529,0.000289375903558,Down,4.1786672330833,0.001757446612259,Up
1213,Os11g0702100,,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways",7.35873501033508,7505,Blue,5.4823813543677,Similar to Class III chitinase homologue (OsChib3H-h) (Fragment).,"Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: catalytic activity (GO:0003824), Molecular Function: hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553), Molecular Function: cation binding (GO:0043169)",['stress.biotic'],LOC_Os11g47600,0.071673766171039,0.970146841981022,,1.50747316685656,0.102605358395479,,2.7874563503419,0.000474268950572,Up,3.65089171954849,1.97E-06,Up
1214,Os04g0615200,,,19.7105848128284,3477,lightYellow,5.95430417913559,Hypothetical protein.,,['not assigned.unknown'],LOC_Os04g52504,3.04322955319503,1.79E-13,Up,2.90989764843727,2.40E-12,Up,1.48895412693353,3.71E-07,Up,-2.16933504744852,0.000101765761189,Down
1215,Os03g0356300,,Ribosome,68.658345525806,342,Green,59.9577516178998,Ribosomal protein L6 family protein.,"Biological Process: translation (GO:0006412), Cellular Component: intracellular (GO:0005622), Cellular Component: ribosome (GO:0005840), Molecular Function: structural constituent of ribosome (GO:0003735), Molecular Function: rRNA binding (GO:0019843)",['protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L6'],LOC_Os03g24020,-0.481614748088144,0.592101807023683,,-2.16179938465142,0.001379200010316,Down,-2.19670880755289,0.000341930341101,Down,4.20073743357966,2.12E-12,Up
1216,Os01g0765600,,Plant-pathogen interaction,10.1717062407261,6254,Brown,8.62858195525952,EF-Hand type domain containing protein.,Molecular Function: calcium ion binding (GO:0005509),['not assigned.unknown'],LOC_Os01g56030,-3.52416353369434,8.12E-06,Down,-6.53760168570046,4.22E-14,Down,8.4341771238811,1.36E-13,Up,9.12737200895909,1.98E-10,Up
1217,Os02g0693000,,,4.72057937175826,9118,Black,2.44536401190929,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g46620,3.81936124948589,3.93E-07,Up,3.68639190494805,1.23E-06,Up,1.99148245001631,0.021514710673175,Up,-6.25748156967116,0.000247531590467,Down
1218,Os05g0149000,,,1.76497042141102,11724,Cyan,0.297300521583771,Pectinesterase inhibitor domain containing protein.,"Molecular Function: enzyme inhibitor activity (GO:0004857), Molecular Function: pectinesterase activity (GO:0030599)",['misc.invertase/pectin methylesterase inhibitor family protein'],LOC_Os05g05640,-1.04229242471801,0.227931055033121,,-1.55684362506645,0.051947928313065,,-2.25932315274771,0.00195136782912,Down,-2.20747769961301,0.003202081290573,Down
1219,Os02g0657600,,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids",6.95385842984366,7731,royalBlue,2.36290454210453,N-acetyl glutamate kinase 2.,"Biological Process: arginine biosynthetic process (GO:0006526), Biological Process: proline biosynthetic process (GO:0006561), Biological Process: cellular amino acid biosynthetic process (GO:0008652), Cellular Component: cytoplasm (GO:0005737), Molecular Function: acetylglutamate kinase activity (GO:0003991), Molecular Function: glutamate 5-kinase activity (GO:0004349)",['amino acid metabolism.synthesis.glutamate family.arginine.acetylglutamate kinase'],LOC_Os02g44000,2.07338392614098,6.88E-06,Up,0.133230381665518,0.865123485140421,,2.12529334400223,4.15E-10,Up,1.92094348650094,2.09E-08,Up
1220,Os11g0173500,,,17.0120550780195,4064,Brown,14.6039830593304,"Leucine-rich repeat, typical subtype domain containing protein., Hypothetical conserved gene.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), , Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.misc'],LOC_Os11g07230,-1.48671456632569,0.004843693107377,Down,-1.49569489297041,0.004598223200279,Down,-0.913482198097415,0.201701010737354,,2.86143103146579,8.84E-12,Up
1221,Os08g0415600,,,24.3423181330628,2695,GreenYellow,13.8633968601626,Similar to ubiquitin-protein ligase.,"Biological Process: protein ubiquitination (GO:0016567), Cellular Component: ubiquitin ligase complex (GO:0000151), Molecular Function: ubiquitin-protein ligase activity (GO:0004842), Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515)",['protein.degradation.ubiquitin.E3.RING'],LOC_Os08g32060,5.17248612792269,3.08E-17,Up,3.7238422981618,5.98E-09,Up,-2.43083562461917,3.07E-05,Down,-1.72200249320282,2.63E-05,Down
1222,Os03g0307200,,,19.0991859958314,3605,Turquoise,14.8761861367795,"Nicotianamine synthase 2, Nicotianamine biosynthesis","Biological Process: nicotianamine biosynthetic process (GO:0030418), Molecular Function: nicotianamine synthase activity (GO:0030410)","['metal handling.binding, chelation and storage']",LOC_Os03g19420,-0.452350914752186,0.890092375234759,,-4.56520558376809,0.009341622281418,Down,-7.7597909488752,3.16E-06,Down,6.81806016596949,3.29E-05,Up
1223,Os05g0545400,,,14.9250647344705,4636,Black,5.31003277390567,Serine/threonine protein kinase domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification'],LOC_Os05g46760,4.86179001517635,2.86E-17,Up,5.07448830077819,1.29E-18,Up,-0.178521324671312,0.759981847889528,,5.03346577875461,0.002135172613854,Up
1224,Os08g0144000,MYB_related,,4.97574598765575,8932,Magenta,2.18174877250751,"Myb, DNA-binding domain containing protein.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['not assigned.unknown'],LOC_Os08g04840,0.5460479056586,0.315323685686941,,1.33594158985723,0.000917264911388,Up,1.00022982552697,0.015899587410686,Up,1.0988927772245,0.004533097676576,Up
1225,Os01g0781100,,,19.955955135871,3420,Brown,16.3189657910525,Similar to NBS-LRR protein (Fragment).,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os01g57270,-2.33096973833231,1.64E-07,Down,-2.19869337715351,1.14E-06,Down,6.26650022483828,9.66E-23,Up,5.71528347682848,0.000126815769497,Up
1226,Os02g0541325,,"Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",14.2546441157845,4826,Blue,7.39685439626645,Similar to Serine decarboxylase.,"Biological Process: carboxylic acid metabolic process (GO:0019752), Molecular Function: catalytic activity (GO:0003824), Molecular Function: carboxy-lyase activity (GO:0016831), Molecular Function: pyridoxal phosphate binding (GO:0030170)",['amino acid metabolism.degradation.histidine'],LOC_Os02g33710,1.71165841547597,0.001196809523838,Up,3.91316682601549,8.60E-17,Up,2.49206474084938,1.19E-09,Up,3.15856487002329,0.027595042764188,Up
1227,Os01g0283500,,,59.3706143186869,533,Blue,49.2276954331506,"Similar to predicted protein., Peptidase S54, rhomboid domain containing protein.",", Cellular Component: intracellular (GO:0005622), Cellular Component: integral to membrane (GO:0016021), Molecular Function: serine-type endopeptidase activity (GO:0004252), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.unclassified'],LOC_Os01g18100,0.875317097614398,0.048982252083167,,1.70904863665977,4.69E-06,Up,1.79921730036015,7.04E-07,Up,1.6584541866591,0.000176796911255,Up
1228,Os07g0407900,,,8.42252637748219,6988,Blue,6.91529615069853,Protein of unknown function DUF679 family protein.,,['not assigned.unknown'],LOC_Os07g22510,0.735955288928945,0.594310967001384,,1.21473568002646,0.245555832373892,,1.75965129830794,0.049733090037524,Up,1.83066127951942,0.039720971231087,Up
1229,Os05g0114500,,,2.52813482864385,10928,Purple,0.617271418023963,RNA recognition motif domain domain containing protein.,"Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676)",['RNA.RNA binding'],LOC_Os05g02400,-1.24713266044265,0.018999533502564,Down,-1.20903911911116,0.023347276037693,Down,4.12855306056659,2.58E-13,Up,-0.629339495431792,0.099392085269519,
1230,Os03g0279400,,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids",4.7235934320607,9114,Turquoise,3.6550344354786,"Similar to predicted protein., Similar to Arginine biosynthesis bifunctional protein argJ 1 Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (Ornithine transacetylase) (OATase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) Contains: Arginine biosynthesis bifunctional protein argJ1 alpha chain; Arginine biosynthesis bifunctional protein argJ1 beta chain.","Biological Process: arginine biosynthetic process (GO:0006526), Molecular Function: acetyl-CoA:L-glutamate N-acetyltransferase activity (GO:0004042), Molecular Function: glutamate N-acetyltransferase activity (GO:0004358)",['amino acid metabolism.synthesis.glutamate family.arginine'],LOC_Os03g17120,-0.329992010234134,0.571555579464779,,-1.25646061126397,0.001204477951019,Down,-1.85631082604464,3.80E-07,Down,2.48415688322007,7.20E-10,Up
1231,Os03g0407050,,,6.9175712803158,7752,Grey60,2.66840991533107,Hypothetical protein.,,['not assigned.unknown'],LOC_Os03g29340,0.321515784918852,0.560842706436676,,1.55671395014031,7.38E-06,Up,1.51713911082736,1.14E-05,Up,-1.47625210186924,0.018823924333209,Down
1232,Os11g0555300,,,27.4628030166037,2272,Brown,24.9854919650142,Similar to Rp1-like protein.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os11g35210,-1.94826499988284,0.006415948650281,Down,-2.43298278784383,0.000393552948355,Down,5.42516883687072,9.48E-07,Up,4.52750765955609,3.79E-12,Up
1233,Os09g0106700,MYB,,6.02335864600289,8271,Magenta,3.86454847121161,Similar to Myb proto-oncogene protein (C-myb).,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os09g01960,1.93072850509794,3.26E-09,Up,1.03910475749357,0.003763667396524,Up,2.24659529262826,0.000107777026844,Up,-1.24400707514246,0.006328779879094,Down
1234,Os10g0529300,,Glutathione metabolism,21.1601127149784,3196,lightGreen,4.47831661327758,Similar to Tau class GST protein 3.,Molecular Function: protein binding (GO:0005515),['misc.glutathione S transferases'],LOC_Os10g38580,-0.438284710293629,0.782496775924423,,-1.96973015659531,0.053031396976265,,-4.88734538849836,1.87E-06,Down,-4.84495463323728,4.04E-06,Down
1235,Os01g0867400,,,8.59610176042983,6897,Blue,4.98100743011057,Non-protein coding transcript.,,,None,1.89443134327315,9.40E-06,Up,1.99448438880329,2.86E-06,Up,2.29487192317454,8.46E-08,Up,-1.12071723502983,0.563372699088802,
1236,Os11g0543100,,,8.207033187623,7100,MidnightBlue,4.95874270427076,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os11g34080,1.99601017563802,4.80E-07,Up,1.14576996405824,0.010033322668859,Up,2.18396279289607,9.53E-05,Up,2.07475864422012,0.005705534821402,Up
1237,Os09g0464000,,Nitrogen metabolism,5.71088602179212,8463,Black,1.09224647927818,Similar to Carbonate dehydratase-like protein.,"Biological Process: carbon utilization (GO:0015976), Molecular Function: carbonate dehydratase activity (GO:0004089), Molecular Function: zinc ion binding (GO:0008270)",['TCA / org. transformation.carbonic anhydrases'],LOC_Os09g28910,0.90302719094733,0.184248631649514,,2.45781524437568,7.79E-07,Up,2.68586010064066,1.82E-08,Up,-0.909331793766254,0.028445447748162,
1238,Os08g0265000,,,7.24230637573916,7568,Brown,5.29513884755276,Hypothetical gene.,,,None,-1.98138657405463,0.128970905493963,,-2.80628312813675,0.030827304894477,Down,-1.95367854316572,0.090695502670327,,4.22377222420283,4.56E-08,Up
1239,Os06g0646700,bZIP,,12.5731300540941,5396,Black,5.25782533093407,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os06g43870,2.32941567752374,5.91E-17,Up,2.30140411926782,3.16E-16,Up,0.286378099552647,0.784401688639754,,-0.800277040407423,0.254599132896603,
1240,Os06g0698812,,,22.3292527554089,2996,Blue,17.7240609369049,Disease resistance protein domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os06g48520,0.629402857086509,0.669040085267094,,1.36773794443023,0.179126396959637,,2.02157179147732,0.018665598729828,Up,2.10103578220003,0.014077274245103,Up
1241,Os05g0130200,,,25.0542301744732,2599,Blue,20.5334467710956,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os05g03934,-0.205586889632335,0.784675151271374,,2.36955457647768,7.29E-10,Up,2.55148600139896,1.60E-11,Up,-0.9729429151657,0.010972966472324,
1242,Os06g0575400,,,12.8079173999183,5307,Brown,11.6632825438802,Serine/threonine protein kinase-related domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: sugar binding (GO:0005529), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os06g37750,-1.25692425648576,0.08863973138463,,-2.16290876005759,0.000741184785061,Down,-2.33956117135382,0.000151935470189,Down,4.85993442560159,1.13E-27,Up
1243,Os05g0163500,,,13.411348327929,5105,MidnightBlue,8.94430894248158,Similar to H0525E10.2 protein.,"Biological Process: recognition of pollen (GO:0048544), Molecular Function: sugar binding (GO:0005529)",['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os05g07080,3.74489285330584,3.70E-06,Up,3.08006534683199,0.000265183702722,Up,1.36846996391841,0.176452978154139,,-1.58831008696705,9.86E-05,Down
1244,Os05g0150800,,,31.9383942735735,1814,Green,11.040434466524,"Similar to Plastid 5, 10-methylene-tetrahydrofolate dehydrogenase (Fragment)., Similar to C-1-tetrahydrofolate synthase, cytoplasmic.","Biological Process: folic acid-containing compound biosynthetic process (GO:0009396), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: methylenetetrahydrofolate dehydrogenase (NADP+) activity (GO:0004488), Biological Process: folic acid-containing compound biosynthetic process (GO:0009396), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: catalytic activity (GO:0003824), Molecular Function: methylenetetrahydrofolate dehydrogenase (NADP+) activity (GO:0004488)",['C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase'],LOC_Os05g05830,-0.344895473524035,0.579695555212971,,-1.81488993575879,1.36E-05,Down,-2.07203478052743,1.85E-07,Down,-0.418503466967188,0.436122270240608,
1245,Os09g0471000,,"Taurine and hypotaurine metabolism, Metabolic pathways",12.2715555946116,5482,Blue,9.28394280578718,"Similar to cupin, RmlC-type.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: cysteamine dioxygenase activity (GO:0047800)",['amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine'],LOC_Os09g29480,0.230412227875266,0.908344142545015,,4.27647639366594,6.71E-08,Up,5.79196114836905,1.73E-14,Up,-2.43979129344878,0.000229794548144,Down
1246,Os02g0632700,,,0.813386031031548,12835,Green,0.279849616854778,Conserved hypothetical protein.,,,None,-1.93299761344069,0.123443143156285,,-2.13752985056849,0.084373805899184,,-4.3251499587237,0.001612179470691,Down,-5.44314366248001,0.003740463000242,Down
1247,Os07g0622400,,,14.1027717423004,4883,Blue,7.17740625458039,Hypothetical protein.,,,None,0.451545122718667,0.698181100847504,,2.01377099151505,0.002388703231676,Up,2.61583448214197,1.14E-05,Up,0.929229605822054,0.038846504721645,
1248,Os11g0158400,,"Glycerolipid metabolism, Metabolic pathways",45.7404081476116,961,Red,11.1277412719998,Similar to Digalactosyldiacylglycerol synthase 1.,Biological Process: biosynthetic process (GO:0009058),['lipid metabolism.glycolipid synthesis.DGDG synthase'],LOC_Os11g05990,0.269770444200523,0.620977074508856,,0.705710571164458,0.059200451642569,,1.06042542184985,0.001864782097795,Up,1.04002846352666,0.002328724625439,Up
1249,Os01g0513900,,,136.075520826341,10,Turquoise,122.955128665772,Similar to Kinesin heavy chain (Fragment).,"Biological Process: microtubule-based movement (GO:0007018), Molecular Function: microtubule motor activity (GO:0003777), Molecular Function: ATP binding (GO:0005524)",['cell.organisation'],LOC_Os01g33040,0.295816931700262,0.766018612931817,,-1.29814675919204,0.049080521128103,Down,-1.90505326090189,0.001581430573575,Down,1.95484471910176,0.000394977632401,Up
1250,Os02g0466600,,,28.6246955651116,2133,Green,15.1482597023035,Conserved hypothetical protein.,,,None,-0.301035840025748,0.671532519545389,,-1.48269067726427,0.001970500387071,Down,-1.31183822325663,0.003491865839505,Down,-0.488806225950327,0.843632263084684,
1251,Os02g0807100,,,4.99358835381171,8915,Green,1.77597116997931,"Similar to Starch synthase V., Hypothetical gene.",,['not assigned.unknown'],"LOC_Os02g56320, LOC_Os02g56334",1.30169680697936,0.007907391685322,Up,1.60744850795352,0.000472380128628,Up,0.753558937958737,0.701231550486187,,0.312810818343342,0.594139812355885,
1252,Os03g0709200,,,10.9035188430084,5972,Brown,7.71389161563808,NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['stress.biotic'],LOC_Os03g50150,-2.18414749102791,0.000342483799962,Down,-2.06364822720185,0.001270857310632,Down,0.393978306756275,0.647026355253003,,3.67591886457399,0.000108511880373,Up
1253,Os02g0151300,,,5.53855422087402,8569,Red,3.59956989443351,Similar to Cellulase (Fragment).,"Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: catalytic activity (GO:0003824), Molecular Function: hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)","['misc.gluco-, galacto- and mannosidases.endoglucanase']",LOC_Os02g05744,0.130139053215643,0.922084850493127,,-1.59400235703127,0.04573831604037,Down,-1.84639119114084,0.01136272687651,Down,3.14571586114561,0.001094070330308,Up
1254,Os03g0158600,,,5.91144979551022,8351,Blue,1.93916321529864,Hypothetical conserved gene.,Molecular Function: nucleic acid binding (GO:0003676),['not assigned.unknown'],LOC_Os03g06250,1.80475895924675,0.002934431673303,Up,2.33888436745102,3.89E-05,Up,2.40965397031582,1.22E-07,Up,-0.0786064058145,0.902768814263897,
1255,Os01g0860450,,,2.21294623572768,11259,GreenYellow,1.36439130102813,Hypothetical protein.,,,None,3.35843369117051,2.25E-05,Up,2.50945739989456,0.003742510280156,Up,0.990607840101613,0.038899865954882,,-0.850381512935987,0.043653348152156,
1256,Os11g0638000,,,59.7106974694358,521,Green,45.6273509734382,"Similar to GTP-binding protein engA., Similar to Small GTP-binding protein domain containing protein, expressed.","Cellular Component: intracellular (GO:0005622), Molecular Function: GTP binding (GO:0005525),",['signalling.G-proteins'],LOC_Os11g41910,-0.709993279793422,0.251663337197789,,-1.66742248969628,0.001412355334077,Down,-2.05512965621629,2.19E-05,Down,2.47404904656194,0.029416581785734,Up
1257,Os03g0297900,,,3.07320325065456,10449,Turquoise,2.07252548242553,Similar to laccase 90c.,"Biological Process: lignin catabolic process (GO:0046274), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: apoplast (GO:0048046), Molecular Function: copper ion binding (GO:0005507), Molecular Function: laccase activity (GO:0008471), Molecular Function: oxidoreductase activity (GO:0016491)",['secondary metabolism.simple phenols'],LOC_Os03g18640,-0.078848198537025,0.954473689041782,,-1.84184615079591,0.020021135443441,Down,-0.719144851529867,0.355106170603787,,3.45062065473575,0.000156749719422,Up
1258,Os01g0218700,,,15.3554389521461,4517,Black,3.36770896043522,"ABC transporter integral membrane type 1 domain containing protein., Similar to peroxisomal membrane ABC transporter family, PMP family.","Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887), Molecular Function: nucleoside-triphosphatase activity (GO:0017111), Molecular Function: ATPase activity, coupled to transmembrane movement of substances (GO:0042626), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887)",['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g11946,0.838097313147799,0.018523111573775,,1.42805621594949,5.04E-06,Up,1.5651966628142,2.68E-07,Up,2.10914008843189,7.28E-06,Up
1259,Os05g0439000,,,9.35624811261527,6554,Purple,2.80483815213028,Similar to RING-H2 finger protein ATL1O (RING-H2 finger protein ATL11).,"Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['protein.degradation.ubiquitin.E3.RING'],LOC_Os05g36310,-0.934123537133601,0.237987520704821,,-0.552810607454126,0.470754942523378,,-1.28127071275998,0.049495840356474,Down,-2.74617584017382,8.11E-06,Down
1260,Os04g0302400,,,0.843597119336111,12797,Grey,0.10925314379704,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os04g23630,1.03918562283705,0.225661382087358,,1.3021061569649,0.081236483358524,,1.55574218362962,0.021933066981854,Up,1.75890077090669,0.00806402103641,Up
1261,Os01g0805600,,,115.83095942747,55,Turquoise,103.016789443614,Similar to Cyclin-B1-1.,"Biological Process: regulation of cyclin-dependent protein kinase activity (GO:0000079), Biological Process: regulation of cell cycle (GO:0051726), Cellular Component: nucleus (GO:0005634), Molecular Function: protein kinase binding (GO:0019901)",['cell.cycle'],LOC_Os01g59120,0.505741972148168,0.599089858061205,,-0.7455141830918,0.324573120290083,,-2.19330886151588,0.000643504275471,Down,-2.72229522617268,3.02E-05,Down
1262,Os03g0318600,bZIP,Plant hormone signal transduction,58.7903352065206,541,Blue,42.4173881796936,Similar to Transcription factor HBP-1b(C38) (Fragment).,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565), Molecular Function: protein dimerization activity (GO:0046983)",['RNA.regulation of transcription.bZIP transcription factor family'],LOC_Os03g20310,0.259653971554623,0.5157786885069,,0.929172247865929,0.000459873697731,,1.15202543687296,6.18E-06,Up,1.4158568058507,1.37E-08,Up
1263,Os07g0644100,bZIP,,21.4270607565551,3149,Blue,12.0588438286418,"bZIP transcription factor, bZIP-1 domain containing protein.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565), Molecular Function: protein dimerization activity (GO:0046983)",['RNA.regulation of transcription.bZIP transcription factor family'],LOC_Os07g44950,0.931653824731974,0.004030246309392,,0.95905402753222,0.002233495683161,,1.04052428276653,0.000594678718247,Up,1.07921632550809,0.000340777901754,Up
1264,Os11g0160100,,,74.43366808975,281,Blue,64.6942822374853,"Zinc finger, RING/FYVE/PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.PHD finger transcription factor'],LOC_Os11g06130,0.668774174003633,0.429932293200705,,2.67895335564825,2.11E-06,Up,2.7615243557029,8.22E-07,Up,1.35294962625114,0.206048935500042,
1265,Os02g0614200,,,30.8435920226933,1914,Pink,6.85963395593885,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g40040,1.12815643185889,0.017059047703352,Up,1.32682255167175,0.002853169612336,Up,0.629605446083425,0.152996858881338,,1.8391791582354,4.37E-06,Up
1266,Os12g0638900,,,24.1736729188347,2722,Blue,19.810300549299,"Pentatricopeptide repeat domain containing protein., Similar to predicted protein.",Molecular Function: binding (GO:0005488),['development.unspecified'],LOC_Os12g44170,0.575864720065741,0.207494179998898,,0.979142081324803,0.008235064141446,,1.15790423766372,0.001126982162726,Up,1.30780528151544,0.000180509776929,Up
1267,Os02g0799100,,,1.0644071121526,12524,Turquoise,0.584040618770885,"Hypothetical conserved gene., Shugoshin, Synaptonemal complex stabilization, Protection of centromeric cohesion in meiosis","Biological Process: meiotic chromosome segregation (GO:0045132), Cellular Component: chromosome, centromeric region (GO:0000775), Cellular Component: nucleus (GO:0005634)",['not assigned.unknown'],LOC_Os02g55570,1.00064438552538,0.032791211048399,Up,1.05395950521158,0.01836596574013,Up,3.59609096741932,0.002187774527173,Up,2.19619322074621,3.50E-05,Up
1268,Os04g0218400,,,3.97343635625601,9689,Red,2.54220373511091,Similar to ankyrin protein kinase-like.,Molecular Function: methyltransferase activity (GO:0008168),['stress.abiotic.drought/salt'],LOC_Os04g14150,1.9001746231417,0.000523206578659,Up,0.965552765191121,0.109640105904304,,2.27944358637957,6.16E-06,Up,2.13417055936495,2.95E-05,Up
1269,Os01g0878800,,Betalain biosynthesis,0.756328580492962,12906,lightGreen,0.209068180964056,"Similar to 4, 5-DOPA dioxygenase extradiol.","Biological Process: cellular aromatic compound metabolic process (GO:0006725), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: ferrous iron binding (GO:0008198), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on single donors with incorporation of molecular oxygen (GO:0016701),",['not assigned.unknown'],LOC_Os01g65680,-0.335937634974007,0.510062408167078,,-1.38197052498264,8.85E-05,Down,-1.57565767626933,2.61E-06,Down,-0.501974933327837,0.301797396357413,
1270,Os12g0203200,,,8.68427516097252,6861,Green,1.66310537972477,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os12g10220,-0.788708890545501,0.386529155458354,,-1.59840557550883,0.020687806937599,Down,-2.91532264736508,4.27E-06,Down,2.74563878691795,0.014792472545802,Up
1271,Os08g0409900,,,4.45667321263003,9306,Red,1.85168506262148,Major facilitator superfamily protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",['transport.misc'],LOC_Os08g31670,1.59741218704874,0.066515817845026,,2.20506975070256,0.00402758334117,Up,1.92984444710492,0.010483589551441,Up,-0.790700929778591,0.089400870429214,
1272,Os09g0364800,,,12.0223852933638,5561,MidnightBlue,3.81163037850785,Heavy metal transport/detoxification protein domain containing protein.,,"['metal handling.binding, chelation and storage']",LOC_Os09g20000,4.33387983632683,8.57E-14,Up,3.8398548258522,9.04E-11,Up,-1.73850145459106,0.000691816452112,Down,1.25655466398046,0.039294391035813,Up
