id,Label,TF,KEGG,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
429,Os01g0672800,,,16.7007187855108,4150,Turquoise,8.5883887993449,Protein of unknown function DUF1421 domain containing protein.,,['cell wall.cell wall proteins.HRGP'],LOC_Os01g48220,1.33640586528531,0.000630994729827,Up,0.59476780307436,0.490018674285712,,1.43420757311203,9.41E-05,Up,1.40007036169706,0.000116800775239,Up,1.26419692956417,0.00079489347493,Up
430,Os11g0536400,,,4.4962062210828,9273,lightYellow,1.22839210468306,Non-protein coding transcript.,,,None,2.33991926825467,0.068079611076458,,1.54318685001159,0.553275201953001,,3.02890914751309,0.004031266255705,Up,3.33454373036726,0.000934241441572,Up,3.0532304096015,0.003438233914227,Up
431,Os10g0364900,,,1.89166111682259,11580,Grey,0.120734878756106,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os10g22050,-1.35806279440435,0.060311464168319,,-0.304635413909184,0.973413710219213,,-1.91297595255801,0.001222695893318,Down,-1.41259073823317,0.022822021422049,Down,-1.11240269825005,0.091998983535532,
432,Os06g0208700,,,1.10876893348028,12473,Grey,0.227492563440076,Similar to Dual-specificity phosphatase protein.,Molecular Function: protein tyrosine phosphatase activity (GO:0004725),['protein.postranslational modification'],LOC_Os06g10650,-1.02778727415629,0.068079611076458,,-0.876689372834074,0.240816756652018,,-2.16606546538831,5.55E-06,Down,-1.93831425571742,2.11E-05,Down,-2.02644303183075,1.65E-05,Down
433,Os06g0268500,,,7.99065745203271,7185,Brown,4.25182299672407,Similar to OSIGBa0139J17.1 protein.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os06g15750,-0.890413335824798,0.218165764244119,,-0.624424338535133,0.701643607633692,,-1.82659577675638,0.000840399323856,Down,-1.98909111453066,0.000136778118375,Down,-2.34376169278842,1.64E-05,Down
434,Os05g0578100,,,20.8268613839352,3249,GreenYellow,4.93814245918293,Protein of unknown function DUF1645 family protein.,,['not assigned.unknown'],LOC_Os05g50230,2.1907828328807,0.054081057075541,,1.66849797595745,0.341725831298366,,4.44881746309582,1.06E-07,Up,5.01104646306477,7.61E-10,Up,4.49787937905915,7.22E-08,Up
435,Os01g0870100,,,10.769735880149,6021,Cyan,3.05437994394016,"Ion channel DMI1., Cation channel protein., Similar to DMI1 protein homologue., Similar to Ion channel POLLUX.",Molecular Function: nucleotide binding (GO:0000166),['not assigned.unknown'],LOC_Os01g64980,-0.712881333822987,0.315700452716436,,-0.216509473587985,0.976929953644583,,-1.33443950479696,0.006374818002117,Down,-1.22222879013423,0.011145834502302,Down,-1.2150262732357,0.013547295685575,Down
436,Os01g0149500,,,0.65757945722,13018,Grey,0.059506864532381,"NBS-LRR domain-containing protein, Rice blast disease resistance",Molecular Function: ADP binding (GO:0043531),['stress.biotic.PR-proteins'],LOC_Os01g05620,-1.66888359620122,0.018582624106725,Down,-0.755685062803662,0.681348970287557,,-1.8934942930806,0.005630330511992,Down,-2.47738536387204,0.000158216313655,Down,-2.38457667022798,0.000458950912629,Down
437,Os01g0272600,,Other types of O-glycan biosynthesis,1.21800985061325,12338,Magenta,0.322056257331089,Similar to Root determined nodulation 1.,,['not assigned.unknown'],LOC_Os01g16600,0.498694741602291,0.584064754155925,,0.202161655087807,0.983340711104847,,1.17263049533802,0.017075634539801,Up,1.21006961531139,0.009878957372394,Up,1.07246617758868,0.031395432145591,Up
438,Os01g0874300,MYB,,7.52275423153517,7405,Black,4.12103766800481,Similar to MybHv5 (Fragment).,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g65370,1.32622513827423,0.06601360824242,,0.648391096442401,0.782853864939319,,2.3123649260701,3.16E-05,Up,2.61644120745676,1.15E-06,Up,2.45488744417383,7.52E-06,Up
439,Os04g0607100,,,11.5797518902447,5718,Black,4.85583514518712,Similar to OSIGBa0113I13.9 protein.,"Cellular Component: membrane (GO:0016020), Molecular Function: acetylglucosaminyltransferase activity (GO:0008375)",['not assigned.unknown'],LOC_Os04g51794,0.024769111276595,0.983603986793819,,0.092931548263069,0.993455387404527,,1.20768163857833,1.16E-05,Up,1.28154136085418,1.74E-06,Up,1.13335301372686,4.69E-05,Up
440,Os01g0915000,,,1.8602843419617,11621,Black,0.551873985267264,"Protein of unknown function DUF506, plant family protein.",,['not assigned.unknown'],LOC_Os01g68650,1.99911102240733,0.000758625700943,Up,2.0162961807803,0.001464652368082,Up,2.83181048459859,7.36E-08,Up,3.03556253689362,4.04E-09,Up,3.02927881956862,5.86E-09,Up
441,Os06g0641866,,,15.973442480458,4357,Brown,12.5022609141975,Hypothetical protein.,,,None,-3.22347155625781,0.040760394584236,Down,-0.363185618487717,0.993455387404527,,-2.27265893587221,0.121743252515862,,-3.51386516483494,0.016079852695592,Down,-2.17234536374999,0.13141551186999,
442,Os08g0563200,,,9.17123139141835,6636,Salmon,4.38367836836197,Protein of unknown function DUF296 domain containing protein.,,['RNA.regulation of transcription.putative transcription regulator'],LOC_Os08g44910,-1.22975987738205,0.007812013043055,Down,-0.702529252404868,0.385622420553688,,-2.47597833856862,1.54E-08,Down,-2.28040194648081,3.51E-08,Down,-2.25789834916736,1.27E-07,Down
443,Os07g0689800,,,5.64498059116996,8504,Yellow,2.91498236607404,Tetratricopeptide-like helical domain containing protein.,"Molecular Function: binding (GO:0005488), Molecular Function: heat shock protein binding (GO:0031072)",['stress.abiotic.heat'],LOC_Os07g49000,-1.11619145037855,0.591818712090078,,-2.43747786316375,,,-3.28639753851113,0.032022632062275,Down,-4.16385858585597,0.009825865615013,Down,-3.51916027266179,0.020856298267054,Down
444,Os01g0124200,,,41.9774927613573,1147,Blue,22.4109490125983,Similar to Bowman Birk trypsin inhibitor.,,['not assigned.unknown'],LOC_Os01g03340,0.956391228771508,0.4077521100795,,1.49523684011003,0.163642984625137,,2.62378501694382,8.97E-05,Up,2.70251787815698,4.45E-05,Up,3.05241387891753,2.89E-06,Up
445,Os02g0461100,,,24.896028881345,2619,Salmon,15.8382291108658,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g26294,-0.361808508372046,0.820058248184872,,0.124830878440921,0.997024584631436,,-2.03173824038045,0.002579012139726,Down,-2.08783725399357,0.001137415920169,Down,-1.13386048371611,0.10789028051778,
446,Os09g0572700,,,8.81067356354827,6804,Magenta,5.8369845502274,"Similar to Blue copper-binding protein., Cupredoxin domain containing protein.",", Molecular Function: copper ion binding (GO:0005507), Molecular Function: electron carrier activity (GO:0009055)",['misc.plastocyanin-like'],LOC_Os09g39940,1.99008295225317,4.15E-05,Up,2.38062318627997,1.18E-06,Up,3.09152581628382,1.27E-12,Up,3.09344671824807,1.04E-12,Up,2.51481994478172,1.97E-08,Up
447,Os05g0381400,,,26.5153466269446,2392,Magenta,14.5262961931834,"AWPM-19-like protein, Stress tolerance through ABA-dependent patheway",,['transport.misc'],LOC_Os05g31670,3.56154686322228,0.001856685091509,Up,3.36955944260834,0.008272959235421,Up,7.58342891044912,1.00E-15,Up,8.05155303624725,9.56E-18,Up,8.77151275120878,6.81E-21,Up
448,Os05g0137300,,"Glycerolipid metabolism, Metabolic pathways",4.42290102307543,9339,Grey,0.247149075305394,Thioredoxin fold domain containing protein.,,['not assigned.unknown'],LOC_Os05g04620,0.459313634522168,0.588521446832633,,0.596880332349973,0.625767980755519,,1.57533494577028,0.00016737573932,Up,1.70234416029153,3.04E-05,Up,1.64176068010713,7.40E-05,Up
449,Os01g0783200,,"Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Phosphatidylinositol signaling system",31.3685153761082,1860,GreenYellow,13.3026883056462,Similar to Diacylglycerol kinase.,"Biological Process: activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway (GO:0007205), Molecular Function: diacylglycerol kinase activity (GO:0004143)",['lipid metabolism.Phospholipid synthesis.diacylglycerol kinase'],LOC_Os01g57420,2.11827813400457,1.07E-08,Up,1.37921969935728,0.00183852890359,Up,3.85057685492435,1.66E-29,Up,4.07926075419504,3.70E-33,Up,4.12366024519885,1.12E-33,Up
450,Os06g0541600,,,4.72259777919606,9116,GreenYellow,1.88485925297688,Conserved hypothetical protein.,,['not assigned.unknown'],"LOC_Os06g34960, LOC_Os06g34970",1.45103896233729,0.08522268331788,,1.09176268332522,0.439433657677934,,1.88812157281717,0.006374818002117,Up,1.68077809146388,0.015487317273426,Up,1.54640157099414,0.033931295364284,Up
451,Os09g0387150,,,24.8767893089644,2622,Salmon,11.925020990925,Conserved hypothetical protein.,,['not assigned.unknown'],"LOC_Os09g21796, LOC_Os09g21802",-0.535660804984493,0.756901617876535,,-0.34126295000061,0.975761774549926,,-2.85041777951724,0.000661406746464,Down,-2.51619570502312,0.001275321841618,Down,-1.99198942754999,0.013925807587683,Down
452,Os11g0113700,,,8.14264817597666,7124,Blue,5.35329053476587,"Serine/threonine protein kinase, Abiotic stresses, Serine/threonine protein kinase, Microbe-assosiated molecular pattern (MAMP)-induced defense signaling pathway","Biological Process: protein phosphorylation (GO:0006468), Biological Process: signal transduction (GO:0007165), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification'],LOC_Os11g02240,-2.14709958120203,0.010665715443761,Down,0.660712928111998,0.893243845955989,,-0.84790290108398,0.377254968850548,,-1.72527933779184,0.031047770644432,Down,-1.19642389287165,0.173062100280372,
453,Os03g0225900,,"alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",18.5339974657751,3714,Pink,3.5901198960482,"Allene oxide synthase (CYP74A2), Biosynthesis of jasmonic acid (JA), Allene oxide synthase.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",['hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase'],LOC_Os03g12500,0.31534233085365,0.906989814930567,,0.23310457344108,0.997024584631436,,2.47332366664567,0.004329653832149,Up,2.52174575953007,0.003078398819046,Up,1.82743307131382,0.048499302635028,Up
454,Os04g0636200,,,1.84871468798451,11629,Turquoise,1.53884971368372,Hpt domain containing protein.,,['not assigned.unknown'],LOC_Os04g54370,-1.59114297773055,0.057651478182307,,-0.740097405634752,0.773230393316465,,-1.90739231282369,0.011941448997706,Down,-1.59595886335277,0.030039884041897,Down,-1.53603271756006,0.04386314494789,Down
455,Os01g0383700,,,9.87614573629137,6355,Pink,4.53648104546412,Similar to LEC14B protein.,,['development.unspecified'],LOC_Os01g28680,2.21995477387561,9.90E-06,Up,1.37938964057722,0.036249364137765,Up,2.50247065220026,1.21E-07,Up,2.62833288900306,1.93E-08,Up,1.64366265623681,0.0012236301158,Up
456,Os06g0636600,,,8.56067882554767,6918,Blue,2.24256245142041,"Protein kinase, core domain containing protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification'],LOC_Os06g43030,2.22411553480671,0.002218388539734,Up,1.60909508815137,0.096624825316018,,1.79111327721521,0.017654970932341,Up,2.2740759372058,0.000761000874796,Up,1.72463938612563,0.021941013077978,Up
457,Os06g0199400,,,2.17931135481914,11281,MidnightBlue,1.16502666447027,Conserved hypothetical protein.,,,None,0.550214474004047,0.803397010226153,,1.33725662356919,0.48333005572762,,1.8523520062203,0.044638669058366,Up,2.0089823938361,0.0235852547457,Up,2.53926998703837,0.002729218071779,Up
458,Os06g0639100,,,6.86808202682058,7777,Grey60,3.72392053193813,"Zinc finger, RING/FYVE/PHD-type domain containing protein., Similar to protein binding / zinc ion binding., Similar to predicted protein.","Molecular Function: zinc ion binding (GO:0008270),",['protein.degradation.ubiquitin.E3.RING'],LOC_Os06g43210,0.416247822021968,0.478622290813192,,0.278635371188139,0.907505165849962,,1.04034445300486,0.001689710455566,Up,1.1960438525276,0.000171586032584,Up,1.28462251202766,4.93E-05,Up
459,Os02g0743200,,,7.73221886492584,7320,Black,4.93879811096002,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g50940,1.12537622928943,0.081686786394276,,0.91105282246224,0.341495480097706,,1.63506658028615,0.001559618862521,Up,1.88032886350859,0.000113243896237,Up,1.75275266396837,0.000501030134861,Up
460,Os01g0925100,,,1.0074813463102,12601,lightYellow,0.263106469334632,Conserved hypothetical protein.,,['stress.biotic.PR-proteins'],LOC_Os01g70080,2.66680828488777,0.018830278928913,Up,2.65973977215867,0.033979064844393,Up,2.98941844718568,0.003339950623983,Up,2.92761643280022,0.003354066633998,Up,2.69891289465312,0.009832644696483,Up
461,Os05g0389400,,,12.812383218873,5306,Magenta,6.06199017908217,Biopterin transport-related protein BT1 family protein.,,['transport.misc'],LOC_Os05g32320,0.973208863026297,0.041457571011631,,0.152687418805142,0.989124029785626,,1.45712425868227,0.0001835151514,Up,1.67894198315133,7.35E-06,Up,1.64617882833859,1.41E-05,Up
462,Os06g0719500,bZIP,,5.53487742095865,8572,Brown,3.99468796902401,Hypothetical conserved gene.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565), Molecular Function: protein dimerization activity (GO:0046983)",['not assigned.unknown'],LOC_Os06g50480,-1.16710929687329,0.379714677902646,,0.244980827170067,0.993366448978849,,-2.13341768067423,0.045881590077924,Down,-2.10014516599017,0.031846948636956,Down,-1.27862056699682,0.210007998637445,
463,Os07g0586900,GRAS,,7.72958816781012,7322,Brown,5.94087821391237,"SHR transcription factor, Formation of root endodermis and leaf stomata, Regulation of the number of cortex cell layers in the root",,"['RNA.regulation of transcription.GRAS transcription factor family', 'development.unspecified']",LOC_Os07g39820,-0.20952275668608,0.906344194005755,,0.128896148850112,0.997024584631436,,-1.60220956816766,0.011245065408599,Down,-1.48190079429677,0.015632404137659,Down,-0.764409412111486,0.278646526206005,
464,Os01g0142500,MYB,,0.672608103888264,13003,Grey,0.168916242209653,Homeodomain-like containing protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.MYB-related transcription factor family'],LOC_Os01g04930,-0.461505809841968,0.51269536380557,,0.173149713932519,0.980823592508468,,-1.19305289682689,0.002977285937296,Down,-1.37000919295778,0.00035265185686,Down,-1.40151237827884,0.000314248357624,Down
465,Os02g0191800,,,3.0902407461691,10429,Salmon,1.7493089932115,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g09850,-0.229235732077411,0.931761306589935,,0.644050423012047,0.912346041313456,,-3.33602934456305,0.005705114769923,Down,-3.70319587583964,0.001433727701018,Down,-3.45142363972286,0.003414784363622,Down
466,Os08g0512400,,,16.8940399577977,4094,Black,8.98130562027114,"Protein of unknown function DUF296 domain containing protein., Similar to AT-hook protein 1.",Molecular Function: DNA binding (GO:0003677),['RNA.regulation of transcription.putative transcription regulator'],LOC_Os08g40150,0.646072635251268,0.050469047444077,,0.461917049302221,0.401460719162649,,1.23513969559186,1.34E-06,Up,1.14554885471596,7.47E-06,Up,1.14921987327152,8.75E-06,Up
467,Os05g0495300,,,12.7881703041819,5314,Blue,9.37004163896844,"Conserved hypothetical protein., Hypothetical conserved gene., Non-protein coding transcript.",,['not assigned.unknown'],LOC_Os05g41550,0.601592417817708,0.187587488672319,,0.666627615875552,0.211046829433924,,-1.3273721868735,3.05E-05,Down,-1.46918059637125,2.20E-06,Down,-2.30875540903631,2.26E-14,Down
468,Os02g0115900,,"Protein export, Protein processing in endoplasmic reticulum",3.73062799709881,9885,Red,1.94845543137301,"Endosperm lumenal binding protein., Similar to Endosperm lumenal binding protein.",Molecular Function: ATP binding (GO:0005524),['stress.abiotic.heat'],LOC_Os02g02410,-0.60495948336646,0.218621083354381,,-1.00545575087661,0.017049299965245,Down,-1.46857967355801,9.78E-06,Down,-1.296896898961,0.000101242146457,Down,-1.5240265889123,3.89E-06,Down
469,Os01g0676900,,,11.8175353055395,5643,royalBlue,0.850347269971207,Hypothetical conserved gene.,,['not assigned.unknown'],LOC_Os01g48530,1.32234027012445,0.009035836261978,Up,0.520425738546761,0.770861726129602,,1.07871085601153,0.029583769789669,Up,1.14618842057694,0.016370540367737,Up,0.620005726635465,0.272624332653545,
470,Os09g0470500,HD-ZIP,,5.1086165972719,8837,Turquoise,1.86185406630497,Homeodomain leucine zipper protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: transcription regulatory region sequence-specific DNA binding (GO:0000976), Molecular Function: DNA binding (GO:0003677), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: protein binding (GO:0005515), Molecular Function: sequence-specific DNA binding (GO:0043565)","['RNA.regulation of transcription.HB,Homeobox transcription factor family']",LOC_Os09g29460,-1.42075360782197,0.050524457720351,,-0.257357972113259,0.980660957810996,,-3.80716842994579,2.63E-06,Down,-3.07412986121047,4.26E-06,Down,-3.3057010900096,4.62E-06,Down
471,Os11g0498600,,,16.6568736646036,4171,Magenta,8.68206744427219,Similar to HVA22 protein.,,['hormone metabolism.abscisic acid.induced-regulated-responsive-activated'],LOC_Os11g30500,2.34954358956715,0.002106215624615,Up,1.21726291912551,0.41463111840552,,4.09131821120976,3.60E-10,Up,4.63268432321689,5.80E-13,Up,4.74550674269174,1.68E-13,Up
472,Os03g0729200,,,10.1766430224522,6252,Red,6.32520669859868,"Similar to predicted protein., Thioredoxin-like fold domain containing protein.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: antioxidant activity (GO:0016209), Molecular Function: oxidoreductase activity (GO:0016491),",['not assigned.unknown'],LOC_Os03g51950,0.136533324950392,0.911874556313574,,0.3548790586788,0.869877232890013,,1.04950414095634,0.00753143267818,Up,1.00021014500659,0.00999981183963,Up,0.966015640271428,0.015074101405393,
473,Os01g0183300,,,38.119781124605,1353,lightYellow,11.8501531838326,Endonuclease/exonuclease/phosphatase domain containing protein.,Molecular Function: inositol or phosphatidylinositol phosphatase activity (GO:0004437),['DNA.synthesis/chromatin structure'],LOC_Os01g08780,2.14931175605981,4.23E-06,Up,1.21938102998253,0.058901658703528,,3.38289979974152,1.07E-15,Up,3.4144384814611,3.78E-16,Up,2.8256094481036,6.46E-11,Up
474,Os06g0714900,,,38.500825278283,1329,lightYellow,7.54916960266811,Serine/threonine protein kinase domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os06g50100,0.806150650706853,0.305532648868749,,0.660994389558254,0.673430420005474,,1.62384363817303,0.001421586244304,Up,1.55059450334975,0.001955373863614,Up,1.6012686185915,0.001576950331618,Up
475,Os10g0478300,MYB,,7.34863859347191,7511,royalBlue,2.32260459857805,"SG2-type MYB transcription factor, Resistance to fungal and bacterial pathogens",Molecular Function: DNA binding (GO:0003677),['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os10g33810,1.2662393181537,0.062138138459792,,0.203895772223079,0.99093662539993,,2.34909230166316,4.80E-06,Up,2.235867066722,1.23E-05,Up,2.117635354932,5.57E-05,Up
476,Os04g0639000,,,14.6976945692457,4696,MidnightBlue,1.89800574047419,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os04g54610,4.45311188134832,5.56E-09,Up,2.53318739521881,0.009558708822169,Up,5.25215737612188,5.27E-13,Up,5.11431208154299,2.07E-12,Up,4.51684191884934,1.21E-09,Up
477,Os08g0476300,,,15.2343619634231,4550,Magenta,9.61569751999272,Glucose/ribitol dehydrogenase family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os08g37130,3.28528308810885,0.029619754729663,Up,3.0665228876349,0.089664843425149,,4.90873555919428,6.71E-05,Up,5.59974978327836,2.57E-06,Up,5.36727827274861,8.75E-06,Up
478,Os04g0485400,,,0.798728660095551,12858,Grey,0.118248159246691,"Similar to Nucleotide-binding protein., Similar to nucleotide-binding protein 1.",", Molecular Function: ATP binding (GO:0005524)",['protein.assembly and cofactor ligation'],LOC_Os04g40880,-0.562808238432508,0.502817457960058,,-0.257077436682993,0.966256247738304,,-1.2411282906564,0.016090593579423,Down,-1.40396937219833,0.003906000168165,Down,-1.07678451123606,0.038472621747033,Down
479,Os03g0850900,,,7.14004241997269,7626,lightYellow,2.07049264347656,Similar to Chemocyanin precursor (Basic blue protein) (Plantacyanin).,"Molecular Function: copper ion binding (GO:0005507), Molecular Function: electron carrier activity (GO:0009055)",['misc.plastocyanin-like'],LOC_Os03g63390,0.492402696503546,0.746457979650755,,0.640633802672066,0.841977262416268,,2.117526288534,0.00079903015046,Up,2.5847397460966,1.76E-05,Up,2.39623732114262,9.56E-05,Up
480,Os05g0414700,,,1.16232765798833,12399,MidnightBlue,0.512106514487212,Similar to BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.misc'],LOC_Os05g34270,2.25493612975045,0.003368316091507,Up,1.52905408058612,0.169358397920595,,2.39446477527821,0.000937710307625,Up,2.88353254294567,1.67E-05,Up,2.61636307026881,0.00018179269218,Up
481,Os02g0281000,,,19.9129892547967,3428,Brown,16.6516036570701,"RmlC-like jelly roll fold domain containing protein., Similar to predicted protein.","Biological Process: regulation of protein phosphorylation (GO:0001932), Biological Process: protein phosphorylation (GO:0006468), Biological Process: protein dephosphorylation (GO:0006470), Cellular Component: cAMP-dependent protein kinase complex (GO:0005952), Cellular Component: protein serine/threonine phosphatase complex (GO:0008287), Molecular Function: catalytic activity (GO:0003824), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein serine/threonine phosphatase activity (GO:0004722), Molecular Function: ATP binding (GO:0005524), Molecular Function: cAMP-dependent protein kinase regulator activity (GO:0008603), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Molecular Function: catalytic activity (GO:0003824)",['protein.postranslational modification'],LOC_Os02g17970,-1.39621883843782,0.024666578749275,Down,-0.463333517640851,0.893243845955989,,-1.39413251979306,0.015450788325908,Down,-1.75989443421087,0.001097250811852,Down,-2.27664108262525,2.54E-05,Down
482,Os01g0571300,HSF,,35.0115212935127,1573,Magenta,21.1715871166674,Similar to Heat shock transcription factor 31 (Fragment).,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565)","['RNA.regulation of transcription.HSF,Heat-shock transcription factor family']",LOC_Os01g39020,2.82691884134167,0.007838778873353,Up,1.5931234096106,0.445004283961767,,3.66898975277876,7.47E-05,Up,3.97733995914217,1.07E-05,Up,4.29527903247395,1.68E-06,Up
483,Os01g0667900,,,9.20671602323524,6619,Black,4.39378937160213,"CC-type glutaredoxin, Homeostatic regulation of nitrogen use, Hormone signaling","Biological Process: cell redox homeostasis (GO:0045454), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: protein disulfide oxidoreductase activity (GO:0015035)",['redox.glutaredoxins'],LOC_Os01g47760,1.43132915397594,3.50E-06,Up,0.932666819598218,0.015766972581043,,2.24435918606865,1.29E-15,Up,2.32469602811689,7.50E-17,Up,1.98342268711526,3.21E-12,Up
484,Os09g0327600,,,13.0793522066504,5218,Brown,11.3070134153522,Similar to Pi5-1.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['not assigned.unknown'],LOC_Os09g15840,-2.03931522644795,0.000240126709191,Down,-0.427450915042016,0.904549146293577,,-1.34311164848985,0.019348558426286,Down,-1.71537829602766,0.001348606756508,Down,-2.2798169752422,3.47E-05,Down
485,Os11g0582100,,,40.0273326275708,1228,Blue,29.9235286454937,"Zinc finger, RING/FYVE/PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['not assigned.unknown'],LOC_Os11g37230,0.574321039607784,0.245770635672825,,0.929376652697206,0.024037170105182,,1.81683374968732,2.09E-09,Up,1.78397832862427,2.80E-09,Up,1.70337092097664,2.73E-08,Up
486,Os10g0130800,,,5.37691187966784,8654,Turquoise,1.76117352577815,Conserved hypothetical protein.,,['stress.biotic.PR-proteins'],LOC_Os10g04090,-2.05395041181063,0.25131266741505,,-1.48548768915676,,,-6.43674140967717,0.001850635075799,Down,-6.83360987761552,0.000732074057251,Down,-3.08298831692463,0.041778296551504,Down
487,Os05g0499300,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",70.7965411922745,318,Turquoise,63.0821798010468,Similar to Peroxidase (EC 1.11.1.7).,"Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os05g41990,-1.20689844963803,0.307327167039473,,-2.5397234830015,0.004516273493576,Down,-3.15338391288816,2.55E-05,Down,-3.27865376613175,8.49E-06,Down,-4.18952566170366,1.26E-08,Down
488,Os11g0153300,,,34.9391053322754,1585,Magenta,18.1806048565711,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os11g05530,1.6995212540433,0.000609472881348,Up,1.45716026262623,0.010092092315568,Up,3.02829432922889,8.01E-13,Up,3.46399276590565,5.13E-17,Up,2.71011748610726,3.08E-10,Up
489,Os01g0769000,,RNA degradation,17.0800178419065,4048,GreenYellow,9.17959163872504,"Topoisomerase II-associated protein PAT1 domain containing protein., Similar to predicted protein.",,['not assigned.unknown'],LOC_Os01g56300,1.37346630738129,0.014008421674769,Up,0.289202505454004,0.965183692872775,,2.36696960554913,2.66E-07,Up,2.62814262516105,5.96E-09,Up,2.24988953816781,1.18E-06,Up
