id,Label,TF,KEGG,Symbol,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day,FC_3day,pval_3day,REG_3day
484,Os05g0345500,,,,22.3070579128043,3001,LightCyan,5.585859773873,"BTB/POZ domain containing protein., Similar to predicted protein.","Molecular Function: protein binding (GO:0005515), Biological Process: cell adhesion (GO:0007155), Molecular Function: protein binding (GO:0005515)",['not assigned.unknown'],LOC_Os05g27880,-0.11404217857604,0.882582756880818,,0.534833515435846,0.023019119607886,,0.78006164372381,0.000149742324787,,0.929431754901728,2.31E-06,,1.02351818921485,1.54E-07,Up,1.00213322478206,2.82E-07,Up
485,Os11g0157200,,,,15.643857416002,4449,Pink,7.50230401418385,Harpin-induced 1 domain containing protein.,,['stress.biotic'],LOC_Os11g05860,0.762276652747853,0.082031325702079,,0.170691638372802,0.814112751406742,,0.100782117239309,0.882048365540534,,-0.322999731527184,0.485887552978701,,-1.10831195287943,0.002369131605267,Down,-1.52362208331996,1.81E-05,Down
486,Os07g0581700,HD-ZIP,,Oshox14,1.25473327611033,12299,GreenYellow,0.430471783197507,"Homeodomain-leucine zipper (HD-Zip) transcription factor, Regulation of panicle development","Biological Process: regulation of transcription, DNA-templated (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: sequence-specific DNA binding (GO:0043565)","['RNA.regulation of transcription.HB,Homeobox transcription factor family']",LOC_Os07g39320,0.959056077756872,0.419429107646441,,1.52146464198814,0.048533848721612,Up,1.83983217706801,0.006998023783674,Up,-1.41847041720666,,,-1.15928468452582,,,-1.21558269745119,0.196465814083442,
487,Os06g0226000,,,,3.4691191997578,10095,Turquoise,2.15367221367267,"Similar to Transposase (Fragment)., Conserved hypothetical protein.","Molecular Function: hydrolase activity, acting on ester bonds (GO:0016788),",['not assigned.unknown'],LOC_Os06g12170,-0.22040095322575,0.723855268508726,,-0.751249322765027,0.005129139488878,,-1.00882364539299,4.23E-05,Down,-0.736931967153274,0.003481935637047,,-2.39657655983019,2.03E-05,Down,-2.74579651325086,1.10E-06,Down
488,Os04g0492600,,,,2.23780696231438,11244,Cyan,0.632227589673477,Anticodon-binding domain containing protein.,"Molecular Function: tRNA binding (GO:0000049), Molecular Function: aminoacyl-tRNA ligase activity (GO:0004812), Molecular Function: ATP binding (GO:0005524)",['protein.postranslational modification'],"LOC_Os04g41510, LOC_Os04g41530",-0.104203034591298,0.93748929250626,,0.69498189756548,0.031844581775419,,1.08812895821477,6.78E-05,Up,1.01133710910055,0.000215728306342,Up,-3.15771276918132,0.001255864745967,Down,0.248035871359592,,
489,Os01g0695100,,,OsPEAMT1,7.68388563918716,7341,Yellow,4.00429303800643,Similar to Phosphoethanolamine N-methyltransferase.,,['lipid metabolism.Phospholipid synthesis'],"LOC_Os01g50030, LOC_Os01g50032",-0.088663275762414,0.983622224823379,,-2.05700110960073,0.023955765302817,Down,-1.96535189520642,0.023219233658847,Down,-6.58720432292338,0.002202770542597,Down,-3.79026559663337,1.04E-09,Down,0.055031056801264,0.972561954164463,
490,Os05g0490400,,,OsSTA155,24.0555698885472,2742,GreenYellow,12.8163535309979,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os05g41150,-0.373370029584154,0.863850104578303,,-1.89504116100473,0.013222605552721,Down,-2.69759314849639,0.000282415540303,Down,1.05011235074953,0.542015560082575,,-3.07775816183909,2.40E-07,Down,-0.189393897242194,0.729599246997958,
491,Os12g0256000,,,,1.82568476749444,11659,MidnightBlue,0.889285325684898,Alpha/beta hydrolase fold-3 domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: hydrolase activity (GO:0016787)",['Biodegradation of Xenobiotics'],LOC_Os12g15400,0.993659191846115,0.013728047900924,,0.827093719441718,0.048511997394364,,1.03783646833405,0.004856666370134,Up,0.600479569935796,0.146160041835433,,-3.29251786584511,0.002407436706589,Down,-2.27995666906439,0.022858694609544,Down
492,Os03g0158500,,,,11.812788198193,5644,Brown,8.2967424204918,"YT521-B-like protein family protein., Similar to YT521-B-like family protein, expressed.",,['signalling.calcium'],LOC_Os03g06240,-0.578452064150212,0.193622322039379,,-0.063102712456354,0.932275979207399,,0.344600016801546,0.428953654552243,,0.861522324677302,0.006018008102705,,1.55220001715391,5.27E-08,Up,1.46187760802241,3.92E-07,Up
493,Os02g0177600,,"Ubiquinone and other terpenoid-quinone biosynthesis, Phenylalanine metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites","4CL3, Os4CL3",0.819233794634032,12827,Turquoise,0.384735939092905,"4-coumarate:coenzyme A ligase, Lignin biosynthesis, Defense against wounding","Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824)",['secondary metabolism.phenylpropanoids.lignin biosynthesis.4CL'],LOC_Os02g08100,-0.420861146277544,0.628676594205635,,-1.17114183774629,0.005201982487567,Down,-1.27616469108843,0.001365270095938,Down,-0.703085546729626,0.693895678095083,,-3.55609528309135,9.32E-06,Down,-3.03219141170776,5.10E-05,Down
494,Os05g0550300,,,OsLTP2.4,11.9497435816039,5589,Yellow,6.18641149698754,Similar to Lipid transfer protein (Fragment).,Biological Process: lipid transport (GO:0006869),['not assigned.unknown'],LOC_Os05g47700,-0.833691881537895,0.091789285906895,,-1.99855538047503,2.83E-08,Down,-2.25586741169805,1.52E-10,Down,-3.21767271967108,5.74E-08,Down,-1.73874533320935,0.024575728705914,Down,-4.88954339505486,5.76E-05,Down
495,Os04g0479200,,"Citrate cycle (TCA cycle), Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids",,16.563979484344,4202,Pink,10.7659634687209,Similar to NAD-dependent isocitrate dehydrogenase c;1.,"Biological Process: tricarboxylic acid cycle (GO:0006099), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: magnesium ion binding (GO:0000287), Molecular Function: isocitrate dehydrogenase (NAD+) activity (GO:0004449), Molecular Function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616), Molecular Function: NAD binding (GO:0051287)",['TCA / org. transformation.TCA.IDH'],LOC_Os04g40310,-0.365823938035145,0.639136241852233,,-0.596346416504744,0.187941832017801,,-0.8935750576519,0.017150969430639,,-1.09968478037229,0.001629660779104,Down,-1.51428571301004,1.01E-05,Down,-2.43661367722576,0.001598914267572,Down
496,Os12g0257600,,,OsLAC28,26.499097499259,2398,Black,5.94678142858043,Similar to Laccase-25.,"Biological Process: lignin catabolic process (GO:0046274), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: apoplast (GO:0048046), Molecular Function: copper ion binding (GO:0005507), Molecular Function: laccase activity (GO:0008471), Molecular Function: oxidoreductase activity (GO:0016491)",['secondary metabolism.simple phenols'],LOC_Os12g15530,5.51585847519705,,,4.14475189722471,5.24E-06,Up,3.82215352269842,2.76E-05,Up,-2.02928294636602,4.14E-09,Down,0.439609326294222,,,0.773864632326976,0.294232220669897,
497,Os10g0552300,,,OsHyPRP17,31.3527059358884,1862,Turquoise,30.4641774651965,Conserved hypothetical protein.,,['misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein'],LOC_Os10g40480,0.530279427424277,0.84522412683369,,-2.12437887567579,0.045656105492212,Down,-3.48921369561377,0.000882229163156,Down,1.81306198948661,,,-3.07503755018524,0.013765898886578,Down,0.434712554807618,,
498,Os04g0173300,,,,9.5171500121163,6493,Grey60,3.67301199672258,"Hypothetical gene., Similar to Transmembrane protein 115., Conserved hypothetical protein.",,['not assigned.unknown'],LOC_Os04g09350,0.262880647811024,0.683922939492273,,0.795249657510638,0.004962299937428,,0.958813164630695,0.000258830100716,,1.34198578415819,3.78E-08,Up,1.44938102479829,2.52E-09,Up,1.14636033958456,0.041451007627486,Up
499,Os01g0349600,,,,15.2309129915854,4551,Brown,8.7498620592403,Hypothetical protein.,,['not assigned.unknown'],LOC_Os01g24764,0.978725077572606,0.356281036619073,,1.1909955865001,0.139504933200136,,1.455326962871,0.037279629979401,Up,-0.814574456606643,,,-6.85243659575065,0.002366352908431,Down,-5.7373043319273,0.007353000713474,Down
500,Os06g0699600,,,OsCCT25,4.00572127897925,9663,Yellow,2.26227516966706,CCT domain containing protein.,Molecular Function: protein binding (GO:0005515),['not assigned.unknown'],LOC_Os06g48610,-1.93988940297281,0.002682091998849,Down,1.55700146685341,0.000581457719743,Up,1.38574314646997,0.002285374330587,Up,-2.6226492478516,,,-3.17155547984456,0.150761116847006,,0.248035871359592,,
501,Os05g0557200,,,,5.07581475410022,8861,Black,1.27905881308161,Armadillo-type fold domain containing protein.,"Molecular Function: binding (GO:0005488), Molecular Function: protein binding involved in protein folding (GO:0044183)",['protein.degradation.ubiquitin.proteasom'],LOC_Os05g48340,0.700285121526751,0.03712181502133,,0.783379600351533,0.010170391662717,,1.14886635598749,1.90E-05,Up,1.14854053326842,1.51E-05,Up,-0.377642968133055,0.86774225192363,,0.331994053195599,,
502,Os07g0185200,,,,5.2929724554452,8710,Grey60,2.69905398772226,"Similar to Membrane related protein-like., Similar to predicted protein.",,['signalling.lipids'],LOC_Os07g08760,0.499698030444484,0.267292078753563,,0.465832861335608,0.241890615691539,,0.771626419093213,0.013476818823301,,1.20886216451645,1.37E-05,Up,1.29798433834543,2.31E-06,Up,-2.14905966528098,0.000587912716169,Down
503,Os03g0188200,,,,3.99990316165076,9667,GreenYellow,1.79774858351126,"Zinc finger, RING/FYVE/PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g08920,-0.81020924271086,0.37116574577566,,-1.30522405927717,0.045448047829707,Down,-1.25274231087427,0.042574859265942,Down,-2.35073837237704,1.54E-13,Down,-0.91628438380922,0.556386992548111,,-1.07111291420891,,
504,Os06g0258900,,,,15.6961161284088,4432,Grey60,3.18752680332401,"NAD(P)-binding domain containing protein., Similar to predicted protein.","Biological Process: carbohydrate metabolic process (GO:0005975), Biological Process: pentose-phosphate shunt (GO:0006098), Biological Process: valine metabolic process (GO:0006573), Biological Process: metabolic process (GO:0008152), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phosphogluconate dehydrogenase (decarboxylating) activity (GO:0004616), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: 3-hydroxyisobutyrate dehydrogenase activity (GO:0008442), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616), Molecular Function: aldehyde-lyase activity (GO:0016832), Molecular Function: coenzyme binding (GO:0050662), Biological Process: carbohydrate metabolic process (GO:0005975), Biological Process: metabolic process (GO:0008152), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: catalytic activity (GO:0003824), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: aldehyde-lyase activity (GO:0016832)",['OPP.oxidative PP.6-phosphogluconate dehydrogenase'],LOC_Os06g14740,0.358309500229405,0.414956117779894,,0.989698530938652,6.15E-05,,0.955547965160362,9.05E-05,,1.11031678558832,2.32E-06,Up,1.1952901484722,2.89E-07,Up,-0.739121656218809,0.002659452143854,
505,Os03g0294800,,,,59.3929891311262,532,Turquoise,50.985808674011,"Similar to Ser-thr protein kinase (Fragment)., Similar to ATP binding protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os03g18370,0.231551397727915,0.931601598761905,,-1.24674214050224,0.143832571628833,,-1.35234743103979,0.081117005691611,,-2.9076148262198,4.33E-26,Down,-1.15592917534875,0.551173914127968,,-4.59346116445771,1.09E-06,Down
506,Os12g0145700,,"Glycolysis / Gluconeogenesis, Purine metabolism, Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids",OsPK4,21.5774808712071,3117,Pink,13.6749023554386,Pyruvate kinase family protein.,"Biological Process: glycolysis (GO:0006096), Molecular Function: magnesium ion binding (GO:0000287), Molecular Function: catalytic activity (GO:0003824), Molecular Function: pyruvate kinase activity (GO:0004743), Molecular Function: potassium ion binding (GO:0030955)",['lipid metabolism.FA synthesis and FA elongation.pyruvate kinase'],LOC_Os12g05110,0.033071846012276,0.987114317441536,,-0.376576984221308,0.470299951095685,,-0.673693495813147,0.078882310722486,,-1.41796983345461,1.09E-05,Down,-1.65605161017693,3.17E-07,Down,-6.64604859765154,0.001195313934882,Down
507,Os01g0195200,,,,95.7353885270527,132,Turquoise,80.4186875538911,Similar to Serine/threonine-protein kinase PBS1 (EC 2.7.1.37) (AvrPphB susceptible protein 1).,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g09860,0.530358111504524,0.646651330929904,,-0.314601415618456,0.758426366037333,,-0.596648435791314,0.408954390672778,,-0.976842295795289,0.092629416678268,,-1.2845762281368,0.020754370971568,Down,-1.19182249464386,0.029357334410646,Down
508,Os05g0128100,,,,9.2421036966869,6602,Green,7.11335365307172,"Hypothetical conserved gene., Conserved hypothetical protein.",,['not assigned.unknown'],LOC_Os05g03750,-0.174772806850386,0.952573333361776,,0.893921103685844,0.25344511993427,,1.28991661917023,0.035632226756035,Up,1.5353274768978,0.006098911688707,Up,-2.94306432256735,,,-1.97949062062043,0.122479344931058,
509,Os07g0501800,,,,119.519841900279,43,Turquoise,96.4625425335522,Similar to Receptor-like protein kinase.,Molecular Function: protein binding (GO:0005515),['signalling.receptor kinases.misc'],LOC_Os07g31840,-0.055889624634615,0.987978899561901,,-0.536776030138409,0.605881002744819,,-1.00394022655022,0.1807635153883,,-0.703749412072356,0.342703097970324,,-2.86706360101017,0.02685132251478,Down,-2.74621835755141,0.027596677399082,Down
510,Os06g0643700,,,,5.88811395721434,8364,Tan,5.25265988997456,Hly-III related domain containing protein.,Cellular Component: integral to membrane (GO:0016021),['not assigned.unknown'],LOC_Os06g43620,0.218534872249151,0.950569676617608,,2.07501848503565,0.005089390199187,Up,0.718432894543417,0.500559952212551,,-2.02431337589414,0.247434504311358,,-5.56214232234962,0.010441963621306,Down,0.84642174852852,,
511,Os06g0103300,,"Tyrosine metabolism, Metabolic pathways",,57.0607270317118,591,Blue,45.2598331173889,"Similar to Homogentisate 1, 2-dioxygenase (EC 1.13.11.5) (Homogentisicase) (Homogentisate oxygenase) (Homogentisic acid oxidase)., Similar to Homogentisate 1, 2-dioxygenase.","Biological Process: L-phenylalanine catabolic process (GO:0006559), Biological Process: tyrosine metabolic process (GO:0006570), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: homogentisate 1, 2-dioxygenase activity (GO:0004411)",['amino acid metabolism.degradation.aromatic aa.tyrosine'],LOC_Os06g01360,0.952239931668053,0.001302264119675,,1.47550562931264,1.73E-08,Up,1.39144649552686,9.92E-08,Up,-1.46702938470822,0.103529709136003,,0.439609326294222,,,-1.40127943104546,0.083279850248316,
512,Os11g0528500,,,,45.6496120604837,963,Green,39.9243120402838,Similar to Rubredoxin 1 (Rd-1).,"Molecular Function: electron carrier activity (GO:0009055), Molecular Function: metal ion binding (GO:0046872)",['redox.thioredoxin'],LOC_Os11g32500,-1.38933887231331,0.035283916216606,Down,-1.48744937547157,,,0.384702911272892,,,2.10300951252841,,,2.8206844915024,,,1.26442947412474,1.92E-05,Up
513,Os07g0662900,,"Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",OsDPE2,1.70564630651664,11795,royalBlue,0.421012224420815,Similar to 4-alpha-glucanotransferase (EC 2.4.1.25).,"Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: catalytic activity (GO:0003824), Molecular Function: 4-alpha-glucanotransferase activity (GO:0004134), Molecular Function: carbohydrate binding (GO:0030246), Molecular Function: cation binding (GO:0043169)",['major CHO metabolism.degradation.starch.D enzyme'],LOC_Os07g46790,-0.345195983252655,0.611452759273479,,-0.753474201212179,0.036093771732583,,-1.02058944445094,0.001340577790659,Down,-1.49511981894762,5.05E-07,Down,-0.041984103076124,,,-1.0340354747045,,
514,Os02g0131400,,"Cyanoamino acid metabolism, Starch and sucrose metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,25.5457528429631,2524,Turquoise,24.498187114222,"Beta-D-glucan exohydrolase, isoenzyme ExoII (EC 3.2.1.58).","Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)","['cell wall.degradation.cellulases and beta -1,4-glucanases']",LOC_Os02g03870,-0.322167259684029,0.949377674886443,,-1.89826346690076,0.242945609971344,,-3.56931433025576,0.023071046009671,Down,-1.70114191762075,0.000197327507189,Down,-3.28743216599025,0.00362069575819,Down,-1.65221302735457,0.178782954627843,
515,Os09g0539800,,,,26.4797389170312,2402,Turquoise,14.1943474041429,"Similar to Acyl carrier protein III, chloroplast precursor (ACP III).","Biological Process: fatty acid biosynthetic process (GO:0006633), Molecular Function: acyl carrier activity (GO:0000036), Molecular Function: phosphopantetheine binding (GO:0031177), Molecular Function: cofactor binding (GO:0048037)",['lipid metabolism.FA synthesis and FA elongation.ACP protein'],LOC_Os09g36860,-0.242998943296902,0.836050126345356,,-1.47299920816634,0.000107853372135,Down,-2.26421004033731,5.63E-10,Down,1.76256708543658,0.165563235535879,,0.54064180208018,0.68433795092333,,1.64853301775596,0.202646575105962,
516,Os08g0553800,,,,2.1680927764542,11292,Green,1.88397652400701,NAD(P)-binding domain containing protein.,Molecular Function: nucleotide binding (GO:0000166),['not assigned.unknown'],LOC_Os08g44000,-1.30043714930683,0.014040509163887,Down,-2.07526791368055,,,-2.25010100101567,,,2.25744009534572,,,-2.78049250758686,0.117665484298242,,1.06564092218813,0.028498689456294,Up
517,Os01g0238500,,Folate biosynthesis,,24.3169480283205,2700,Turquoise,19.5440198242055,"Similar to Branched-chain-amino-acid aminotransferase-like protein 3, chloroplast precursor.","Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824)",['misc.aminotransferases.aminotransferase class IV family protein'],LOC_Os01g13690,-0.125186013750248,0.914863971791148,,-0.914741445429864,0.003658661701417,,-0.850471223616683,0.005844330573149,,-1.14786787881789,7.20E-05,Down,-1.62777751928953,2.29E-08,Down,-2.28445185542603,,
518,Os05g0381500,,,,6.97829454873803,7709,Brown,3.56446145400308,Similar to predicted protein.,,['not assigned.unknown'],LOC_Os05g31680,-0.602027531862594,0.334329018323063,,0.497697802870802,0.344985146494017,,0.654470632486968,0.128155583846035,,0.950919057222161,0.009129109650751,,1.34872004843023,7.73E-05,Up,1.88178444227863,5.55E-09,Up
519,Os05g0102600,,,OsRFPHC-11,16.3583624892218,4256,Turquoise,7.51733214492002,"Zinc finger, RING/FYVE/PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: histone binding (GO:0042393)",['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os05g01230,0.630373836286163,0.519829910358919,,-0.276425784725949,0.79502577073387,,-0.972730210873572,0.123922255503703,,-0.789517192876748,0.198692116170846,,-1.63565790172034,0.003719810871342,Down,-1.36535205017042,0.013789408775384,Down
520,Os06g0234200,,"Phagosome, AGE-RAGE signaling pathway in diabetic complications",RAC4,29.980248646801,1990,Turquoise,24.1009116354069,"Similar to Rac-like GTP-binding protein 4., Similar to RAC-like GTP binding protein ARAC8 (GTPase protein ROP10).","Biological Process: small GTPase mediated signal transduction (GO:0007264), Cellular Component: intracellular (GO:0005622), Molecular Function: GTP binding (GO:0005525), Biological Process: GTP catabolic process (GO:0006184), Biological Process: signal transduction (GO:0007165), Biological Process: small GTPase mediated signal transduction (GO:0007264), Biological Process: protein transport (GO:0015031), Cellular Component: intracellular (GO:0005622), Cellular Component: membrane (GO:0016020), Molecular Function: GTPase activity (GO:0003924), Molecular Function: GTP binding (GO:0005525)",['signalling.G-proteins'],LOC_Os06g12790,-0.027477418470295,0.99296859180408,,-2.07971834352949,0.004959959800636,Down,-1.94581512988142,0.005946557988848,Down,-2.25069648156165,0.062639567679066,,0.826087050630221,,,-1.63475966382243,7.76E-07,Down
521,Os02g0141100,ARF,,ARF5,1.35546106123123,12185,Purple,0.737924980282303,Similar to Auxin response factor 5.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Biological Process: response to hormone stimulus (GO:0009725), Cellular Component: nucleus (GO:0005634), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein dimerization activity (GO:0046983)","['RNA.regulation of transcription.ARF, Auxin Response Factor family']",LOC_Os02g04810,0.477772558511709,0.600175196146046,,0.958689172674037,0.05153504153847,,1.09071652195912,0.015397798258127,Up,1.6616388921786,3.10E-05,Up,-3.21363630968149,0.000297544116304,Down,0.248032525186355,,
522,Os01g0694900,,,,6.48433163503199,7995,royalBlue,1.1647515760584,"Epsin-like, N-terminal domain containing protein.","Biological Process: clathrin coat assembly (GO:0048268), Cellular Component: clathrin coat (GO:0030118), Molecular Function: phospholipid binding (GO:0005543), Molecular Function: 1-phosphatidylinositol binding (GO:0005545), Molecular Function: clathrin binding (GO:0030276)",['not assigned.unknown'],LOC_Os01g50010,-0.158999902889399,0.911731818229912,,-0.437599101263328,0.437297241466244,,-0.71285237989821,0.09763091156696,,-0.960189545305299,0.012222345654599,,-1.63012461700345,1.41E-05,Down,-1.01321585952213,0.007029739269486,Down
523,Os03g0128300,,,,127.711172158344,21,Turquoise,112.010946675498,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os03g03630,0.576160922580043,0.805461652032416,,0.160229199826049,0.934074824142244,,-0.997963212869175,0.386344170212476,,-2.84397899838231,0.005697228249081,Down,-6.854383892938,0.000199736879681,Down,0.860016803656691,,
524,Os04g0103500,,,SDRLK-21,22.3820028742271,2990,lightYellow,8.9036449640361,Serine/threonine protein kinase-related domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Biological Process: recognition of pollen (GO:0048544), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: sugar binding (GO:0005529), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os04g01310,-0.607107720150779,0.437574859968331,,-0.581107978479783,0.367438699736222,,-0.883372732856683,0.083667815486889,,-1.00551186686731,0.0325030962474,Down,-1.05282791410293,0.024552677570319,Down,-2.34050500115987,3.77E-08,Down
525,Os07g0600700,,,,109.328186980683,84,Turquoise,97.0452798994897,X8 domain containing protein.,,"['misc.beta 1,3 glucan hydrolases']",LOC_Os07g40940,-0.228253500049316,0.937039429042283,,-1.6503331390184,0.029207654341356,Down,-1.82729482229932,0.009778398378659,Down,-3.1758895829984,,,-4.32890001891254,0.001504601241804,Down,-1.07709414789432,,
526,Os03g0113800,,,,48.2382458281906,858,Turquoise,43.4272727915461,Tetratricopeptide-like helical domain containing protein.,Molecular Function: binding (GO:0005488),['not assigned.unknown'],LOC_Os03g02270,-0.085759931086512,0.951292513172214,,-0.746482557820096,0.031365964678279,,-1.04032060184965,0.000738965737644,Down,-1.05594331374151,0.000474224290611,Down,-1.39560102030013,,,-0.670969486852729,0.512289496594579,
527,Os12g0138900,,"Valine, leucine and isoleucine biosynthesis, Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids",OsIPMS2,19.0239381179776,3627,Blue,13.0096033671357,"Isopropylmalate synthase, Regulation of seed vigour, Similar to Plastid isopropylmalate synthase (Fragment).","Biological Process: leucine biosynthetic process (GO:0009098), Biological Process: carboxylic acid metabolic process (GO:0019752), Molecular Function: catalytic activity (GO:0003824), Molecular Function: 2-isopropylmalate synthase activity (GO:0003852), Molecular Function: transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer (GO:0046912), Biological Process: metabolic process (GO:0008152), Biological Process: leucine biosynthetic process (GO:0009098), Biological Process: carboxylic acid metabolic process (GO:0019752), Molecular Function: catalytic activity (GO:0003824), Molecular Function: 2-isopropylmalate synthase activity (GO:0003852), Molecular Function: transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer (GO:0046912)",['amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase'],LOC_Os12g04440,0.439365238647065,0.35949789278221,,1.17340548293543,2.51E-05,Up,1.0788001455988,0.000102928864312,Up,-1.42714119046417,,,-2.34326862841634,7.72E-06,Down,-0.925990044625197,,
528,Os12g0236400,,"Purine metabolism, Thiamine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",Adk-a,9.01814650892983,6706,lightGreen,5.25284439813677,Adenylate kinase A (EC 2.7.4.3) (ATP-AMP transphosphorylase).,"Biological Process: nucleobase-containing compound metabolic process (GO:0006139), Biological Process: nucleotide phosphorylation (GO:0046939), Molecular Function: adenylate kinase activity (GO:0004017), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, phosphate group as acceptor (GO:0016776), Molecular Function: nucleotide kinase activity (GO:0019201), Molecular Function: nucleobase-containing compound kinase activity (GO:0019205)",['nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase'],LOC_Os12g13380,-0.276947734223966,0.714814186910678,,-0.891816464785372,0.006376716292064,,-1.21260137501999,4.87E-05,Down,-1.79113530346334,3.71E-10,Down,-3.67729194065964,,,-0.689436012442282,,
529,Os02g0218800,,"alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites","AOS4, HPL1, OsAOS4, CYP74A4, OsHPL1",3.23867010076954,10295,Brown,2.39958154173521,"Allene oxide synthase (CYP74A4), Fatty acid 9-/13-hydroperoxide lyase (CYP74C), Biosynthesis of jasmonic acid (JA), Plant defense","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: monooxygenase activity (GO:0004497), Molecular Function: iron ion binding (GO:0005506), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",['hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase'],LOC_Os02g12690,0.237958821682823,0.895462450071986,,0.131705463213463,0.907709036605298,,-0.02471577600823,0.982706895348452,,-1.04204647388857,0.063570284496092,,-1.73001451892261,0.001816153589692,Down,-1.62340263013549,0.009489496830324,Down
530,Os04g0563050,,,,0.097445338549138,13648,Grey,0.01710494104833,Hypothetical protein.,,,None,-0.19360950853046,,,-1.59867149881647,,,-1.57888769367702,0.350308643055436,,0.207770877712726,,,-1.57043388260627,0.000235762269941,Down,-1.29881669380509,0.002339895003681,Down
